case_number,date_reported,date_occurred,time_occurred,location,time_reported,incident,university
P-17-0567,2020-05-04,2017-05-03,00:00,104 BIO SCEINCE BUILDING                 C             Not Cleared,13:36,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0569,2020-05-04,2017-05-04,20:26,5C6 BYRNES HALL                          C             Not Cleared,20:26,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0570,2020-05-05,2017-05-04,01:26,MILLS ROAD                                  C             Not Cleared,01:26,290 MALICIOUS DAMAGE TO PERSONAL PROPERTY,Clemson University
P-17-0571,2020-05-05,2017-05-04,21:00,MILLS ROAD                                  C             Not Cleared,02:01,290 MALICIOUS DAMAGE TO PERSONAL PROPERTY,Clemson University
P-17-0572,2020-05-05,2017-05-02,17:00,MILLS ROAD                                  C             Not Cleared,02:00,290 MALICIOUS DAMAGE TO PERSONAL PROPERTY,Clemson University
P-17-0573,2020-05-05,2017-05-02,16:00,MILLS ROAD                                  C             Not Cleared,03:07,290 MALICIOUS DAMAGE TO PERSONAL PROPERTY,Clemson University
P-17-0574,2020-05-05,2017-05-04,15:30,MILLS ROAD (THORNHILL VILLAGE)              C             Not Cleared,07:56,290 MALICIOUS DAMAGE TO PERSONAL PROPERTY,Clemson University
P-17-0575,2020-05-05,2017-05-04,16:00,MILLS ROAD                                  C             Not Cleared,07:57,23G PETIT LARCENY,Clemson University
P-17-0576,2020-05-05,2017-05-04,16:00,MILLS ROAD (THORNHILL VILLAGE APT 110)      C             Not Cleared,08:43,23G PETIT LARCENY,Clemson University
P-17-0577,2020-05-05,2017-05-05,11:15,41A LIGHTSEY BRIDGE APARTMENT               C             Not Cleared,11:30,991 ODOR OF MARIJUANA,Clemson University
P-17-0580,2020-05-05,2017-05-04,15:30,MILL ROAD (THORNHILL VILLAGE)               C             Not Cleared,13:29,290 MALICIOUS DAMAGE TO PERSONAL PROPERTY,Clemson University
P-17-0581,2020-05-05,2017-05-04,05:00,MILLS ROAD (THORNHILL VILLAGE)              C             Not Cleared,13:59,290 MALICIOUS DAMAGE TO PERSONAL PROPERTY,Clemson University
P-17-0582,2020-05-06,2017-05-06,03:54,SC HWY 93 AT MELL HALL                      C             Cleared by Arrest,03:55,90D DRIVING UNDER THE INFLUENCE 1ST,Clemson University
P-17-0583,2020-05-06,2017-05-06,12:54,310A DUNAVAN RD (THORNHILL VILLAGE)         C             Not Cleared,12:54,991 MENTAL HEALTH RELATED MEDICAL TRANSPORT,Clemson University
P-17-0584,2020-05-06,2017-05-04,19:20,BRYAN CIRCLE                                C             Not Cleared,15:59,23H PETIT LARCENY (GUITAR),Clemson University
P-17-0585,2020-05-06,2017-05-04,07:42,265 FREEMAN HALL                            C             Not Cleared,17:54,991 WELL BEING CHECK,Clemson University
P-17-0586,2020-05-08,2017-05-07,23:59,CLEMSON HOUSE 7TH FLOOR                     C             Not Cleared,00:01,90J TRESPASSING,Clemson University
P-17-0588,2020-05-08,2017-05-08,00:00,LAMASTER DAIRY                               C             Cleared by Arrest,07:26,240 GRAND LARCENY (TRUCK),Clemson University
P-17-0589,2020-05-08,2017-05-07,10:00,CALHOUN COURT S02F                           C             Not Cleared,17:34,991 FOUND PROPERTY,Clemson University
P-17-0590,2020-05-08,2017-05-08,19:00,JOHNSTONE HALL                               C             Not Cleared,19:03,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0591,2020-05-08,2017-05-08,22:07,SC HWY 93 AT RIGGS FIELD                     C             Cleared by Arrest,22:09,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-17-0592,2020-05-09,2017-05-09,02:52,BOWEN HALL ENTRANCE                          C             Cleared by Arrest,02:54,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-17-0593,2020-05-09,2017-05-09,16:10,HENDRIX STUDENT CENTER                       C             Not Cleared,16:10,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0598,2020-05-10,2017-05-10,17:45,206 FLUOR BUILDING                           C             Not Cleared,18:04,991 WELL BEING CHECK,Clemson University
P-17-0599,2020-05-10,2017-05-10,17:38,LIGHTSEY BRIDGE                              C             Exceptional Clearance,17:41,23H PETIT LARCENY 950 OPERATING UNINSURED VEHICLE,Clemson University
P-17-0604,2020-05-12,2017-05-12,14:43,MEMORIAL STADIUM                             C             Not Cleared,14:43,991 MENTAL HEALTH RELATED TRANSPORT,Clemson University
P-17-0606,2020-05-13,2017-05-12,12:00,LEVER HALL                                   C             Not Cleared,18:13,23H PETIT LARCENY (BICYCLE),Clemson University
P-17-0607,2020-05-14,2017-05-14,21:31,CORE CAMPUS SERVICE DRIVE                    C             Cleared by Arrest,21:31,35A SIMPLE POSSESSION OF MARIJUANA 950 DRIVING UNDER SUSPENSION 2ND,Clemson University
P-17-0608,2020-05-15,2017-05-08,07:00,TILLMAN HALL                                 C             Not Cleared,09:20,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0609,2020-05-15,2017-05-06,10:00,S4A CALHOUN COURTS                        C             Not Cleared,10:50,220 BURGLARY,Clemson University
P-17-0610,2020-05-15,2017-05-05,10:00,N9 CALHOUN COURTS                         C             Not Cleared,13:08,23H PETIT LARCENY,Clemson University
P-17-0611,2020-05-16,2017-05-04,13:00,S2C CALHOUN COURTS                        C             Not Cleared,12:01,220 BURGLARY,Clemson University
P-17-0613,2020-05-16,2017-05-16,17:38,SC HWY 93 AND PERIMETER ROAD              C             Cleared by Arrest,17:38,950 DRIVING UNDER SUSPENSION,Clemson University
P-17-0616,2020-05-17,2017-05-05,17:00,220D SIRRINE HALL                         C             Not Cleared,14:24,220 BURGLARY,Clemson University
P-17-0617,2020-05-17,2017-05-17,17:15,CLEMSON UNIVERSITY POLICE DEPARTMENT      C             Not Cleared,17:15,998 ASSISTING ANOTHER AGENCY (PCSO),Clemson University
P-17-0618,2020-05-18,2017-05-17,20:30,N15F CALHOUN COURTS                       C             Cleared by Arrest,03:40,240 MOTOR VEHICLE THEFT,Clemson University
P-17-0619,2020-05-18,2017-05-11,14:00,220E SIRRINE HALL                         C             Not Cleared,09:42,220 ATTEMPTED BURGLARY,Clemson University
P-17-0620,2020-05-18,2017-05-12,09:42,222B SIRRINE HALL                         C             Not Cleared,09:43,220 BURGLARY,Clemson University
P-17-0621,2020-05-18,2017-05-18,10:36,CLEMSON COMPUTER STORE                    C             Cleared by Arrest,10:36,23D PETIT LARCENY 90J TRESPASS OF REAL PROPERTY 90N RESISTING ARREST,Clemson University
P-17-0622,2020-05-18,2017-02-02,12:00,ADMINISTRATIVE SERVICES BUILDING          C             Not Cleared,14:14,26C IMPERSONATION,Clemson University
P-17-0623,2020-05-18,2017-05-18,19:24,JERVEY MEADOWS                            C             Not Cleared,19:24,991 MEDICAL CALL,Clemson University
P-17-0624,2020-05-19,2017-05-17,22:00,CALHOUN COURTS N15F                       C             Not Cleared,11:51,11A CRIMINAL SEXUAL CONDUCT,Clemson University
P-17-0625,2020-05-20,2017-05-19,20:00,CLEMSON UNIVERSITY POLICE DEPARTMENT      C             Not Cleared,10:25,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0626,2020-05-23,2017-05-23,00:48,STUDENT UNION                             C             Not Cleared,00:48,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0627,2020-05-23,2017-05-19,16:45,R6 PARKING BESIDE NATIONAL GUARD PARKING      C             Not Cleared,07:44,991 ACCIDENTAL DAMAGE TO REAL PROPERTY,Clemson University
P-17-0628,2020-05-24,2017-05-24,11:30,WEST END ZONE                                 C             Exceptional Clearance,14:28,23D PETIT LARCENY,Clemson University
P-17-0629,2020-05-24,2017-05-23,10:00,R06 PARKING LOT                               C             Not Cleared,09:00,756 UNLAWFUL USE OF VEHICLE,Clemson University
P-17-0630,2020-05-25,2017-05-25,13:11,SOUTH CAROLINA 93 AND WILLIAMSON ROAD         C             Cleared by Arrest,13:11,950 DRIVING UNDER SUSPENSION 1ST,Clemson University
P-17-0631,2020-05-26,2017-05-26,11:32,LITTLEJOHN COLISEUM                           C             Not Cleared,11:32,991 EJECTION (HIGH SCHOOL GRADUATION),Clemson University
P-17-0632,2020-05-26,2017-05-24,16:30,S-7 CALHOUN COURTS                            C             Not Cleared,16:14,23H PETIT LARCENY,Clemson University
P-17-0636,2020-05-28,2017-05-28,19:12,EAST BEACH AND PERIMETER ROAD                 C             Not Cleared,19:15,991 PROPERTY DAMAGE (BICYCLE),Clemson University
P-17-0637,2020-05-29,2017-05-29,00:45,MORGAN POULTRY FARM                           C             Not Cleared,09:47,220 BURGLARY 2ND,Clemson University
P-17-0638,2020-05-29,2017-05-29,19:58,SC- 93 / COLLEGE AVE                          C             Cleared by Arrest,19:58,950 DRIVING UNDER SUSPENSION 1ST,Clemson University
P-17-0640,2020-05-31,2017-05-17,08:00,MARTIN HALL                                   C             Not Cleared,09:49,991 LOST/MISPLACED LAPTOP,Clemson University
P-17-0641,2020-05-31,2017-04-27,13:30,C-2 PARKING LOT                               U             Not Cleared,10:08,23F PETIT LARCENY (WALLET),Clemson University
P-17-0643,2020-06-01,2017-06-01,07:55,SIKES HALL MOTORCYCLE PARKING                 C             Not Cleared,10:06,991 DAMAGE TO MOTORCYCLE,Clemson University
P-17-0644,2020-06-01,2017-06-01,22:53,CHERRY ROAD AND LAUREL LANE                   C             Not Cleared,22:53,998 ASSISTING ANOTHER AGENCY,Clemson University
P-17-0647,2020-06-04,2017-06-04,02:44,TILLMAN HALL                                 C             Not Cleared,02:44,290 DESTRUCTIVE/DAMAGE/VANDALISM OF PROPERTY 90J TRESPASSING,Clemson University
P-17-0648,2020-06-04,2017-06-04,22:22,DOUG KINGSMORE STADIUM                       C             Not Cleared,22:28,991 BASEBALL GAME EJECTION,Clemson University
P-17-0651,2020-06-05,2017-06-05,13:18,2095 BARRE HALL                              C             Not Cleared,15:21,23D PETIT LARCENY,Clemson University
P-17-0652,2020-06-05,2017-06-05,09:00,280A LEHOTSKY HALL                           C             Not Cleared,16:35,23D PETIT LARCENY,Clemson University
P-17-0653,2020-06-06,2017-06-02,14:00,106 K SULLIVAN CENTER (EDWARDS HALL)         C             Not Cleared,09:23,220 BURGLARY,Clemson University
P-17-0654,2020-06-06,2017-06-06,11:20,698 CONCORD CHURCH ROAD                      C             Not Cleared,11:20,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0656,2020-06-06,2017-06-06,17:51,CHERRY ROAD AND BRYAN CIRCLE                 C             Not Cleared,17:56,998 ASSISTING ANOTHER AGENCY,Clemson University
P-17-0658,2020-06-07,2017-06-07,03:18,COLLEGE AVE AND SC HWY 93                    C             Not Cleared,03:26,991 MEDICAL TRANSPORT,Clemson University
P-17-0659,2020-06-07,2017-06-07,10:15,CLEMSON UNIVERSITY (SOCIAL MEDIA)            C             Not Cleared,10:15,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0661,2020-06-07,2017-06-07,21:30,R1 PARKING LOT                               C             Not Cleared,22:09,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0662,2020-06-08,2017-06-07,21:11,300 ADAM SCOTT ROAD                          C             Not Cleared,01:05,954 WELL BEING CHECK,Clemson University
P-17-0663,2020-06-08,2017-06-08,12:20,PERIMETER ROAD                               C             Cleared by Arrest,12:45,13B DOMESTIC VIOLENCE 2ND,Clemson University
P-17-0664,2020-06-08,2017-06-08,04:45,BROOKS CENTER PARKING LOT                    A             Not Cleared,20:46,23F PETIT LARCENY,Clemson University
P-17-0665,2020-06-09,2017-03-19,12:00,344102 CENTENNIAL BLVD                        C             Not Cleared,16:03,991 LOST PROPERTY,Clemson University
P-17-0667,2020-06-10,2017-06-10,18:59,250 YMCA CIRCLE                               C             Not Cleared,19:00,998 ASSISTING ANOTHER AGENCY,Clemson University
P-17-0668,2020-06-12,2017-06-12,08:42,101 GANTT CIR (IN FRONT OF TILLMAN HALL)      C             Not Cleared,08:46,290 DAMAGE TO PROPERTY / LEAVING THE SCENE,Clemson University
P-17-0671,2020-06-13,2017-06-12,07:00,LIGHTSEY BRIDGE AT BUILDING 4                 C             Not Cleared,07:22,240 PETIT LARCENY (MOPED),Clemson University
P-17-0672,2020-06-14,2017-06-14,15:40,SNOW FAMILY CENTER/SENECA CREEK RD            C             Not Cleared,15:45,991 ACCIDENTAL DAMAGE TO VEHICLE,Clemson University
P-17-0674,2020-06-14,2017-06-14,21:56,904 STADIUM SUITES                            C             Not Cleared,21:58,23D PETIT LARCENY,Clemson University
P-17-0675,2020-06-15,2017-06-15,09:43,LIGHTSEY BRIDGE 20                            C             Not Cleared,09:44,991 ANIMAL BITE,Clemson University
P-17-0676,2020-06-15,2017-06-15,14:00,CALHOUN COURTS                                C             Not Cleared,17:13,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0678,2020-06-17,2017-06-17,10:46,BOTANICAL GARDENS                             C             Not Cleared,10:50,290 PROPERTY DAMAGE,Clemson University
P-17-0679,2020-06-17,2017-06-17,21:44,CHERRY ROAD                                   C             Not Cleared,21:44,991 VEHICLE SEARCH,Clemson University
P-17-0682,2020-06-21,2017-06-21,17:45,SC HWY 93 AND PERIMETER ROAD                  C             Cleared by Arrest,17:45,26C IMPERSONATION 280 POSSESSION OF STOLEN GOODS 35A SIMPLE POSS OF MARIJUANA/POSS OF A CONTROLLED SUBSTANCE 35B POSSESSION OF DRUG PARAPHERNALIA 90Z PROVIDING FALSE INFORMATION TO LEO 950 DRIVING UNDER SUSPENSION 2ND,Clemson University
P-17-0685,2020-06-23,2017-06-22,23:00,MCGREGOR ROAD - IMPOUND LOT               C             Not Cleared,07:46,290MALICIOUS DAMAGE TO REAL PROPERTY,Clemson University
P-17-0687,2020-06-23,2017-06-23,11:50,FIKE RECREATION FRONT DESK                C             Not Cleared,12:09,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0688,2020-06-23,2017-06-23,14:01,N11G CALHOUN COURTS                       C             Not Cleared,14:01,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0689,2020-06-23,2017-06-23,21:23,R0WING CLUB DOCKS                         C             Cleared by Arrest,21:23,90G MINOR IN POSSESSION/ TRANSFER ALCOHOL TO MINOR,Clemson University
P-17-0690,2020-06-24,2017-06-24,02:00,3-D LIGHTSEY BRIDGE                       C             Not Cleared,02:13,991 VERBAL ALTERCATION,Clemson University
P-17-0692,2020-06-24,2017-06-24,22:42,SC HWY 93 & OLD STADIUM RD                C             Cleared by Arrest,22:42,90D DRIVING UNDER THE INFLUENCE 90G OPEN CONTAINER,Clemson University
P-17-0693,2020-06-25,2017-06-24,15:00,MADREN CENTER PARKING LOT                 C,00:33,23F ATTEMPTED THEFT FROM MOTOR VEHICLE 290 MALICIOUS DAMAGE TO PERSONAL PROPERTY,Clemson University
P-17-0694,2020-06-24,2017-06-24,15:30,MADREN CENTER                             C             Not Cleared,17:45,23F PETIT LARCENY 290 MALICIOUS DAMAGE TO PROPERTY,Clemson University
P-17-0695,2020-06-26,2017-06-26,06:45,BOTANICAL GARDENS                         C             Not Cleared,07:09,991 WILDLIFE COMPLAINT,Clemson University
P-17-0696,2020-06-26,2017-06-09,00:00,CLEMSON UNIVERSITY                        C             Not Cleared,13:45,370 DISSEMINATING OBSCENE MATERIAL TO JUVENILE,Clemson University
P-17-0698,2020-06-27,2017-06-27,16:21,OLD STADIUM RD / C-2 PARKING LOT          C             Cleared by Arrest,16:21,950 DRIVING UNDER SUSPENSION,Clemson University
P-17-0699,2020-06-28,2017-06-28,05:30,S-5-H CALHOUN COURTS                      C             Not Cleared,06:09,998 ASSISTING ANOTHER AGENCY,Clemson University
P-17-0701,2020-06-28,2017-06-28,15:33,"FAST POINT CONVENIENCE STORE, HWY 93      C             Not Cleared",15:37,998 ASSISTING ANOTHER AGENCY,Clemson University
P-17-0702,2020-06-28,2017-06-25,15:00,CALHOUN COURTS                                 C             Not Cleared,23:56,26E COMPUTER FRAUD,Clemson University
P-17-0703,2020-06-30,2017-06-30,01:20,DOUG KINGSMORE STADIUM                         C             Cleared by Arrest,01:36,23H PETIT LARCENY,Clemson University
P-17-0704,2020-07-01,2017-06-30,22:00,E-1 PARKING AT THE HENDRIX CENTER              C             Exceptional Clearance,11:04,13B ASSAULT AND BATTERY 3RD,Clemson University
P-17-0705,2020-07-01,2017-07-01,17:39,SC HWY 93 AND PERIMETER ROAD                   C             Exceptional Clearance,17:39,35A SIMPLE POSSESSION OF MARIJUANA 35B POSSESSION OF DRUG PARAPHERNALIA,Clemson University
P-17-0706,2020-07-01,2017-07-01,21:42,PERIMETER ROAD AND OLD STADIUM ROAD            C             Cleared by Arrest,21:42,950 OPERATING UNINSURED VEHICLE,Clemson University
P-17-0708,2020-07-04,2017-07-04,03:15,DOUTHIT HILLS CONSTRUCTION SITE                C             Cleared by Arrest,03:21,23H PETIT LARCENY 90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-17-0709,2020-07-05,2017-06-30,17:00,704 STUDENT UNION                              C             Not Cleared,08:24,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0711,2020-07-05,2017-07-05,11:45,TILLMAN HALL                                   C             Not Cleared,14:39,23H PETIT LARCENY,Clemson University
P-17-0712,2020-07-05,2017-06-30,13:00,JORDAN HALL (EXTERIOR)                         C             Not Cleared,15:18,23H PETTIT LARCENY,Clemson University
P-17-0713,2020-07-05,2017-06-29,18:00,220E LIGHTSEY BRIDGE APTS (MOPED PARKING)      C             Not Cleared,19:30,240 GRAND LARCENY (MOPED),Clemson University
P-17-0714,2020-07-06,2017-07-06,22:35,PERIMETER ROAD AND BETA KAPA STREET            C             Cleared by Arrest,22:35,950 DRIVING UNDER SUSPENSION,Clemson University
P-17-0715,2020-07-08,2017-07-08,17:28,1ST FLOOR COOPER LIBRARY                       C             Not Cleared,17:31,290 MALICIOUS DAMAGE TO REAL PROPERTY,Clemson University
