case_number,date_reported,incident,date_occurred,time_occurred,location,university,time_reported
1601490,2016-03-24,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-03-24,18:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1601488,2016-03-24,Financial Transaction Card Fraud,2016-03-22,12:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601487,2016-03-24,Financial Transaction Card Fraud,2016-03-24,00:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601486,2016-03-24,Financial Transaction Card Fraud,2016-02-07,08:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601485,2016-03-24,Financial Transaction Card Fraud,2016-03-23,00:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601483,2016-03-24,Financial Transaction Card Fraud,2016-03-16,00:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601482,2016-03-24,Financial Transaction Card Fraud,2016-03-23,00:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601481,2016-03-24,Financial Transaction Card Fraud,2016-03-15,00:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601480,2016-03-24,Financial Transaction Card Fraud,NA,NA,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601477,2016-03-24,Financial Transaction Card Fraud,2016-03-18,00:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601476,2016-03-24,Financial Transaction Card Fraud,2016-03-22,00:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601475,2016-03-24,Financial Transaction Card Fraud,2016-03-22,00:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601474,2016-03-24,Financial Transaction Card Fraud,2016-03-16,00:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601467,2016-03-24,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-03-23,20:00,"540 Asbury Cir, Atlanta 30322",Emory University,NA
1601465,2016-03-24,Theft of Lost or Mislaid Property (Over $500),2016-03-23,13:20,"561 S Kilgo Cir, Atlanta, 30322",Emory University,NA
1601441,2016-03-22,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-03-08,23:40,"2425 Dooley Dr, Decatur, 30033",Emory University,NA
1601431,2016-03-22,Sexual Battery,2015-10-31,00:01,"1340 Clifton Rd, Atlanta, 30322",Emory University,NA
1601418,2016-03-21,Aggravated Assault (Use or Threat of Other Weapon),2016-03-19,23:00,"15 Eagle Row, Atlanta, 30322",Emory University,NA
1601415,2016-03-21,Harassing Communications,2016-03-21,15:43,"1711 Uppergate Dr, Atlanta, 30322",Emory University,NA
1601412,2016-03-21,Harassing Communications; Stalking - Harassing or Intimidating Contact or Surveillance,2016-03-14,00:01,"1310 Clifton Rd, Atlanta, 30322",Emory University,NA
1601398,2016-03-20,"Arrest: Driving While License Suspended or Revoked, Failure to Yield at a Yield Sign",2016-03-20,20:45,"Oxford Rd at N Decatur Rd (east), Atlanta, 30307",Emory University,NA
1601393,2016-03-20,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-03-20,15:20,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
1601392,2016-03-20,"Theft by Taking (From Bldg, Valued Over $500)",2016-03-20,15:30,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
1601391,2016-03-20,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-03-20,14:45,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
1601390,2016-03-20,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-03-20,14:45,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
1601385,2016-03-20,VGCSA (Possession Less Than One Ounce Marijuana),2016-03-20,02:15,"1440 Clifton Rd, Atlanta, 30322",Emory University,NA
1601384,2016-03-20,Consuming/Transporting Open Container of Alcohol,2016-03-20,00:27,"Eagle Row, in front of 15 Eagle Row, Atlanta, 30322",Emory University,NA
1601335,2016-03-17,"Theft by Taking (MV Parts/Accessories, Exterior)",2016-03-15,16:00,"1670 N Decatur Rd, Atlanta, 30322",Emory University,NA
1601320,2016-03-16,Criminal Attempt - Theft by Extortion,2016-03-16,03:00,"586 Asbury Cir, Atlanta, 30322",Emory University,NA
1601317,2016-03-16,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-03-16,19:00,"11-G Eagle Row, Atlanta, 30322",Emory University,NA
1601316,2016-03-16,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-03-15,18:30,"11-G Eagle Row, Atlanta, 30322",Emory University,NA
1601274,2016-03-14,"Arrest: Driving While License Suspended or Revoked, Disregard of a Traffic Control Device",2016-03-14,12:54,"Clifton Rd at Michael St, Atlanta, 30322",Emory University,NA
1601262,2016-03-13,"Theft by Taking (All Other, Value $500 or Less)",2016-03-04,14:30,"1495 Clifton Rd, Atlanta, 30322",Emory University,NA
1601253,2016-03-12,Simple Battery,2016-03-12,02:15,"1821 Clifton Rd, Atlanta, 30322",Emory University,NA
1601243,2016-03-11,Theft of Lost or Mislaid Property (Over $500),2016-02-20,19:40,"1700 N Decatur Rd, Atlanta, 30322",Emory University,NA
1601182,2016-03-08,"Theft by Taking (All Other, Value Over $500)",2016-03-08,16:10,"301 Dowman Dr, Atlanta, 30322",Emory University,NA
1601181,2016-03-08,"Theft by Taking (All Other, Value Over $500)",2016-03-08,16:10,"301 Dowman Dr, Atlanta, 30322",Emory University,NA
1601180,2016-03-08,Harassing Communications,2016-03-04,08:00,"1365-B Clifton Rd, Atlanta, 30322",Emory University,NA
1601167,2016-03-07,VGCSA - Schedule II Substances,2016-01-01,00:01,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1601165,2016-03-07,Theft by Deception (Over $500); Computer Trespass; Computer Forgery,NA,NA,"201 Dowman Dr, Atlanta,  30322",Emory University,NA
1601157,2016-03-06,Possession Less Than One Ounce Marijuana,2016-03-06,15:12,"Briarcliff Rd at University Dr, Atlanta, 30306",Emory University,NA
1601136,2016-03-04,Theft of Lost or Mislaid Property (Over $500),2016-02-24,18:00,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
1601122,2016-03-03,Theft by Deception (Over $500); Computer Trespass; Computer Forgery,NA,NA,"201 Dowman Dr, Atlanta, 30322",Emory University,NA
1601115,2016-03-03,"Theft by Taking (From Bldg, Valued Over $500)",2016-03-03,18:25,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1601109,2016-03-03,"Theft by Taking (From Bldg, Valued Over $500)",2016-03-03,09:30,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1601106,2016-03-03,"Criminal Trespass, Property Damage",2016-02-26,19:00,"1655 N Decatur Rd, Atlanta, 30322",Emory University,NA
1601090,2016-03-02,Theft of Lost or Mislaid Property ($500 or Less),2016-02-29,05:57,"569 Asbury Cir, Atlanta, 30322",Emory University,NA
1601075,2016-03-01,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-29,12:00,"1365-A Clifton Rd, Atlanta, 30322",Emory University,NA
1601074,2016-03-01,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-23,15:00,"1365-A Clifton Rd, Atlanta, 30322",Emory University,NA
1601073,2016-03-01,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-16,10:00,"1365-A Clifton Rd, Atlanta, 30322",Emory University,NA
1601071,2016-03-01,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-29,16:00,"1365-A Clifton Rd, Atlanta, 30322",Emory University,NA
1601042,2016-02-29,Financial Transaction Card Theft,2016-02-26,16:50,"1 Eagle Row, Atlanta, 30322",Emory University,NA
1601039,2016-02-29,Armed Robbery (Other Dangerous Weapon),2016-02-29,00:30,"Dowman Dr at N Decatur Rd, Atlanta, 30322",Emory University,NA
1601037,2016-02-29,Armed Robbery (Other Dangerous Weapon),2016-02-29,00:30,"Dowman Dr at N Decatur Rd, Atlanta,  30322",Emory University,NA
1601015,2016-02-27,Theft of Lost or Mislaid Property (Over $500),2016-02-27,19:30,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600999,2016-02-26,"Burglary, First Degree, Non-Forcible Entry",2016-02-25,21:00,"20 Eagle Row, Atlanta, 30322",Emory University,NA
1600995,2016-02-26,Financial Transaction Card Fraud,2016-02-26,11:33,"Unknown, Off Campus",Emory University,NA
1600992,2016-02-26,Simple Assault,2016-02-26,10:10,"1833 Clifton Rd, Atlanta, 30322",Emory University,NA
1600981,2016-02-25,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-25,19:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600979,2016-02-25,Simple Assault,2016-02-25,17:20,"Clifton Rd, Atlanta, GA 30322",Emory University,NA
1600971,2016-02-25,Theft of Lost or Mislaid Property ($500 or Less),2016-02-24,16:30,"569 Asbury Cir, Atlanta, 30322",Emory University,NA
1600939,2016-02-24,Simple Battery,2016-02-24,15:15,"1760 Haygood Dr, Atlanta, 30322",Emory University,NA
1600934,2016-02-24,Theft of Lost or Mislaid Property ($500 or Less),2016-02-23,19:20,"Woodruff Circle, Atlanta, 30322",Emory University,NA
1600910,2016-02-23,Possession of Weapon in a School Zone,2016-02-23,10:59,"1711 Uppergate Dr, Atlanta, 30322",Emory University,NA
1600908,2016-02-23,Computer Trespass,2016-02-22,08:00,"1300 Clifton Rd, Atlanta, 30322",Emory University,NA
1600895,2016-02-22,"Stalking (Misdemeanor), Harassing Communications",2015-08-01,12:00,"201 Dowman Dr, Atlanta, 30322",Emory University,NA
1600889,2016-02-22,"Criminal Damage to Property, Second Degree",2016-02-19,16:00,"1760 Haygood Dr, Atlanta, 30322",Emory University,NA
1600882,2016-02-22,Financial Transaction Card Fraud,2016-02-17,00:00,Off Campus,Emory University,NA
1600878,2016-02-22,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-18,16:00,"1300 Clifton Rd, Atlanta, 30322",Emory University,NA
1600877,2016-02-22,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-19,16:00,"1300 Clifton Rd, Atlanta, 30322",Emory University,NA
1600863,2016-02-21,"Possession, display, or use of false  ID document",2016-02-21,10:43,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1600849,2016-02-20,VGCSA (Possession Less Than One Ounce Marijuana),2016-02-20,21:00,"CSX Railroad Tracks, Atlanta,  30322",Emory University,NA
1600848,2016-02-20,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-20,09:30,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1600847,2016-02-20,"Criminal Trespass, Individual",2016-02-20,17:50,"1260 Briarcliff Rd, Atlanta, 30322",Emory University,NA
1600834,2016-02-19,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-19,14:45,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600807,2016-02-18,"Arrest:  Simple Battery, Family Violence",2016-02-18,12:15,"Uppergate Dr at Clifton Rd, Atlanta, 30329",Emory University,NA
1600796,2016-02-17,"Arrest for Other Agency (Atlanta Police Dept, Failure to Appear)",2016-02-17,20:40,"1817 Clifton Rd, Atlanta, 30322",Emory University,NA
1600793,2016-02-17,"Theft by Taking (From Bldg, Valued Over $500)",2016-02-15,18:30,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600787,2016-02-17,"Theft by Taking (Other, Valued $500 or Less)",2016-02-15,22:05,"Unknown - Main Campus, Atlanta, 30322",Emory University,NA
1600786,2016-02-17,Possession of Weapon in a School Zone,2016-02-03,00:00,"1 Eagle Row, Atlanta, 30322",Emory University,NA
1600733,2016-02-15,Battery (Visible Bodily Harm to Another),2016-02-15,08:00,"1825 Clifton Rd, Atlanta, 30322",Emory University,NA
1600731,2016-02-15,"Theft by Taking (Other, Valued Over $500)",2016-02-12,08:00,"201 Dowman Dr, Atlanta, 30322",Emory University,NA
1600720,2016-02-14,Financial Transaction Card Fraud,2016-02-10,21:23,"646 Means Dr, Atlanta, 30322",Emory University,NA
1600715,2016-02-13,Entering an Auto,2016-02-13,14:30,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1600707,2016-02-13,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-12,10:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1600692,2016-02-12,"Burglary, First Degree, Non-Forcible Entry",2016-02-09,17:30,"4 Eagle Row, Atlanta, 30322",Emory University,NA
1600684,2016-02-12,"Financial Transaction Card Theft, Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-11,12:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1600678,2016-02-11,"Theft by Taking (From Bldg, Valued Over $500)",2016-02-11,19:30,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600677,2016-02-11,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-11,19:30,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600673,2016-02-11,"Entering an Auto; Criminal Trespass, Property Damage",2015-10-01,00:00,"Dickey Dr, Atlanta, 30322",Emory University,NA
1600668,2016-02-11,"Burglary, First Degree, Non-Forcible Entry",2015-11-30,08:30,"1340 Clifton Rd, Atlanta, 30322",Emory University,NA
1600657,2016-02-10,Harassing Communications,2016-02-04,12:18,"1760 Haygood Dr, Atlanta, 30322",Emory University,NA
1600653,2016-02-10,Financial Transaction Card Forgery,2016-02-09,22:40,"1300 Clifton Rd, Atlanta, 30322",Emory University,NA
1600639,2016-02-09,Financial Transaction Card Forgery,2016-02-09,09:31,"646 Means Dr, Atlanta, 30322",Emory University,NA
1600634,2016-02-09,Rape,NA,NA,"201 Dowman Dr, Atlanta, 30322",Emory University,NA
1600627,2016-02-09,Stalking (Misdemeanor),NA,NA,"201 Dowman Dr, Atlanta, 30322",Emory University,NA
1600616,2016-02-08,Theft of Lost or Mislaid Property ($500 or Less),2016-02-08,10:50,"1700 N Decatur Rd, Atlanta, 30322",Emory University,NA
1600612,2016-02-08,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-07,18:50,"640 Means Dr, Atlanta, 30322",Emory University,NA
1600609,2016-02-08,"Criminal Damage to Property, Second Degree",2016-02-03,00:00,"1705 Lowergate Dr, Atlanta, GA 30322",Emory University,NA
1600602,2016-02-08,"Arrest: Driving Without a License, Disregard of a Traffic Control Device",2016-02-08,02:49,"Briarcliff Rd at Johnson Rd, Atlanta, 30329",Emory University,NA
1600596,2016-02-07,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-05,19:05,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600572,2016-02-05,"Theft by Taking (From Bldg, Valued Over $500)",2016-02-05,18:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600565,2016-02-05,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-01-31,12:00,"1833 Clifton Rd, Atlanta, 30322",Emory University,NA
1600560,2016-02-05,Harassing Communications,2016-02-05,08:16,"201 FM Dr, Atlanta, 30322",Emory University,NA
1600556,2016-02-05,"Theft by Taking (From Bldg, Valued Over $500)",2016-02-05,07:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1600544,2016-02-04,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-02,18:00,"11-G Eagle Row, Atlanta, 30322",Emory University,NA
1600540,2016-02-04,Entering an Auto,2016-01-22,10:40,"1711 Uppergate Dr, Atlanta, 30322",Emory University,NA
1600531,2016-02-04,"Person Down--Alcohol, Underage Possession, Possession, display, or use of false  ID document",2016-02-03,22:00,"2 Eagle Row, Atlanta, 30322",Emory University,NA
1600520,2016-02-03,"Criminal Damage to Property, Second Degree",2016-02-03,00:00,"1705 Lowergate Dr, Atlanta, 30322",Emory University,NA
1600512,2016-02-03,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-02,23:05,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600494,2016-02-02,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-02-01,07:00,"100 Woodruff Cir, Atlanta, 30322",Emory University,NA
1600466,2016-01-31,VGCSA (Possession Less Than One Ounce Marijuana),2016-01-31,23:00,"2 Eagle Row, Atlanta,  30322",Emory University,NA
1600464,2016-01-31,Financial Transaction Card Fraud,2016-01-25,00:00,Off Campus,Emory University,NA
1600460,2016-01-31,"Criminal Damage to Property, Second Degree",2016-01-29,22:00,"8 Eagle Row, Atlanta, 30322",Emory University,NA
1600459,2016-01-31,"Theft by Taking (From Bldg, Valued Over $500)",2016-01-29,17:00,"6 Eagle Row, Atlanta, 30322",Emory University,NA
1600458,2016-01-31,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-01-18,00:01,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1600432,2016-01-29,"Theft by Taking (From Bldg, Valued Over $500)",2016-01-29,18:00,"4 Eagle Row, Atlanta, 30322",Emory University,NA
1600413,2016-01-28,Harassing Communications,2016-01-27,11:30,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1600412,2016-01-28,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-01-28,11:00,"1462 Clifton Rd, Atlanta, 30322",Emory University,NA
1600369,2016-01-26,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-01-25,18:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600358,2016-01-25,"Theft by Taking (From Bldg, Valued Over $500)",2016-01-25,18:50,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600356,2016-01-25,"Theft by Taking (From Bldg, Valued Over $500)",2016-01-21,10:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600350,2016-01-25,Financial Transaction Card Fraud,2016-01-24,13:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1600346,2016-01-25,"Theft by Taking (From Bldg, Valued Over $500)",2016-01-22,16:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1600337,2016-01-23,"Burglary, First Degree, Non-Forcible Entry",2015-12-14,14:00,"2425 Dooley Dr, Decatur, 30033",Emory University,NA
1600313,2016-01-22,"Theft by Taking (All Other, Value $500 or Less)",2016-01-22,01:29,"27 Eagle Row, Atlanta, 30322",Emory University,NA
1600300,2016-01-21,"Theft by Taking (All Other, Value Over $500)",2016-01-21,18:30,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600277,2016-01-20,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-01-20,11:30,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1600273,2016-01-20,"Theft by Taking (From Bldg, Valued Over $500)",2016-01-20,12:00,"1841 Clifton Rd, Atlanta, 30322",Emory University,NA
1600245,2016-01-19,VGCSA (Possessing Drug Paraphernalia),2016-01-19,00:33,"640 Means Dr, Atlanta, 30322",Emory University,NA
1600238,2016-01-18,Theft of Lost or Mislaid Property ($500 or Less),2016-01-12,17:15,"537 Kilgo Cir, Atlanta, 30322",Emory University,NA
1600232,2016-01-18,"Arrest for Other Agency (Failure to Appear, DeKalb County)",2016-01-18,01:34,"1340 Clifton Rd, Atlanta, GA 30322",Emory University,NA
1600215,2016-01-16,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-01-15,18:00,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
1600204,2016-01-16,Theft of Lost or Mislaid Property (Over $500),2016-01-05,00:01,"1784 N Decatur Rd, Atlanta, 30322",Emory University,NA
1600195,2016-01-16,Consuming/Transporting Open Container of Alcohol,2016-01-16,01:06,"Dickey Dr at Eagle Row, Atlanta, 30322",Emory University,NA
1600164,2016-01-14,"Theft by Taking (From Bldg, Valued Over $500)",2016-01-14,18:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600159,2016-01-14,"Theft by Taking (From Bldg, Valued Over $500)",2016-01-12,18:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600109,2016-01-12,"Person Down--Alcohol, Underage Possession, Possession, display, or use of false  ID document",2016-01-12,02:30,"4 Eagle Row, Atlanta, 30322",Emory University,NA
1600099,2016-01-11,Financial Transaction Card Fraud,2016-01-04,07:00,"1525 Clifton Rd, Atlanta, 30322",Emory University,NA
1600095,2016-01-11,"Criminal Trespass, Property Damage",2016-01-11,00:44,"Dickey Dr, Atlanta, GA 30322",Emory University,NA
1600091,2016-01-10,"Burglary, First Degree, Non-Forcible Entry",2015-12-16,09:30,"6 Eagle Row, Atlanta, 30322",Emory University,NA
1600071,2016-01-07,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-01-07,18:15,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1600064,2016-01-07,Theft by Taking (From Coin-Operated Machine),2015-12-01,08:00,"1301 Clifton Rd, Atlanta, 30322",Emory University,NA
1600045,2016-01-05,Harassing Communications,2015-12-18,12:00,"1365-A Clifton Rd, Atlanta, 30322",Emory University,NA
