date_reported,time_reported,location,date_occurred,time_occurred,case_number,university,incident
2018-04-29,00:48,2800 Alumni BLVD A,2018-04-28,21:15,18-00332,Arkansas State University-Main Campus,DISORDERLY CONDUCT / UNREASONABLE OR EXCESSIVE BEHAVIOR BATTERY - 3RD DEGREE / RECKLESSLY CAUSES INJURY RESISTING ARREST - REFUSAL TO SUBMIT TO ARREST / ACTIVE OR PASSIVE REFUSAL
2018-04-29,02:16,S Caraway Rd / S Matthews Ave,2018-04-29,02:16,18-00333,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE SPEEDING
2018-04-29,14:09,315 University Loop CIR,2018-04-30,11:15,18-00334,Arkansas State University-Main Campus,Sick or Injured person
2018-04-30,13:58,E Johnson Ave & St Hwy 91 / Russell Dr,2018-04-30,13:25,18-00335,Arkansas State University-Main Campus,POSSESSION OF SCH VI LT 4OZ EXPIRED OR NO TAGS
2018-04-30,17:17,503 Robinson ST,2018-04-30,17:17,18-00336,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2018-04-30,22:46,801 University Loop E,2018-04-30,22:46,18-00337,Arkansas State University-Main Campus,University Referral - Smoke Free Campus Policy
2018-04-30,22:53,101 N Caraway RD,2018-04-30,22:53,18-00338,Arkansas State University-Main Campus,Sick or Injured person
2018-05-01,10:18,Aggie Rd / Red Wolf Blvd,2018-05-01,08:35,18-00339,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-05-01,10:28,Aggie Rd / Red Wolf Blvd,2018-05-01,09:55,18-00340,Arkansas State University-Main Campus,"POSSESSION OF SCH VI LT 4OZ POSSESSING INSTRUMENTS OF CRIME HAZARDOUS DRIVING Ficticious License Plates, Improper Use of University Referral - Drug Violation"
2018-05-01,13:16,Campus,2018-04-27,08:00,18-00341,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS"
2018-05-01,20:13,101 N Caraway RD,2018-05-01,20:13,18-00342,Arkansas State University-Main Campus,Found Article/Property
2018-05-02,20:30,2819 Quapaw ST,2018-05-02,20:30,18-00343,Arkansas State University-Main Campus,University Referral - Harassment
2018-05-03,00:08,2412 Quapaw Way Road,2018-05-03,00:08,18-00344,Arkansas State University-Main Campus,Found Article/Property
2018-05-03,15:59,125 Dean ST,2018-05-03,15:59,18-00345,Arkansas State University-Main Campus,Sick or Injured person
2018-05-03,21:11,101 N Caraway RD,2018-05-03,21:11,18-00346,Arkansas State University-Main Campus,"HARASSMENT / IN PUBLIC INSULTS, TAUNTS, OR CHALLENGES ANOTHER TO PROVOKE A"
2018-05-04,10:01,1115 University Loop East Building #1,2018-05-04,09:28,18-00347,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-05-04,12:17,111 N Caraway RD,2018-05-04,12:17,18-00348,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-05-04,18:14,101 N Caraway RD,2018-05-04,15:00,18-00349,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2018-05-04,18:41,125 Dean ST,2018-05-04,18:25,18-00350,Arkansas State University-Main Campus,Sick or Injured person
2018-05-04,23:04,1203 University Loop Bldg 1 ST,2018-05-04,22:20,18-00351,Arkansas State University-Main Campus,University Referral - Drug Violation
2018-05-05,12:49,2509 Aggie RD,2018-05-05,12:49,18-00352,Arkansas State University-Main Campus,Fire Alarm
2018-05-05,12:50,217  Olympic DR,2018-05-05,12:50,18-00353,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-05-05,15:59,113 Dean ST,2018-05-05,15:59,18-00354,Arkansas State University-Main Campus,Fire Alarm
2018-05-05,19:22,2605 A ST,2018-05-05,19:22,18-00355,Arkansas State University-Main Campus,Sick or Injured person
2018-05-06,01:46,E Johnson Ave & St Hwy 91 / Uloop / University Loop East,2018-05-06,01:00,18-00356,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-05-06,13:57,801 University Loop E,2018-05-06,13:45,18-00357,Arkansas State University-Main Campus,Accident - Hit and Run
2018-05-06,23:25,1115 University Loop East Building #1,2018-05-03,14:00,18-00358,Arkansas State University-Main Campus,"BURGLARY, RESIDENTIAL THEFT $1,000 OR LESS - ALL OTHERS"
2018-05-07,05:09,125 Dean ST,2018-05-06,23:42,18-00359,Arkansas State University-Main Campus,University Referral - Drug Violation
2018-05-07,14:00,113 Dean ST,2018-05-07,09:00,18-00360,Arkansas State University-Main Campus,Accident - Hit and Run
2018-05-08,00:27,Johnson Ave / Marion Berry Pkwy,2018-05-08,00:05,18-00361,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE No Proof of Liability Insurance
2018-05-08,12:57,2509 Aggie RD,2018-05-08,12:00,18-00362,Arkansas State University-Main Campus,Found Article/Property University Referral - Drug Violation
2018-05-08,18:06,319 University Loop East CRC,2018-05-08,18:00,18-00363,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-05-09,11:15,101 N Caraway RD,2018-05-09,08:10,18-00364,Arkansas State University-Main Campus,Suspicious Person
2018-05-10,12:54,E Johnson Ave & St Hwy 91 / State St,2018-05-10,12:15,18-00365,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2018-05-10,14:43,113 Dean ST,2018-05-10,14:20,18-00366,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS"
2018-05-11,14:24,503 Robinson ST,2018-05-11,14:24,18-00367,Arkansas State University-Main Campus,Voided Cash Receipt
2018-05-11,15:51,2401 Aggie RD,2018-05-11,15:51,18-00368,Arkansas State University-Main Campus,University Referral -
2018-05-11,16:04,Aggie Rd / Marion Berry Pkwy,2018-05-13,10:50,18-00369,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-05-12,12:44,Aggie Rd / N Caraway Rd,2018-05-11,17:00,18-00370,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-05-12,14:20,3207 E Johnson AVE,2018-05-12,12:20,18-00371,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - FROM BUILDING"
2018-05-13,21:55,2612 Pawnee ST,2018-05-13,21:55,18-00372,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2018-05-14,21:11,315 Red Wolf Trail Road,2018-05-14,21:11,18-00373,Arkansas State University-Main Campus,BREAKING OR ENTERING / ARTICLES FROM VEHICLE
2018-05-15,03:01,E Johnson Ave & St Hwy 91 / N Caraway Rd / S Caraway Rd,2018-05-15,00:50,18-00374,Arkansas State University-Main Campus,"DWI (UNLAWFUL ACT) REFUSAL TO SUBMIT No Proof of Liability Insurance EXPIRED OR NO TAGS PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR"
2018-05-15,09:22,Gee Street,2018-05-15,08:15,18-00375,Arkansas State University-Main Campus,Found Article/Property
2018-05-15,13:50,2105 Aggie RD,2018-05-14,08:00,18-00376,Arkansas State University-Main Campus,University Referral -
2018-05-16,12:09,107 N Caraway Road,2018-05-16,11:50,18-00377,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-05-16,15:55,121 N Caraway RD,2018-05-16,15:55,18-00378,Arkansas State University-Main Campus,Sick or Injured person
2018-05-16,18:29,2724 Iroquois ST,2018-05-09,18:29,18-00379,Arkansas State University-Main Campus,"BURGLARY, RESIDENTIAL THEFT $1,000 OR LESS - ALL OTHERS"
2018-05-17,11:24,1809 Aggie RD,2018-05-17,11:20,18-00380,Arkansas State University-Main Campus,LOITERING Suspicious Person PNG Issued on this person for the ASU Campus
2018-05-19,13:19,217 Olympic DR,2018-05-19,13:19,18-00381,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-05-21,NA,Facilities Management,2018-05-21,NA,Title IX,Arkansas State University-Main Campus,Sexual Assault
2018-05-22,10:22,1809 Aggie RD,2018-05-22,10:22,18-00382,Arkansas State University-Main Campus,Accident - Hit and Run
2018-05-22,17:20,2401 Aggie RD,2018-05-21,23:50,18-00383,Arkansas State University-Main Campus,PNG Issued on this person for the ASU Campus
2018-05-24,02:57,Eldridge St / Marion Berry Pkwy,2018-05-24,02:50,18-00384,Arkansas State University-Main Campus,SPEEDING DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE No Proof of Liability Insurance OUT OF TOWN WARRANT/ASSIST
2018-05-24,18:29,2628 Cherokee ST,2018-05-24,18:29,18-00385,Arkansas State University-Main Campus,Sick or Injured person
2018-05-25,02:13,E Johnson Ave & St Hwy 91 / Melrose St,2018-05-25,02:00,18-00386,Arkansas State University-Main Campus,University Referral - Drug Violation
2018-05-26,02:43,Johnson Ave / Melrose St,2018-05-26,02:20,18-00387,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-05-27,13:34,E Matthews Ave / Marion Berry Pkwy,2018-05-27,12:15,18-00388,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2018-05-28,05:24,113 Dean ST,2018-05-28,04:25,18-00389,Arkansas State University-Main Campus,Fire Alarm
2018-05-28,11:24,E Johnson Ave & St Hwy 91 / N Caraway Rd / S Caraway Rd,2018-05-28,11:02,18-00390,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-05-28,23:49,Marion Berry Pkwy / Red Wolf Trail,2018-05-28,23:35,18-00391,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2018-05-30,13:11,Eldridge St / Marion Berry Pkwy,2018-05-30,12:30,18-00392,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-05-30,17:22,2800 Alumni  BLVD C,2018-05-30,17:22,18-00393,Arkansas State University-Main Campus,Fire Alarm
2018-06-01,23:38,E Johnson Ave & Hwy 49 Exit R / Red Wolf Blvd / S St,2018-06-01,23:12,18-00394,Arkansas State University-Main Campus,DWI - OPERATION OF VEHICLE DURING DWI LICENSE SUSPENSION OR REVOCATION No Proof of Liability Insurance FAILURE TO REGISTER MOTOR VEHICLE
2018-06-02,03:11,2600 Alumni BLVD,2018-06-02,02:35,18-00395,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2018-06-03,02:10,Aggie Rd / Melrose St,2018-06-03,01:59,18-00396,Arkansas State University-Main Campus,DWI (UNLAWFUL ACT)
2018-06-03,03:48,Aggie Rd / Marion Berry Pkwy,2018-06-03,03:23,18-00397,Arkansas State University-Main Campus,POSSESSION OF FIREARM BY CERTAIN PERSONS
2018-06-04,22:22,217 Olympic DR,2018-06-04,20:22,18-00398,Arkansas State University-Main Campus,Welfare Concern
2018-06-05,13:43,Marion Berry Pkwy / Red Wolf Trail,2018-06-05,12:00,18-00399,Arkansas State University-Main Campus,POSSESSION OF SCH VI LT 4OZ SPEEDING No Proof of Liability Insurance DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE ENDANGER WELFARE OF MINOR- 3RD DEGREE- RECKLESSLY RISKS SERIOUS PHYSICAL/MENTAL HARM CHILD PASSENGER RESTRAINT SYSTEM FOR MINORS UNDER 15
2018-06-07,07:30,2819 Quapaw ST,2018-06-07,13:30,18-00401,Arkansas State University-Main Campus,ENDANGER WELFARE OF MINOR- 3RD DEGREE- RECKLESSLY RISKS SERIOUS PHYSICAL/MENTAL HARM
2018-06-07,07:54,111 N Caraway RD,2018-06-07,07:39,18-00400,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-06-07,16:14,217 Olympic DR,2018-06-07,15:00,18-00402,Arkansas State University-Main Campus,Found Article/Property
2018-06-08,00:39,Johnson Ave / Melrose St,2018-06-08,00:39,18-00403,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2018-06-08,13:16,111 N Caraway RD,2018-06-08,12:50,18-00404,Arkansas State University-Main Campus,Welfare Concern
2018-06-11,00:20,E Washington Ave / Marion Berry Pkwy,2018-06-10,23:39,18-00405,Arkansas State University-Main Campus,NO DRIVER'S LICENSE SPEEDING Vehicle Tow
2018-06-12,01:01,1809 Aggie RD,2018-06-11,22:20,18-00406,Arkansas State University-Main Campus,BREAKING OR ENTERING / ARTICLES FROM VEHICLE
2018-06-12,14:58,2505 Danner Bldg 4 AVE,2018-06-12,14:58,18-00407,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS"
2018-06-12,18:38,801 University Loop E,2018-06-12,18:38,18-00408,Arkansas State University-Main Campus,Fire Alarm
2018-06-13,00:07,500 N Caraway RD,2018-06-12,23:25,18-00409,Arkansas State University-Main Campus,No Proof of Liability Insurance FAILURE TO REGISTER MOTOR VEHICLE HAZARDOUS DRIVING POSSESSION OF SCH VI LT 4OZ OUT OF TOWN WARRANT/ASSIST
2018-06-13,11:18,2713 Pawnee ST A,2018-06-13,11:00,18-00410,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-06-13,16:46,101 N Caraway RD,2018-06-13,16:46,18-00411,Arkansas State University-Main Campus,Found Article/Property
2018-06-14,00:15,Aggie Rd / Marion Berry Pkwy,2018-06-14,00:04,18-00412,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE No Proof of Liability Insurance
2018-06-14,13:51,315 University Loop CIR,2018-06-14,13:21,18-00413,Arkansas State University-Main Campus,Sick or Injured person
2018-06-14,14:00,101 N Caraway RD,2018-06-14,09:00,18-00414,Arkansas State University-Main Campus,University Referral - Weapons
2018-06-14,16:40,217 Olympic DR,2018-06-14,16:40,18-00415,Arkansas State University-Main Campus,Sick or Injured person
2018-06-15,04:03,Alumni Blvd / Uloop / University Loop West,2018-06-14,18:35,18-00416,Arkansas State University-Main Campus,DWI - OPERATION OF VEHICLE DURING DWI LICENSE SUSPENSION OR REVOCATION EXPIRED OR NO TAGS No Proof of Liability Insurance
2018-06-15,04:56,1830 Johnson AVE E,2018-06-15,00:01,18-00417,Arkansas State University-Main Campus,"OBSTRUCTING GOVERNMENTAL OPERATIONS / OBSTRUCTS, IMPAIRS, HINDERS, THE PER OUT OF TOWN WARRANT/ASSIST OUT OF TOWN WARRANT/ASSIST"
2018-06-15,10:38,2720 A ST,2018-06-15,10:38,18-00418,Arkansas State University-Main Campus,Sick or Injured person
2018-06-16,00:08,E Matthews Ave / Marion Berry Pkwy,2018-06-15,23:55,18-00419,Arkansas State University-Main Campus,DWI (UNLAWFUL ACT) SPEEDING
2018-06-17,02:45,Chalky St / N Patrick St,2018-06-17,02:20,18-00420,Arkansas State University-Main Campus,POSSESSION OF FIREARM BY CERTAIN PERSONS THEFT BY RECEIVING DWI (UNLAWFUL ACT) REFUSAL TO SUBMIT DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-06-17,03:28,101 N Caraway RD,2018-06-16,23:45,18-00421,Arkansas State University-Main Campus,Found Article/Property
2018-06-18,06:51,2214 E Johnson AVE,2018-06-18,03:13,18-00422,Arkansas State University-Main Campus,Suspicious Person
2018-06-18,17:55,322 University Loop CIR,2018-06-18,17:55,18-00423,Arkansas State University-Main Campus,University Referral - Harassment
2018-06-19,07:27,111 N Caraway RD,2018-06-18,14:04,18-00424,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT Leaving the Scene of an Accident
2018-06-19,09:03,2605 A ST,2018-06-18,12:10,18-00425,Arkansas State University-Main Campus,PNG Issued on this person for the ASU Campus
2018-06-19,12:42,Aggie Rd / N Patrick St,2018-06-19,12:07,18-00426,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-06-19,18:39,2723 Iroquois ST,2018-06-19,17:15,18-00427,Arkansas State University-Main Campus,"HANDGUNS - POSSESSION BY MINOR OR POSSESSION ON SCHOOL PROPERTY TERRORISTIC THREATENING - 1ST DEGREE / THREATENS PHYSICAL INJURY TO SCHOOL DOMESTIC BATTERING - 3RD DEGREE / PURPOSE OF CAUSING INJURY, CAUSES INJURY INTERFERING WITH EMERGENCY COMMUNICATION 1ST DEGREE PNG Issued on this person for the ASU Campus"
2018-06-21,02:18,2720 A ST,2018-06-21,02:00,18-00428,Arkansas State University-Main Campus,Found Article/Property
2018-06-22,02:14,E Johnson Ave & Hwy 49 Access / E Johnson Ave & Hwy 49 Exit L / Red Wolf Blvd / Stadium Blvd & Hwy 49,2018-06-22,01:00,18-00429,Arkansas State University-Main Campus,DWI (UNLAWFUL ACT) CARELESS AND PROHIBITED DRIVING
2018-06-23,01:38,Eldridge St / Marion Berry Pkwy,2018-06-23,01:17,18-00430,Arkansas State University-Main Campus,DWI - DRUGS (UNLAWFUL ACT) No Proof of Liability Insurance REFUSAL TO SUBMIT DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE STOP SIGNS AND YIELD SIGNS POSSESSION OF SCH VI LT 4OZ POSSESSION OF SCH IV OR V LT 28GM FURNISHING PROHIBITED ARTICLES
2018-06-23,23:28,Johnson Ave / Marion Berry Pkwy,2018-06-23,23:22,18-00431,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-06-24,00:23,Aggie Rd / Marion Berry Pkwy,2018-06-23,23:50,18-00432,Arkansas State University-Main Campus,FAILURE TO REGISTER MOTOR VEHICLE NO DRIVER'S LICENSE No Proof of Liability Insurance POSSESSION OF SCH I OR II LT 2GM POSSESSION OF SCH VI LT 4OZ POSSESSION OF DRUG PARAPHERNALIA OUT OF TOWN WARRANT/ASSIST TAMPER WITH PHYSICAL EVIDENCE- OBSTRUCT PROSECUTION /DEFENSE FELONY
2018-06-25,00:55,800 University Loop East,2018-06-25,00:20,18-00433,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-06-25,07:54,111 N Caraway RD,2018-06-01,17:00,18-00434,Arkansas State University-Main Campus,CRIMINAL MISCHIEF - 1ST DEGREE  PROPERTY OF ANOTHER VALUE $500 OR LESS
2018-06-25,11:59,2713 Pawnee ST A,2018-06-25,11:50,18-00435,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - FROM BUILDING"
2018-06-26,07:40,2515 Danner Building 1 ST,2018-06-26,07:10,18-00436,Arkansas State University-Main Campus,Fire Alarm
2018-06-27,01:53,1809 Aggie RD,2018-06-27,01:45,18-00437,Arkansas State University-Main Campus,PNG Issued on this person for the ASU Campus Suspicious Person
2018-06-27,13:26,2515 Danner Bldg 3 AVE,2018-06-27,12:32,18-00438,Arkansas State University-Main Campus,Fire Alarm
2018-06-27,16:52,E Johnson Ave & St Hwy 91 / N Caraway Rd / S Caraway Rd,2018-06-27,16:10,18-00439,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-06-27,20:59,1115 University Loop East Building #1,2018-06-27,17:20,18-00440,Arkansas State University-Main Campus,University Referral - Harassment
2018-06-27,23:21,Stella Drive,2018-06-27,21:50,18-00441,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST POSSESSION OF SCH VI LT 4OZ TAMPER WITH PHYSICAL EVIDENCE - MISDEMEANOR PNG Issued on this person for the ASU Campus
2018-06-28,02:43,Cherokee ST,2018-06-28,02:30,18-00442,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-06-28,16:24,904 University Loop,2018-06-28,16:24,18-00443,Arkansas State University-Main Campus,Fire Alarm
2018-06-29,19:16,Marion Berry Pkwy / Red Wolf Trail,2018-06-29,19:16,18-00444,Arkansas State University-Main Campus,Sick or Injured person
2018-06-30,04:35,111 N Caraway RD,2018-06-28,22:45,18-00445,Arkansas State University-Main Campus,Suspicious Person
