date_occurred,time_occurred,date_reported,case_number,incident,location,time_reported,university
2013-08-30,NA,2013-08-30,1303453,"Possession ofMarijuana",Wood Street Parking Garage,NA,Texas State University
2013-08-30,NA,2013-09-02,1303513,Burglary of Vehicle,"Bobcat Village CommuterParking Lot",NA,Texas State University
2013-08-30,NA,2013-08-30,1303453,"Possession ofMarijuana",Wood Street Parking Garage,NA,Texas State University
2013-08-30,NA,2013-08-30,1303454,"Theft of DriversLicense",The Tower Hall,NA,Texas State University
2013-08-30,NA,2013-08-30,1303454,"Theft of DriversLicense",The Tower Hall,NA,Texas State University
2013-08-30,NA,2013-08-30,1303455,"Criminal Mischief‐under $500",Moon Street,NA,Texas State University
2013-08-30,NA,2013-08-30,1303479,Theft‐Under $500,Sewell Park,NA,Texas State University
2013-08-30,NA,2013-08-30,1303479,Theft‐Under $500,Sewell Park,NA,Texas State University
2013-08-30,NA,2013-08-30,1303454,Robbery Aggravated,The Tower Hall,NA,Texas State University
2013-08-30,NA,2013-09-03,1303536,Harassment,Texas State University,NA,Texas State University
2013-08-30,NA,2013-08-30,1303453,"Possession ofMarijuana",Wood Street Parking Garage,NA,Texas State University
2013-08-30,NA,2013-08-30,1303452,Warrant Service,Moon Street,NA,Texas State University
2013-08-29,NA,2013-08-29,1303443,Theft‐Under $1500.00,Jowers Center,NA,Texas State University
2013-08-29,NA,2013-09-09,1303830,Harassment,Texas State University,NA,Texas State University
2013-08-28,NA,2013-10-25,1305173,Theft‐Under $1500.00,University Bookstore,NA,Texas State University
2013-08-28,NA,2013-08-28,1303396,"Criminal Mischief‐under $500",San Jacinto Hall,NA,Texas State University
2013-08-28,NA,2013-08-28,1303424,"Graffiti ‐School/HigherEducation","J.C. Kellam AdministrationBuilding",NA,Texas State University
2013-08-28,NA,2013-08-28,1303423,"Criminal Mischief‐under $500",Old Main,NA,Texas State University
2013-08-28,NA,2013-08-28,1303432,"Failure toComply/StrikingUnattended Vehicle",Bobcat Trail,NA,Texas State University
2013-08-27,NA,2013-08-27,1303389,Theft‐Under $1500.00,LBJ Student Center Bus Loop,NA,Texas State University
2013-08-27,NA,2013-08-28,1303430,"Failure toComply/StrikingUnattended Vehicle",San Marcos Hall Parking Garage,NA,Texas State University
2013-08-26,NA,2013-08-26,1303367,"Forgery ‐ Check, CreditCard, and Debit",Parking Services,NA,Texas State University
2013-08-25,NA,2013-08-25,1303342,"Possession ofMarijuana",Arnold Hall,NA,Texas State University
2013-08-25,NA,2013-08-25,1303351,Burglary of Vehicle,Jowers Access,NA,Texas State University
2013-08-24,NA,2013-08-24,1303326,"Possession ofMarijuana",Edward Gary Street,NA,Texas State University
2013-08-23,NA,2013-08-23,1303321,"Possession ofMarijuana",Sterry Hall,NA,Texas State University
2013-08-23,NA,2013-08-23,1303320,"Driving Under theInfluence of Alcohol byMinor",Comanche Street,NA,Texas State University
2013-08-23,NA,2013-08-23,1303301,"Driving Under theInfluence of Alcohol byMinor",Academy Street,NA,Texas State University
2013-08-23,NA,2013-08-23,1303302,Public Intoxication,Bexar Hall Parking Garage,NA,Texas State University
2013-08-23,NA,2013-08-23,1303323,MIP‐Alcohol,Lindsey Street,NA,Texas State University
2013-08-22,NA,2013-08-22,1303298,Theft‐Under $500,Jones Dining Complex,NA,Texas State University
2013-08-22,NA,2013-08-22,1303297,"Driving WhileIntoxicated",Blanco Hall Drive,NA,Texas State University
2013-08-22,NA,2013-08-22,1303290,Harassment,Health Professions Info Center,NA,Texas State University
2013-08-22,NA,2013-08-22,1303279,MIP‐Alcohol,Blanco Hall,NA,Texas State University
2013-08-22,NA,2013-08-22,1303281,"Driving Under theInfluence of Alcohol byMinor",LBJ Street,NA,Texas State University
2013-08-22,NA,2013-08-22,1303299,"Possession ofMarijuana",Craddock Street,NA,Texas State University
2013-08-22,NA,2013-08-22,1303293,"Graffiti ‐School/HigherEducation",Bobcat Village Apartments,NA,Texas State University
2013-08-21,NA,2013-08-21,1303274,"Possession ofMarijuana",Guadalupe Street,NA,Texas State University
2013-08-21,NA,2013-08-21,1303271,Theft‐Under $500,Elliott Hall A,NA,Texas State University
2013-08-21,NA,2013-08-29,1303442,Theft‐Under $1500.00,Derrick Hall,NA,Texas State University
2013-08-21,NA,2013-08-21,1303267,"Criminal Mischief‐under $500",Bobcat Village Parking Lot,NA,Texas State University
2013-08-20,NA,2013-08-20,1303245,"Assault ‐ Causes BodilyInjury",College Inn,NA,Texas State University
2013-08-20,NA,2013-08-29,1303442,"Criminal Mischiefunder $1500",Alkek Library,NA,Texas State University
2013-08-20,NA,2013-08-20,1303250,Theft‐Under $500,Centennial Hall,NA,Texas State University
2013-08-20,NA,2013-08-20,1303256,Theft‐Under $500,Centennial Hall,NA,Texas State University
2013-08-19,NA,2013-08-19,1303235,"Theft‐Under $20,000",Physical Plant,NA,Texas State University
2013-08-19,NA,2013-08-20,1303257,"Failure toComply/StrikingUnattended Vehicle",Peques Commuter Parking Lot,NA,Texas State University
2013-08-19,NA,2013-08-19,1303244,Harassment,Bobcat Village Apartments,NA,Texas State University
2013-08-19,NA,2013-08-19,1303221,MIP‐Alcohol,Bexar Hall Parking Garage,NA,Texas State University
2013-08-18,NA,2013-08-18,1303200,MIP‐Alcohol,Academy Street,NA,Texas State University
2013-08-18,NA,2013-08-18,1303218,"Possession of DrugParaphernalia",Retama Hall,NA,Texas State University
2013-08-18,NA,2013-08-18,1303213,"Failure toComply/StrikingUnattended Vehicle",Blanco Parking Garage,NA,Texas State University
2013-08-18,NA,2013-08-18,1303209,"Criminal Trespass:Property, Building, orAircraft",Sewell Park,NA,Texas State University
2013-08-17,NA,2013-08-17,1303198,MIP‐Alcohol,Bexar Hall Parking Garage,NA,Texas State University
2013-08-17,NA,2013-08-17,1303197,MIP‐Alcohol,Bexar Hall Parking Garage,NA,Texas State University
2013-08-17,NA,2013-08-23,1303315,"Credit Card or DebitCard Abuse",Other,NA,Texas State University
2013-08-17,NA,2013-08-17,1303193,"Failure toComply/StrikingUnattended Vehicle",LBJ Parking Garage,NA,Texas State University
2013-08-16,NA,2013-08-16,1303178,"Failure toComply/StrikingUnattended Vehicle",JCK/Sessom Parking Lot,NA,Texas State University
2013-08-15,NA,2013-08-15,1303174,Warrant Service,Retama Hall,NA,Texas State University
2013-08-15,NA,2013-08-15,1303169,Theft‐Under $500,Student Recreation Center,NA,Texas State University
2013-08-15,NA,2013-08-15,1303167,"Criminal TrespassWarning","University Police Department‐Lobby",NA,Texas State University
2013-08-14,NA,2013-08-14,1303152,"Criminal TrespassWarning",Clear Springs Apts,NA,Texas State University
2013-08-13,NA,2013-08-13,1303147,"Driving While LicenseInvalid",LBJ Street,NA,Texas State University
2013-08-13,NA,2013-08-13,1303145,"Driving While LicenseInvalid",Aquarena Springs Drive,NA,Texas State University
2013-08-12,NA,2013-08-12,1303131,"Failure to Comply ‐Striking RoadwayFixtures","Undergradute AdmissionsCenter",NA,Texas State University
2013-08-11,NA,2013-08-11,1303123,POCS Group 1,Other,NA,Texas State University
2013-08-10,NA,2013-08-10,1303122,"Driving Under theInfluence of Alcohol byMinor",LBJ Street,NA,Texas State University
2013-08-09,NA,2013-08-09,1303107,"Theft of DriversLicense",Canyon Hall,NA,Texas State University
2013-08-09,NA,2013-08-20,1303254,Theft‐Under $500,College Inn,NA,Texas State University
2013-08-08,NA,2013-08-08,1303084,Public Intoxication,Saltgrass Steak House,NA,Texas State University
2013-08-08,NA,2013-08-08,1303099,"Possession of DrugParaphernalia",Freeman Aquatic Biology Bldg,NA,Texas State University
2013-08-07,NA,2013-08-07,1303076,Indecent Exposure,North Street,NA,Texas State University
2013-08-06,NA,2013-08-06,1303059,Harassment,LBJ Student & Visitor Center,NA,Texas State University
2013-08-06,NA,2013-08-06,1303062,"Assault ‐ Causes BodilyInjury","Undergradute AdmissionsCenter",NA,Texas State University
2013-08-05,NA,2013-08-05,1303035,Fire Call,Cogeneration Plant,NA,Texas State University
2013-08-05,NA,2013-08-05,1303041,"Possession ofMarijuana",Bobcat Village Apartments,NA,Texas State University
2013-08-05,NA,2013-08-05,1303029,"Criminal TrespassWarning",Clear Springs Apts,NA,Texas State University
2013-08-05,NA,2013-08-05,1303031,Indecent Exposure,Supple Science Building,NA,Texas State University
2013-08-05,NA,2013-08-05,1303038,Theft‐Under $50,Alkek Library,NA,Texas State University
2013-08-04,NA,2013-08-04,1303023,"Possession ofMarijuana",Sewell Park,NA,Texas State University
2013-08-04,NA,2013-08-04,1303025,"Criminal TrespassWarning",Saltgrass Steak House,NA,Texas State University
2013-08-02,NA,2013-08-02,1302988,Fire Call,Mitte Art Building,NA,Texas State University
2013-08-02,NA,2013-08-02,1302958,"Possession ofMarijuana",Sewell Park,NA,Texas State University
2013-08-02,NA,2013-08-02,1302999,Theft‐Under $50,Sewell Park,NA,Texas State University
2013-08-02,NA,2013-08-03,1303012,Burglary ‐ Habitation,Bobcat Village Apartments,NA,Texas State University
2013-08-02,NA,2013-08-02,1303004,"Graffiti ‐ Loss under$500",Sewell Park,NA,Texas State University
2013-08-01,NA,2013-08-01,1302983,Indecent Exposure,Supple Science Building,NA,Texas State University
2013-08-01,NA,2013-08-21,1303269,Theft‐Under $1500.00,Derrick Hall,NA,Texas State University
2013-08-01,NA,2013-08-01,1302984,Disorderly Conduct,Sewell Park,NA,Texas State University
2013-07-31,NA,2013-07-31,1302971,Warrant Service,Saltgrass Steak House,NA,Texas State University
2013-07-30,NA,2013-07-30,1302957,"Assault ‐ Causes BodilyInjury",The Tower Parking Garage,NA,Texas State University
2013-07-29,NA,2013-07-29,1302950,Reckless Driving,Sewell Park,NA,Texas State University
2013-07-27,NA,2013-07-27,1302919,"Criminal Trespass:Property, Building, orAircraft",Jowers Access,NA,Texas State University
2013-07-27,NA,2013-07-27,1302929,"Criminal Mischiefunder $1500",University Events Center,NA,Texas State University
2013-07-27,NA,2013-07-31,1302961,Theft‐Under $500,Smith Hall 1,NA,Texas State University
2013-07-27,NA,2013-07-27,1302928,Public Intoxication,S. LBJ St.,NA,Texas State University
2013-07-26,NA,2013-07-26,1302917,Theft‐Under $500,University Events Center,NA,Texas State University
2013-07-26,NA,2013-07-26,1302916,Warrant Service,Academy Street,NA,Texas State University
2013-07-26,NA,2013-07-26,1302911,Public Intoxication,Sewell Park,NA,Texas State University
2013-07-25,NA,2013-07-25,1302910,MIP‐Alcohol,Hopkins Street,NA,Texas State University
2013-07-25,NA,2013-08-25,1303493,Theft‐Under $1500.00,RRHEC,NA,Texas State University
2013-07-25,NA,2013-07-25,1302904,Warrant Service,Jowers Parking Lot,NA,Texas State University
2013-07-24,NA,2013-07-24,1302888,Theft‐Under $1500.00,Alkek Library,NA,Texas State University
2013-07-24,NA,2013-07-24,1302894,"Failure toComply/StrikingUnattended Vehicle",Bexar Hall Parking Garage,NA,Texas State University
2013-07-23,NA,2013-07-23,1302882,Warrant Service,Comanche Street,NA,Texas State University
2013-07-23,NA,2013-07-23,1302882,Warrant Service,Comanche Street,NA,Texas State University
2013-07-22,NA,2013-07-22,1302873,"Criminal Trespass:Property, Building, orAircraft",Saltgrass Steak House,NA,Texas State University
2013-07-21,NA,2013-07-21,1302856,"Driving WhileIntoxicated",Aquarena Springs Drive,NA,Texas State University
2013-07-20,NA,2013-07-20,1302854,"Possession ofMarijuana",Jowers Access,NA,Texas State University
2013-07-20,NA,2013-07-20,1302848,"Assault ‐ FamilyViolence",Riverside Apts,NA,Texas State University
2013-07-19,NA,2013-07-19,1302839,"Graffiti ‐School/HigherEducation",Physical Plant,NA,Texas State University
2013-07-18,NA,2013-07-18,1302833,Warrant Service,Wood Street,NA,Texas State University
2013-07-17,NA,2013-07-17,1302823,Theft‐Under $500,Music Bldg,NA,Texas State University
2013-07-15,NA,2013-07-15,1302800,"Failure toComply/StrikingUnattended Vehicle",Peques Street,NA,Texas State University
2013-07-15,NA,2013-07-22,1302865,Theft‐Under $1500.00,University Events Center,NA,Texas State University
2013-07-13,NA,2013-07-13,1302777,POCS Group 1,"Bobcat Village CommuterParking Lot",NA,Texas State University
2013-07-13,NA,2013-07-13,1302782,"Graffiti ‐School/HigherEducation",Derrick Hall,NA,Texas State University
2013-07-10,NA,2013-07-10,1302751,"Criminal Mischief‐under $500",Vista Street,NA,Texas State University
2013-07-10,NA,2013-07-10,1302752,False Alarm,Edward Gary Street,NA,Texas State University
2013-07-09,NA,2013-07-09,1302744,Theft‐Under $1500.00,Student Recreation Center,NA,Texas State University
2013-07-08,NA,2013-07-08,1302737,"Possession of DrugParaphernalia",Arnold Hall B,NA,Texas State University
2013-07-07,NA,2013-07-07,1302711,Public Intoxication,Other,NA,Texas State University
2013-07-07,NA,2013-07-07,1302714,Fire Call,Arnold Hall,NA,Texas State University
2013-07-07,NA,2013-07-07,1302721,"Theft‐Under $20,000",Jowers Access,NA,Texas State University
2013-07-07,NA,2013-07-07,1302713,POCS Group 1,Other,NA,Texas State University
2013-07-07,NA,2013-07-07,1302716,"Driving Under theInfluence of Alcohol byMinor",Hopkins Street,NA,Texas State University
2013-07-05,NA,2013-07-05,1302694,Public Intoxication,Comanche Street,NA,Texas State University
2013-07-05,NA,2013-07-05,1302692,"Possession ofMarijuana",City Park Street,NA,Texas State University
2013-07-05,NA,2013-07-08,1302729,"Burglary: CoinOperated/CollectionMachine",Bobcat Village Apartments,NA,Texas State University
2013-07-04,NA,2013-07-04,1302688,"Possession ofMarijuana",City Park Street,NA,Texas State University
2013-07-04,NA,2013-07-04,1302681,Theft‐Under $50,Riverside Drive,NA,Texas State University
2013-07-04,NA,2013-07-04,1302679,Public Intoxication,Aquarena Springs Drive,NA,Texas State University
2013-07-04,NA,2013-07-04,1302691,Burglary of Vehicle,Bobcat Stadium Parking Lot,NA,Texas State University
2013-07-03,NA,2013-07-20,1302850,Burglary ‐ Habitation,Other,NA,Texas State University
2013-07-02,NA,2013-07-05,1302699,Theft‐Under $500,Lantana Hall,NA,Texas State University
2013-07-02,NA,2013-07-02,1302673,"Criminal Mischief‐under $500",Bobcat Stadium Parking Lot,NA,Texas State University
2013-07-01,NA,2013-09-10,1303860,"Theft‐Under $20,000",Strahan House,NA,Texas State University
2013-07-01,NA,2013-07-01,1302662,"Theft‐Under $20,000",Other,NA,Texas State University
2013-07-01,NA,2013-08-08,1303093,Theft ‐ Asset Control,"J.C. Kellam AdministrationBuilding",NA,Texas State University
2013-07-01,NA,2013-07-01,1302652,Public Intoxication,Aquarena Springs Drive,NA,Texas State University
2013-06-30,NA,2013-06-30,1302654,Public Intoxication,Student Recreation Center,NA,Texas State University
2013-06-30,NA,2013-06-30,1302655,"Driving WhileIntoxicated",Aquarena Springs Drive,NA,Texas State University
2013-06-30,NA,2013-06-30,1302653,Public Intoxication,Hutchison Street,NA,Texas State University
2013-06-30,NA,2013-06-30,1302656,"Criminal Trespass:Property, Building, orAircraft",Alkek Library,NA,Texas State University
2013-06-30,NA,2013-06-30,1302625,Public Intoxication,Charles Austin Drive,NA,Texas State University
2013-06-29,NA,2013-06-29,1302648,"Open Container inMotor Vehicle",Saltgrass Steak House,NA,Texas State University
2013-06-29,NA,2013-06-29,1302642,"Driving WhileIntoxicated",Other,NA,Texas State University
2013-06-29,NA,2013-06-29,1302640,"Open Container inMotor Vehicle",Sewell Park,NA,Texas State University
2013-06-29,NA,2013-07-01,1302664,Theft‐Under $1500.00,Derrick Hall,NA,Texas State University
2013-06-29,NA,2013-06-29,1302643,"Open Container inMotor Vehicle","University Event Center ParkingLot",NA,Texas State University
2013-06-29,NA,2013-06-29,1302641,Public Intoxication,Guadalupe Street,NA,Texas State University
2013-06-28,NA,2013-06-28,1302629,POCS Group 3,Post Road,NA,Texas State University
2013-06-28,NA,2013-06-28,1302629,POCS Group 3,Post Road,NA,Texas State University
2013-06-28,NA,2013-06-28,1302635,Theft‐Under $1500.00,Student Recreation Center,NA,Texas State University
2013-06-27,NA,2013-06-27,1302619,"Graffiti ‐School/HigherEducation",Old Main,NA,Texas State University
2013-06-27,NA,2013-06-27,1302618,POCS Group 2,Wood Street,NA,Texas State University
2013-06-27,NA,2013-06-27,1302621,"Graffiti ‐School/HigherEducation",Freeman Aquatic Biology Bldg,NA,Texas State University
2013-06-27,NA,2013-06-27,1302625,"Criminal TrespassWarning",Clear Springs Apts,NA,Texas State University
2013-06-26,NA,2013-06-26,1302615,"Failure toComply/StrikingUnattended Vehicle",Pleasant Street Parking Garage,NA,Texas State University
2013-06-24,NA,2013-08-05,1303042,"Credit Card or DebitCard Abuse",RRHEC,NA,Texas State University
2013-06-23,NA,2013-06-23,1302587,Warrant Service,Clear Springs Apts,NA,Texas State University
2013-06-23,NA,2013-06-23,1302585,"Consumption AlcoholMinor",Other,NA,Texas State University
2013-06-22,NA,2013-06-22,1302576,Public Intoxication,Comanche Street,NA,Texas State University
2013-06-21,NA,2013-06-21,1302570,"Criminal Trespass of aHabitation",Bobcat Village Apartments,NA,Texas State University
2013-06-21,NA,2013-07-15,1302798,Burglary ‐ Building,Pecos Bldg,NA,Texas State University
2013-06-18,NA,2013-06-18,1302539,Warrant Service,Bobcat Village Apartments,NA,Texas State University
2013-06-17,NA,2013-06-17,1302528,Theft‐Under $500,Education Building,NA,Texas State University
2013-06-17,NA,2013-06-17,1302520,Public Intoxication,University Drive,NA,Texas State University
2013-06-16,NA,2013-06-16,1302517,"Possession of DrugParaphernalia",Saltgrass Steak House,NA,Texas State University
