case_number,date_occurred,date_reported,incident,location,university,time_occurred,time_reported
U19‐06278,2019-02-27,2019-02-27,SOLICITATION CRIMINAL THREAT; UNKN ,45 LOUISIANA,University of Kansas,NA,NA
U19‐06417,2019-02-28,2019-02-28,KU MISCELLANEOUS (INFO),1651 NAISMITH,University of Kansas,NA,NA
U19‐06539,2019-03-01,2019-03-01,CRIMINAL TRESPASS,1632 ENGEL,University of Kansas,NA,NA
U19‐06706,2019-02-19,2019-03-02,THEFT: MISDEMEANOR,1000 SUNNYSIDE,University of Kansas,NA,NA
U19‐06753,2019-03-03,2019-03-03,POSSESSION OF STIMULANT,CAMPUS,University of Kansas,NA,NA
U19‐06753,2019-03-03,2019-03-03,ATTEMPTED POSSESSION OF STIMULAN,CAMPUS,University of Kansas,NA,NA
U19‐06753,2019-03-03,2019-03-03,CONSPIRACY POSSESSION OF STIMULA,CAMPUS,University of Kansas,NA,NA
U19‐06853,2019-03-04,2019-03-04,KU MEDICAL EMERGENCY,1541 LILAC,University of Kansas,NA,NA
U19‐06867,2019-03-04,2019-03-04,KU MISCELLANEOUS (INFO),1501 WAKARUSA,University of Kansas,NA,NA
U19‐06858,2019-03-04,2019-03-04,KU MISCELLANEOUS (INFO),1530 NAISMITH,University of Kansas,NA,NA
U19‐06891,2019-03-04,2019-03-04,KU WARRANT SERVICE(USE KSAR),1891 CONSTANT,University of Kansas,NA,NA
U19‐06889,2019-02-26,2019-03-04,KU MISCELLANEOUS (INFO),1450 JAYHAWK,University of Kansas,NA,NA
U19‐06933,2019-02-28,2019-03-05,KU MISCELLANEOUS (INFO),1440 JAYHAWK,University of Kansas,NA,NA
U19‐06897,2019-03-04,2019-03-04,KU MISCELLANEOUS (INFO),1301 HOCH AUDITORIA,University of Kansas,NA,NA
U19‐06934,2019-02-26,2019-03-05,KU MISCELLANEOUS (INFO),1440 JAYHAWK,University of Kansas,NA,NA
U19‐06993,2019-03-05,2019-03-05,KU MISCELLANEOUS (INFO),1603 15TH,University of Kansas,NA,NA
U19‐07003,2019-03-05,2019-03-05,THEFT: MISDEMEANOR,1567 IRVING HILL,University of Kansas,NA,NA
U19‐07082,2019-03-06,2019-03-06,KU MEDICAL EMERGENCY,1301 JAYHAWK,University of Kansas,NA,NA
U19‐07161,2019-03-07,2019-03-07,KU MISCELLANEOUS (INFO),500 WEST 11TH,University of Kansas,NA,NA
U19‐06955,2019-03-05,2019-03-05,KU MEDICAL EMERGENCY,1734 ENGEL,University of Kansas,NA,NA
U19‐07000,2019-03-05,2019-03-05,POSSESSION OF MARIJUANA AND THC ,20 ENGEL,University of Kansas,NA,NA
U19‐07162,2019-03-07,2019-03-07,POSSESSION OF MARIJUANA AND THC ,17 18TH,University of Kansas,NA,NA
U19‐07154,2019-03-07,2019-03-07,POSSESSION OF MARIJUANA AND THC ,32 ENGEL,University of Kansas,NA,NA
U19‐07262,2019-03-08,2019-03-08,KU MISCELLANEOUS (INFO),1647 NAISMITH,University of Kansas,NA,NA
U19‐06981,2019-03-04,2019-03-05,KU MISCELLANEOUS (INFO),1603 15TH,University of Kansas,NA,NA
U19‐06902,2019-03-04,2019-03-04,KU MISCELLANEOUS (INFO),1301 JAYHAWK,University of Kansas,NA,NA
U19‐07133,2019-03-07,2019-03-07,KU MISCELLANEOUS (INFO),1425 JAYHAWK,University of Kansas,NA,NA
U19‐07153,2019-03-06,2019-03-07,THEFT: MISDEMEANOR,2029 BECKER,University of Kansas,NA,NA
U19‐07155,2019-03-06,2019-03-07,KU MISCELLANEOUS (INFO),1815 NAISMITH,University of Kansas,NA,NA
U19‐07164,2019-03-07,2019-03-07,POSSESSION OF MARIJUANA AND THC,500 WEST 11TH,University of Kansas,NA,NA
U19‐07236,2019-03-08,2019-03-08,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U19‐07270,2019-03-08,2019-03-08,KU MISCELLANEOUS (INFO),1465 JAYHAWK,University of Kansas,NA,NA
U19‐07284,2019-03-08,2019-03-08,KU MEDICAL EMERGENCY,1404 ALUMNI,University of Kansas,NA,NA
U19‐07322,2019-03-09,2019-03-09,KU MEDICAL EMERGENCY,500 WEST 11TH,University of Kansas,NA,NA
U19‐07390,2019-03-09,2019-03-09,KU MISCELLANEOUS (INFO),1517 18TH,University of Kansas,NA,NA
U19‐07468,2019-03-10,2019-03-10,CRIMINAL DAMAGE TO PROPERTY: MIS ,26 ALUMNI,University of Kansas,NA,NA
U19‐07365,2019-03-09,2019-03-09,KU MEDICAL EMERGENCY,1301 SUNNYSIDE,University of Kansas,NA,NA
U19‐07445,2019-03-10,2019-03-10,ATTEMPT TO ELUDE (ARREST),23,University of Kansas,NA,NA
U19‐07555,2019-03-08,2019-03-11,CRIMINAL DAMAGE TO PROPERTY: MIS ,67 JAYHAWK,University of Kansas,NA,NA
U19‐07482,2019-03-10,2019-03-10,KU OTHER AGENCY ASSIST,DOVER,University of Kansas,NA,NA
U19‐07670,2019-03-12,2019-03-12,KU WARRANT SERVICE(USE KSAR),BOB BILLINGS,University of Kansas,NA,NA
U19‐08239,2019-03-18,2019-03-18,KU WARRANT SERVICE(USE KSAR),JAYHAWK,University of Kansas,NA,NA
U19‐07705,2019-03-12,2019-03-12,KU MISCELLANEOUS (INFO),1460 JAYHAWK,University of Kansas,NA,NA
U19‐07773,2019-03-13,2019-03-13,KU MEDICAL EMERGENCY,1505 SUNFLOWER,University of Kansas,NA,NA
U19‐07778,2019-03-13,2019-03-13,KU MISCELLANEOUS (INFO),1261 OREAD,University of Kansas,NA,NA
U19‐08002,2019-03-15,2019-03-15,KU MISCELLANEOUS (INFO),1425 JAYHAWK,University of Kansas,NA,NA
U19‐08279,2019-03-18,2019-03-18,KU MEDICAL EMERGENCY,1603 15TH,University of Kansas,NA,NA
U19‐08293,2019-03-18,2019-03-18,KU MISCELLANEOUS (INFO),420 11TH,University of Kansas,NA,NA
U19‐08283,2019-03-15,2019-03-18,DISORDERLY CONDUCT,1835 OUSDAHL,University of Kansas,NA,NA
U19‐08648,2019-03-21,2019-03-21,KU MISCELLANEOUS (INFO),1246 JRP,University of Kansas,NA,NA
U19‐08778,2019-03-22,2019-03-22,POSSESSION OF MARIJUANA AND THC ,15 ENGEL,University of Kansas,NA,NA
U19‐09114,2019-03-25,2019-03-25,KU MENTAL,1620 ENGEL,University of Kansas,NA,NA
U19‐09101,2019-03-25,2019-03-25,KU ANIMALS,500 WEST 11TH,University of Kansas,NA,NA
U19‐09109,2019-03-25,2019-03-25,KU MISCELLANEOUS (INFO),1532 LILAC,University of Kansas,NA,NA
U19‐08638,2019-03-21,NA,MEDICAL EMERGENCY,1567 IRVING HILL,University of Kansas,NA,NA
U19‐08731,2019-03-22,2019-03-22,CRIMINAL DAMAGE TO PROPERTY: MIS,500 11TH,University of Kansas,NA,NA
U19‐08744,2019-03-19,2019-03-22,KU MISCELLANEOUS (INFO),1532 LILAC,University of Kansas,NA,NA
U19‐08823,2019-03-23,2019-03-23,KU MENTAL,1620 ENGEL,University of Kansas,NA,NA
U19‐09242,2019-03-23,2019-03-26,KU MISCELLANEOUS (INFO),1530 ENGEL,University of Kansas,NA,NA
U19‐09340,2019-03-27,2019-03-27,KU MENTAL,1620 ENGEL,University of Kansas,NA,NA
U19‐08867,2019-03-23,2019-03-23,KU MISCELLANEOUS (INFO),1532 LILAC,University of Kansas,NA,NA
U19‐09002,2019-03-24,2019-03-24,KU ATTEMPTED SUICIDE,1603 15TH,University of Kansas,NA,NA
U19‐09351,2019-03-27,2019-03-27,KU WARRANT SERVICE(USE KSAR),1450 MEMORIAL,University of Kansas,NA,NA
U19‐09403,2019-03-28,2019-03-28,BATTERY,1345 LOUISIANA,University of Kansas,NA,NA
U19‐09840,2019-03-31,2019-03-31,POSSESSION OF MARIJUANA AND THC,1800 ENGEL,University of Kansas,NA,NA
U19‐09926,2019-03-31,2019-04-01,BATTERY,1536 15TH,University of Kansas,NA,NA
U19‐09147,2019-03-25,2019-03-25,POSSESSION OF DRUG PARAPHERNALIA ,34 ENGEL,University of Kansas,NA,NA
U19‐09441,2019-03-28,2019-03-28,KU MEDICAL EMERGENCY,2385 IRVING HILL,University of Kansas,NA,NA
U19‐09609,2019-03-29,2019-03-29,POSSESSION OF MARIJUANA AND THC,1515 ENGEL,University of Kansas,NA,NA
U19‐09597,2019-03-29,2019-03-29,KU MENTAL,1815 NAISMITH,University of Kansas,NA,NA
U19‐09608,2019-03-29,2019-03-29,KU MEDICAL EMERGENCY,1426 ALUMNI,University of Kansas,NA,NA
U19‐09644,2019-03-30,2019-03-30,POSSESSION OF FAKE DL,NAISMITH,University of Kansas,NA,NA
U19‐09392,2019-03-28,2019-03-28,KU MISCELLANEOUS (INFO),1620 ENGEL,University of Kansas,NA,NA
U19‐09344,2019-03-27,2019-03-27,KU MEDICAL EMERGENCY,1654 NAISMITH,University of Kansas,NA,NA
U19‐09549,2019-02-01,2019-03-29,ATTEMPTED AGGRAVATED ARSON; SUB,1517 18TH,University of Kansas,NA,NA
U19‐09549,2019-02-01,2019-03-29,CONSPIRACY AGGRAVATED ARSON; SUB,1517 18TH,University of Kansas,NA,NA
U19‐09549,2019-02-01,2019-03-29,SOLICITATION AGGRAVATED ARSON; SU,1517 18TH,University of Kansas,NA,NA
U19‐09549,2019-02-01,2019-03-29,AGGRAVATED ARSON; SUBSTANTIAL RIS,1517 18TH,University of Kansas,NA,NA
U19‐10020,2019-04-02,2019-04-02,KU MEDICAL EMERGENCY,1603 15TH,University of Kansas,NA,NA
U19‐10023,2019-03-19,2019-04-02,CRIMINAL DAMAGE TO PROPERTY: MIS,1505 WESTBROOKE,University of Kansas,NA,NA
U19‐10282,2019-04-04,2019-04-04,DUTY OF DRIVER TO REPORT ACCIDENT ,00 NAISMITH,University of Kansas,NA,NA
U19‐09426,2019-03-28,2019-03-28,KU MISCELLANEOUS (INFO),1620 ENGEL,University of Kansas,NA,NA
U19‐09741,2019-03-31,2019-03-31,KU MEDICAL EMERGENCY,500 WEST 11TH,University of Kansas,NA,NA
U19‐09897,2019-04-01,2019-04-01,KU MEDICAL EMERGENCY,1450 JAYHAWK,University of Kansas,NA,NA
U19‐10047,2019-04-02,2019-04-02,KU MISCELLANEOUS (INFO),1000 SUNNYSIDE,University of Kansas,NA,NA
U19‐10254,2019-04-04,2019-04-04,KU MEDICAL EMERGENCY,1445 JAYHAWK,University of Kansas,NA,NA
U19‐10412,2019-04-05,2019-04-05,ATTEMPT TO FLEE OR ATTEMPT TO ELU,NAISMITH,University of Kansas,NA,NA
U19‐11753,2019-04-17,2019-04-17,THEFT: MISDEMEANOR,500 11TH,University of Kansas,NA,NA
U19‐12254,2019-04-08,2019-04-22,KU MISCELLANEOUS (INFO),1815 NAISMITH,University of Kansas,NA,NA
U19‐12261,2019-04-22,2019-04-22,DUTY OF DRIVER TO REPORT ACCIDENT,1200 SCHWEGLER,University of Kansas,NA,NA
U19‐12474,2019-04-18,2019-04-24,DUTY OF DRIVER TO REPORT ACCIDENT,1800 NAISMITH,University of Kansas,NA,NA
U19‐12484,2019-04-24,2019-04-24,CRIMINAL DAMAGE TO PROPERTY; WIT,1251 WESCOE HALL,University of Kansas,NA,NA
U19‐12503,2019-04-22,2019-04-24,BURGLARY; UNKNOWN CIRCUMSTANCE ,0 11TH,University of Kansas,NA,NA
U19‐12503,2019-04-22,2019-04-24,ATTEMPTED BURGLARY; UNKNOWN CIR ,0 11TH,University of Kansas,NA,NA
U19‐12503,2019-04-22,2019-04-24,CONSPIRACY BURGLARY; UNKNOWN CI ,0 11TH,University of Kansas,NA,NA
U19‐12503,2019-04-22,2019-04-24,SOLICITATION BURGLARY; UNKNOWN C ,0 11TH,University of Kansas,NA,NA
U19‐11792,2019-04-18,2019-04-18,DOMESTIC BATTERY; UNKNOWN CIRCU ,17 18TH,University of Kansas,NA,NA
U19‐11776,2019-04-18,2019-04-18,KU MEDICAL EMERGENCY,420 11TH,University of Kansas,NA,NA
U19‐11829,2019-04-17,2019-04-18,THEFT: MISDEMEANOR,1246 WEST CAMPUS,University of Kansas,NA,NA
U19‐11834,2019-04-18,2019-04-18,KU MISCELLANEOUS (INFO),1565 IRVING HILL,University of Kansas,NA,NA
U19‐11839,2019-04-18,2019-04-18,KU INVESTIGATIVE,1455 JAYHAWK,University of Kansas,NA,NA
U19‐11936,2019-04-19,2019-04-19,KU MISCELLANEOUS (INFO),1405 JAYHAWK,University of Kansas,NA,NA
U19‐12023,2019-04-20,2019-04-20,KU MENTAL,500 11TH,University of Kansas,NA,NA
U19‐12080,2019-04-20,2019-04-20,POSSESSION OF MARIJUANA AND THC ,03 15TH,University of Kansas,NA,NA
U19‐12770,2019-04-27,2019-04-27,KU MISCELLANEOUS (INFO),1835 OUSDAHL,University of Kansas,NA,NA
U19‐12906,2019-04-27,2019-04-28,CRIMINAL DAMAGE TO PROPERTY: MIS,1320 JAYHAWK,University of Kansas,NA,NA
U19‐12758,2019-04-26,2019-04-26,MIP: CMB‐ALCOHOL,1200 OREAD,University of Kansas,NA,NA
U19‐12751,2019-04-26,2019-04-26,MIP: CMB‐ALCOHOL,701 9TH,University of Kansas,NA,NA
U19‐31130,2019-09-17,2019-10-08,THEFT: MISDEMEANOR,1530 ENGEL,University of Kansas,NA,NA
U19‐31178,2019-10-07,2019-10-08,CRIMINAL DAMAGE TO PROPERTY: MIS ,45 JAYHAWK,University of Kansas,NA,NA
U19‐30584,2019-10-03,2019-10-04,CRIMINAL DAMAGE TO PROPERTY: MIS ,0 WEST 11TH,University of Kansas,NA,NA
U19‐31296,2019-10-09,2019-10-09,KU MEDICAL EMERGENCY,1603 15TH,University of Kansas,NA,NA
U19‐31371,2019-10-10,2019-10-10,KU MEDICAL EMERGENCY,1600 BLOCK OF ENGEL,University of Kansas,NA,NA
U19‐31373,2019-09-19,2019-10-10,KU MISCELLANEOUS (INFO),1654 NAISMITH,University of Kansas,NA,NA
U19‐31442,2019-10-11,2019-10-11,KU MEDICAL EMERGENCY,1620 ENGEL,University of Kansas,NA,NA
U19‐31502,2019-10-11,2019-10-11,DUTY OF DRIVER TO REPORT ACCIDENT,1631 OUSDAHL,University of Kansas,NA,NA
U19‐31638,2019-10-12,2019-10-12,KU MENTAL,1620 ENGEL,University of Kansas,NA,NA
U19‐32013,2019-10-16,2019-10-16,POSSESSION OF MARIJUANA AND THC ,0 WEST 11TH,University of Kansas,NA,NA
U19‐32082,2019-10-16,2019-10-16,DISORDERLY CONDUCT; FIGHTING WOR ,45 CAMPUS,University of Kansas,NA,NA
U19‐31372,2019-10-03,2019-10-10,KU MISCELLANEOUS (INFO),1530 NAISMITH,University of Kansas,NA,NA
U19‐32091,2019-10-17,2019-10-17,KU MEDICAL EMERGENCY,1603 15TH,University of Kansas,NA,NA
U19‐32212,2019-10-18,2019-10-18,FALSE ALARM ‐ GIVING A,1517 18TH,University of Kansas,NA,NA
U19‐32199,2019-10-17,2019-10-17,KU MENTAL,1318 LOUISIANA,University of Kansas,NA,NA
U19‐32262,2019-10-18,2019-10-18,KU MISCELLANEOUS (INFO),1652 OUSDAHL,University of Kansas,NA,NA
U19‐32009,2019-10-16,2019-10-16,KU ACCIDENT (VEHICLE) ‐ NON REPORTA ,20 15TH,University of Kansas,NA,NA
U19‐31388,2019-10-10,2019-10-10,DUTY OF DRIVER TO REPORT ACCIDENT ,00 NAISMITH,University of Kansas,NA,NA
U19‐31925,2019-10-15,2019-10-15,KU MENTAL,1632 ENGEL,University of Kansas,NA,NA
U19‐32168,2019-10-01,2019-10-17,DAMAGE BY GRAFFITI,1323 OHIO,University of Kansas,NA,NA
U19‐32272,2019-10-17,2019-10-18,CRIMINAL DAMAGE TO PROPERTY: MIS,1443 ALUMNI,University of Kansas,NA,NA
U19‐32289,2019-10-18,2019-10-18,POSSESSION OF MARIJUANA AND THC ,32 ENGEL,University of Kansas,NA,NA
U19‐32612,2019-10-21,2019-10-21,KU MISCELLANEOUS (INFO),1501 IRVING HILL,University of Kansas,NA,NA
U19‐13072,2019-01-15,2019-04-30,KU MISCELLANEOUS (INFO),1425 JAYHAWK,University of Kansas,NA,NA
U19‐13075,2019-04-26,2019-04-30,KU MISCELLANEOUS (INFO),1301 JAYHAWK,University of Kansas,NA,NA
U19‐13175,2019-04-23,2019-05-01,DUTY OF DRIVER TO REPORT ACCIDENT ,17 18TH,University of Kansas,NA,NA
U19‐13505,2019-05-04,2019-05-04,KU MISCELLANEOUS (INFO),1425 ALUMNI,University of Kansas,NA,NA
U19‐13541,2019-05-04,2019-05-04,FALSE ALARM ‐ GIVING A,420 11TH,University of Kansas,NA,NA
U19‐13043,2019-04-30,2019-04-30,KU MENTAL,1835 OUSDAHL,University of Kansas,NA,NA
U19‐13074,2019-04-30,2019-04-30,THEFT: MISDEMEANOR,1425 ALUMNI,University of Kansas,NA,NA
U19‐13550,2019-05-03,2019-05-04,CRIMINAL DAMAGE TO PROPERTY: MIS ,0 11TH,University of Kansas,NA,NA
U19‐13574,2019-05-04,2019-05-04,KU LOST/FOUND PROPERTY,1603 15TH,University of Kansas,NA,NA
U19‐13617,2019-05-05,2019-05-05,KU MEDICAL EMERGENCY,1517 18TH,University of Kansas,NA,NA
U19‐13643,2019-05-05,2019-05-05,KU MISCELLANEOUS (INFO),500 WEST 11TH,University of Kansas,NA,NA
U19‐13189,2019-04-30,2019-05-01,KU LOST/FOUND PROPERTY,1101 MISSISSIPPI,University of Kansas,NA,NA
U19‐13364,2019-05-02,2019-05-03,THEFT: MISDEMEANOR,1465 JAYHAWK,University of Kansas,NA,NA
U19‐13491,2019-05-04,2019-05-04,KU MEDICAL EMERGENCY,1425 ALUMNI,University of Kansas,NA,NA
U19‐13660,2019-05-03,2019-05-05,THEFT: MISDEMEANOR,1734 ENGEL,University of Kansas,NA,NA
U19‐13756,2019-05-06,2019-05-06,THEFT: MISDEMEANOR,420 11TH,University of Kansas,NA,NA
U19‐13935,2019-05-08,2019-05-08,KU MEDICAL EMERGENCY,1465 JAYHAWK,University of Kansas,NA,NA
U19‐13180,2019-04-26,2019-05-01,AGGRAVATED ASSAULT,1502 IOWA,University of Kansas,NA,NA
U19‐13425,2019-05-03,2019-05-03,KU MEDICAL EMERGENCY,1600 STEWART,University of Kansas,NA,NA
U19‐13481,2019-05-03,2019-05-03,POSSESSION OF MARIJUANA AND THC ,35 OUSDAHL,University of Kansas,NA,NA
U19‐13896,2019-05-07,2019-05-07,DUTY OF DRIVER TO REPORT ACCIDENT ,01 MISSISSIPPI,University of Kansas,NA,NA
U19‐13964,2019-05-07,2019-05-08,KU MISCELLANEOUS (INFO),1465 JAYHAWK,University of Kansas,NA,NA
U19‐13986,2019-05-07,2019-05-08,THEFT: MISDEMEANOR,SUMMERFIELD HALL,University of Kansas,NA,NA
U19‐13555,2019-05-02,2019-05-04,CRIMINAL DAMAGE TO PROPERTY: MIS,500 11TH,University of Kansas,NA,NA
U19‐13789,2019-05-05,2019-05-06,CRIMINAL DAMAGE TO PROPERTY: MIS,1734 ENGEL,University of Kansas,NA,NA
U19‐14155,2019-05-10,2019-05-10,KU MEDICAL EMERGENCY,420 11TH,University of Kansas,NA,NA
U19‐14041,2019-05-09,2019-05-09,KU MEDICAL EMERGENCY,1345 LOUISIANA,University of Kansas,NA,NA
U19‐14094,2019-05-09,2019-05-09,THEFT: MISDEMEANOR,1620 ENGEL,University of Kansas,NA,NA
U19‐14104,2019-05-09,2019-05-09,KU MISCELLANEOUS (INFO),1122 WEST CAMPUS,University of Kansas,NA,NA
U19‐13916,2019-05-06,2019-05-07,"Burglary; Vehicle to commit felony, the ",0 11TH,University of Kansas,NA,NA
U19‐14241,2019-05-10,2019-05-10,KU MISCELLANEOUS (INFO),NAISMITH,University of Kansas,NA,NA
U19‐14266,2019-05-10,2019-05-10,MIP: CMB‐ALCOHOL,701 9TH,University of Kansas,NA,NA
U19‐14284,2019-05-10,2019-05-10,MIP: CMB‐ALCOHOL,1320 OHIO,University of Kansas,NA,NA
U19‐14411,2019-05-12,2019-05-12,POSSESSION OF MARIJUANA AND THC ,0 11TH,University of Kansas,NA,NA
U19‐14508,2019-05-13,2019-05-13,KU DEATH INVEST‐NATURAL,1300 JAYHAWK,University of Kansas,NA,NA
U19‐13993,2019-05-07,2019-05-08,THEFT: MISDEMEANOR,1836 OUSDAHL,University of Kansas,NA,NA
U19‐14117,2019-05-09,2019-05-09,FALSE ALARM ‐ GIVING A,1515 ENGEL,University of Kansas,NA,NA
U19‐14194,2019-05-10,2019-05-10,KU MEDICAL EMERGENCY,1301 HOCH AUDITORIA,University of Kansas,NA,NA
U19‐14291,2019-05-10,2019-05-10,MIP: CMB‐ALCOHOL,1344 TENNESSEE,University of Kansas,NA,NA
U19‐14436,2019-05-10,2019-05-12,KU MISCELLANEOUS (INFO),1122 WEST CAMPUS,University of Kansas,NA,NA
U19‐14490,2019-04-20,2019-05-13,THEFT: MISDEMEANOR,420 11TH,University of Kansas,NA,NA
U19‐14474,2019-05-13,2019-05-13,KU MEDICAL EMERGENCY,1517 18TH,University of Kansas,NA,NA
U19‐14506,2019-05-13,2019-05-13,KU MEDICAL EMERGENCY,1445 JAYHAWK,University of Kansas,NA,NA
U19‐14513,2019-05-13,2019-05-13,KU MEDICAL EMERGENCY,1740 WATKINS CENTER,University of Kansas,NA,NA
U19‐14521,2019-05-13,2019-05-13,KU MEDICAL EMERGENCY,1530 ENGEL,University of Kansas,NA,NA
U19‐14546,2019-05-14,2019-05-14,KU MISCELLANEOUS (INFO),1405 JAYHAWK,University of Kansas,NA,NA
U19‐14562,2019-05-14,2019-05-14,KU MISCELLANEOUS (INFO),1301 HOCH AUDITORIA,University of Kansas,NA,NA
U19‐14282,2019-05-10,2019-05-10,MIP: CMB‐ALCOHOL,1340 OHIO,University of Kansas,NA,NA
U19‐14283,2019-05-10,2019-05-10,MIP: CMB‐ALCOHOL,1340 OHIO,University of Kansas,NA,NA
U19‐16171,2019-05-29,2019-05-29,THEFT OF PROPERTY OR SERVICES; VALU,IRVING HILL,University of Kansas,NA,NA
U19‐16171,2019-05-29,2019-05-29,THEFT OF PROPERTY OR SERVICES; VALU,IRVING HILL,University of Kansas,NA,NA
U19‐14731,2019-05-14,2019-05-15,CRIMINAL DAMAGE TO PROPERTY: MIS ,00 ENGEL,University of Kansas,NA,NA
U19‐14808,2019-05-15,2019-05-16,DISORDERLY CONDUCT,1835 OUSDAHL,University of Kansas,NA,NA
U19‐14296,2019-05-10,2019-05-10,POSSESSION OF FALSE DL,1344 TENNESSEE,University of Kansas,NA,NA
U19‐14299,2019-05-10,2019-05-10,POSSESSION OF FAKE DL,1324 TENESSEE,University of Kansas,NA,NA
U19‐14600,2019-05-01,2019-05-14,CRIMINAL DAMAGE TO PROPERTY: MIS ,00 LOUISIANA,University of Kansas,NA,NA
U19‐14496,2019-05-13,2019-05-13,KU MISCELLANEOUS (INFO),1251 WESCOE HALL,University of Kansas,NA,NA
U19‐14286,2019-05-10,2019-05-10,MIP: CMB‐ALCOHOL,1340 OHIO,University of Kansas,NA,NA
U19‐14507,2019-05-13,2019-05-13,BURGLARY; DWELLING TO COMMIT FEL ,32 ENGEL,University of Kansas,NA,NA
U19‐14708,2019-05-15,2019-05-15,POSSESSION OF MARIJUANA AND THC ,35 OUSDAHL,University of Kansas,NA,NA
U19‐16409,2019-05-31,2019-05-31,KU MISCELLANEOUS (INFO),1405 JAYHAWK,University of Kansas,NA,NA
U19‐15066,2019-05-18,2019-05-18,KU MEDICAL EMERGENCY,1600 STEWART,University of Kansas,NA,NA
U19‐15123,2019-05-19,2019-05-19,KU MEDICAL EMERGENCY,1146 FAMBROUGH,University of Kansas,NA,NA
U19‐15125,2019-05-19,2019-05-19,KU MEDICAL EMERGENCY,1450 MEMORIAL,University of Kansas,NA,NA
U19‐14589,2019-05-14,2019-05-14,KU MEDICAL EMERGENCY,1460 JAYHAWK,University of Kansas,NA,NA
U19‐14294,2019-05-10,2019-05-10,MIP: CMB‐ALCOHOL,1344 TENNESSEE,University of Kansas,NA,NA
U19‐14682,2019-05-14,2019-05-15,AGGRAVATED BATTERY; UNKNOWN CIR ,35 OUSDAHL,University of Kansas,NA,NA
U19‐16485,2019-06-01,2019-06-01,POSSESSION OF MARIJUANA AND THC,1450 JAYHAWK,University of Kansas,NA,NA
U19‐14943,2019-05-03,2019-05-17,THEFT: MISDEMEANOR,1835 OUSDAHL,University of Kansas,NA,NA
U19‐16486,2019-06-01,2019-06-01,DUI (ARREST),1600 15TH,University of Kansas,NA,NA
U19‐16753,2019-05-21,2019-06-03,THEFT: MISDEMEANOR,1122 WEST CAMPUS,University of Kansas,NA,NA
U19‐14874,2019-05-16,2019-05-16,KU MEDICAL EMERGENCY,1515 18TH,University of Kansas,NA,NA
U19‐15161,2019-05-19,2019-05-19,KU WELFARE CHECK,1603 15TH,University of Kansas,NA,NA
U19‐15127,2019-05-19,2019-05-19,KU MEDICAL EMERGENCY,1450 MEMORIAL,University of Kansas,NA,NA
U19‐15467,2019-05-20,2019-05-22,"THEFT BY DECEPTION; VALUE $1,",0 TO 1632 ENGEL,University of Kansas,NA,NA
U19‐15541,2019-05-23,2019-05-23,KU ACCIDENT (NON‐VEHICULAR),1001 SUNNYSIDE,University of Kansas,NA,NA
U19‐15584,2019-05-23,2019-05-23,KU WARRANT SERVICE(USE KSAR),SCHWEGLER,University of Kansas,NA,NA
U19‐16305,2019-05-30,2019-05-30,KU MEDICAL EMERGENCY,1735 WESTBROOKE,University of Kansas,NA,NA
U19‐16971,2019-06-05,2019-06-05,KU ACCIDENT (NON‐VEHICULAR),ALUMNI,University of Kansas,NA,NA
U19‐16987,2019-06-05,2019-06-05,KU MISCELLANEOUS (INFO),1651 NAISMITH,University of Kansas,NA,NA
U19‐17606,2019-06-11,2019-06-11,KU WARRANT SERVICE(USE KSAR),CONSTANT,University of Kansas,NA,NA
U19‐17633,2019-06-11,2019-06-11,KU WARRANT SERVICE(USE KSAR),1301 MISSISSIPPI,University of Kansas,NA,NA
U19‐16634,2019-05-29,2019-06-02,DUTY OF DRIVER TO REPORT ACCIDENT ,03 15TH,University of Kansas,NA,NA
U19‐16887,2019-05-21,2019-06-04,"STALKING; MISD, FELONY OR UNKNOW",1216 LOUISIANA,University of Kansas,NA,NA
U19‐17845,2019-06-13,2019-06-13,DUTY OF DRIVER TO REPORT ACCIDENT,1300 LOUISIANA,University of Kansas,NA,NA
U19‐17949,2019-06-13,2019-06-14,THEFT: MISDEMEANOR,1567 IRVING HILL,University of Kansas,NA,NA
U19‐18248,2019-06-17,2019-06-17,KU MEDICAL EMERGENCY,1301 JAYHAWK,University of Kansas,NA,NA
U19‐18267,2019-06-16,2019-06-17,KU LOST/FOUND PROPERTY,1450 JAYHAWK,University of Kansas,NA,NA
U19‐16757,2019-05-27,2019-06-03,THEFT: MISDEMEANOR,1603 15TH,University of Kansas,NA,NA
U19‐17408,2019-06-09,2019-06-09,KU MEDICAL EMERGENCY,1545 ALLEN FIELDHOUSE SE,University of Kansas,NA,NA
U19‐18128,2019-06-16,2019-06-16,TAIL LIGHT DEFECTIVE,IRVING HILL,University of Kansas,NA,NA
U19‐18152,2019-06-16,2019-06-16,CRIMINAL DAMAGE TO PROPERTY: MIS ,61 OREAD,University of Kansas,NA,NA
U19‐18381,2019-06-18,2019-06-18,DUTY OF DRIVER TO REPORT ACCIDENT,1815 NAISMITH,University of Kansas,NA,NA
U19‐18544,2019-06-19,2019-06-20,KU MISCELLANEOUS (INFO),1450 JAYHAWK,University of Kansas,NA,NA
U19‐16970,2019-06-04,2019-06-05,BREACH OF PRIVACY; INTERCEPT MESSA ,50 JAYHAWK,University of Kansas,NA,NA
