incident,case_number,time_reported,date_reported,location,university,time_occurred,date_occurred
Assist Other Agency-General,18-04198,17:09,2018-11-17,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Defiant Trespass,18-04200,23:11,2018-11-17,"FORBES AVE 3900 / 3900 BLOCK FORBES AVE, PITTABURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
"Buying, Consume While Underage",18-04204,02:51,2018-11-18,"LITCHFIELD TOWER A / 3955 FORBES AVE, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft / Lost / Mislaid,18-04208,11:15,2018-11-18,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Defiant Trespass,18-04210,23:13,2018-11-18,"FORBES AVE 3900 / 3900 BLOCK FORBES AVE, PITTABURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft from a Motor Vehicle,18-04211,08:14,2018-11-19,NA,University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Liquor Law Violation,NA,09:12,2018-11-19,"PSB / PUBLIC SAFETY BLDG / 3412 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,18-04219,15:55,2018-11-19,"FORBES AVE 3900 / 3900 BLOCK FORBES AVE, PITTABURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Liquor Law Violation,18-04222,00:11,2018-11-20,"NORDENBERG HALL / 111 UNIVERSITY PL, PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Drug Violation,NA,08:07,2018-11-20,"PSB / PUBLIC SAFETY BLDG / 3412 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Sex Offense,NA,08:12,2018-11-20,"PSB / PUBLIC SAFETY BLDG / 3412 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Burglary,NA,08:17,2018-11-20,"PSB / PUBLIC SAFETY BLDG / 3412 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Liquor Law Violation,NA,08:21,2018-11-20,"PSB / PUBLIC SAFETY BLDG / 3412 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,18-04224,09:00,2018-11-20,SCAIFE HALL / 3550 TERRACE ST,University of Pittsburgh-Pittsburgh Campus,NA,NA
Recklessly Endanger Another Person,18-04231,15:36,2018-11-20,"FORBES AVE 3600 / 3600 BLOCK FORBES AVE, PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Begging,18-04232,16:09,2018-11-20,"200 BLOCK ATWOOD / 200-300 ATWOOD ST, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Stalking,18-04236,09:47,2018-11-21,"PSB / PUBLIC SAFETY BLDG / 3412 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Sex Offense,18-04237,09:51,2018-11-21,"PSB / PUBLIC SAFETY BLDG / 3412 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-Robbery,18-04246,02:31,2018-11-22,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-Assault,18-04266,05:46,2018-11-25,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
DUI Driving Under the Influence,18-04273,01:27,2018-11-26,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Simple Assault Domestic Violence,18-04276,08:49,2018-11-26,"BOULEVARD OF THE ALLIES / BOULEVARD OF THE ALLIES, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft of Bicycle,18-04291,14:42,2018-11-27,"FORBES CRAIG APARTMENTS / 4531 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft by Unlawful Taking,18-04311,14:09,2018-11-29,"BOOK CENTER / 4000 FIFTH AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Retail Theft,18-04313,17:42,2018-11-29,"CATHEDRAL OF LEARNING/STE / 4200 FIFTH AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft by Unlawful Taking,18-04319,08:23,2018-11-30,"ALUMNI HALL / 4227 FIFTH AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft / Lost / Mislaid,18-04323,11:48,2018-11-30,"BIOMEDICAL SCIENCE TOWER 3 / 3501 FIFTH AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,18-04324,13:04,2018-11-30,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Liquor Law Violation,18-04337,23:44,2018-11-30,SUTHERLAND HALL / 3725 SUTHERLAND DR,University of Pittsburgh-Pittsburgh Campus,NA,NA
Public Drunkenness,18-04338,00:23,2018-12-01,"FORBES AND BOUQUET / INTERSECTION BOUQUET ST, PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Liquor Law Violation,18-04339,00:33,2018-12-01,"HOLLAND HALL / 3990 FIFTH AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Warrant Arrest,18-04343,01:13,2018-12-01,"200 BLOCK ATWOOD / 200-300 ATWOOD ST, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
"Buying, Consume While Underage",18-04341,01:41,2018-12-01,LITCHFIELD TOWER/LOBBY / 3955 FORBES AVE,University of Pittsburgh-Pittsburgh Campus,NA,NA
"Buying, Consume While Underage",18-04342,01:45,2018-12-01,LITCHFIELD TOWER C / 3955 FORBES AVE,University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Drug Violation,18-04340,01:53,2018-12-01,POSVAR HALL/FORBES QUAD / 230 SOUTH BOUQUET ST,University of Pittsburgh-Pittsburgh Campus,NA,NA
"Buying, Consume While Underage",18-04345,02:30,2018-12-01,LITCHFIELD TOWER B / 3955 FORBES AVE,University of Pittsburgh-Pittsburgh Campus,NA,NA
"Buying, Consume While Underage",18-04346,03:22,2018-12-01,SUTHERLAND HALL / 3725 SUTHERLAND DR,University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,18-04351,10:56,2018-12-01,"ALLEQUIPPA STREET / ALLEQUIPPA ST, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,18-04352,12:11,2018-12-01,"MEYRAN AVE / 0 MEYRAN AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,18-04358,17:49,2018-12-01,"MEYRAN AVE / 0 MEYRAN AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Criminal Mischief-General,18-04362,01:23,2018-12-02,"BOUQUET GARDENS (BUILDING A) / 300 SOUTH BOUQUET ST, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Drug Violation,18-04365,02:57,2018-12-02,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-Burglary,18-04367,03:34,2018-12-02,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Indecent Assault,18-04376,17:16,2018-12-02,"MCKEE PLACE / 0 MCKEE PL, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Indecent Exposure,18-04389,12:32,2018-12-03,"CATHEDRAL OF LEARNING/STE / 4200 FIFTH AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Harassment by Communication,18-04390,13:30,2018-12-03,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Drug Violation,18-04392,17:41,2018-12-03,LITCHFIELD TOWER B / 3955 FORBES AVE,University of Pittsburgh-Pittsburgh Campus,NA,NA
Domestic (no threat or violence),18-04398,22:43,2018-12-03,"WARD STREET / WARD STREET, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft / Lost / Mislaid,18-04400,09:35,2018-12-04,PANTHER CENTRAL / 3990 FORBES AVE,University of Pittsburgh-Pittsburgh Campus,NA,NA
Burglary Unlawful Entry,18-04403,10:47,2018-12-04,"FIELD HOUSE / 3502 ALLEQUIPPA ST, PITTSBURGH, PA 15219",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,18-04413,22:46,2018-12-04,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency - Conduct Referral,18-04416,01:31,2018-12-05,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Retail Theft,18-04418,02:12,2018-12-05,"200 BLOCK ATWOOD / 200-300 ATWOOD ST, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Access Device Fraud,18-04422,11:52,2018-12-05,NA,University of Pittsburgh-Pittsburgh Campus,NA,NA
Retail Theft,18-04424,13:26,2018-12-05,"200 BLOCK ATWOOD / PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Public Drunkenness,18-04443,22:51,2018-12-06,"FORBES AVE 3700 / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Liquor Law Violation,NA,08:04,2018-12-07,"PSB / PUBLIC SAFETY BLDG / 3412 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Simple Assault Domestic Violence,18-04457,21:20,2018-12-07,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,18-04456,21:48,2018-12-07,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,18-04460,02:06,2018-12-08,"ALLEQUIPPA STREET / PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Retail Theft,18-04466,17:00,2018-12-08,"AMOS HALL / 3990 FIFTH AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,18-04472,22:24,2018-12-08,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Liquor Law Violation,18-04474,00:52,2018-12-09,"BRUCE HALL / 3990 FIFTH AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft by Unlawful Taking,18-04481,16:38,2018-12-09,"PETERSEN EVENTS CENTER / 3719 TERRACE ST, PITTSBURGH, PA 15261",University of Pittsburgh-Pittsburgh Campus,NA,NA
Defiant Trespass,18-04483,23:13,2018-12-09,"HILLMAN LIBRARY / 3960 FORBES AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft by Unlawful Taking,18-04489,09:40,2018-12-10,SCAIFE HALL / 3550 TERRACE ST,University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Drug Violation,18-04501,18:39,2018-12-11,"Mazeroski Field / ROBERTO CLEMENTE DR, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Drug Violation,18-04503,20:56,2018-12-11,"HOLLAND HALL / 3990 FIFTH AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Harassment by Communication,18-04510,11:27,2018-12-12,"CATHEDRAL OF LEARNING/STE / 4200 FIFTH AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Drug Violation,18-04514,00:32,2018-12-13,"BOUQUET GARDENS (BUILDING D) / 307 OAKLAND AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,18-04528,19:47,2018-12-13,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Criminal Mischief-General,18-04531,21:24,2018-12-13,"CATHEDRAL OF LEARNING/STE / 4200 FIFTH AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Criminal Mischief-General,18-04533,00:03,2018-12-14,"3600 BLOCK FIFTH / 3600-3700 FIFTH AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,18-04534,00:22,2018-12-14,"BATES ST / PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Public Drunkenness,18-04545,07:12,2018-12-15,NA,University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,18-04549,09:57,2018-12-15,"LOTHROP HALL / 190 LOTHROP ST, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Smell of Marijuana,18-04551,21:28,2018-12-15,"FORBES HALL PAVILION / 3525 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Criminal Mischief-General,18-04555,11:09,2018-12-16,"CATHEDRAL OF LEARNING/STE / 4200 FIFTH AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,18-04566,17:32,2018-12-17,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency - Conduct Referral,18-04569,10:42,2018-12-18,"PSB / PUBLIC SAFETY BLDG / 3412 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Defiant Trespass,18-04573,21:11,2018-12-18,"CATHEDRAL OF LEARNING/STE / 4200 FIFTH AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-Robbery,18-04581,22:57,2018-12-19,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Criminal Mischief-General,18-04598,09:42,2018-12-24,MELWOOD WAREHOUSE/TRADESH / 480 MELWOOD ST,University of Pittsburgh-Pittsburgh Campus,NA,NA
Officer Assault-Aggravated,18-04603,13:53,2018-12-25,LITCHFIELD TOWER/LOBBY / 3955 FORBES AVE,University of Pittsburgh-Pittsburgh Campus,NA,NA
Public Drunkenness,18-04608,14:42,2018-12-26,"FORBES AND BOUQUET / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Indecent Exposure,18-04613,15:58,2018-12-27,"CATHEDRAL OF LEARNING/STE / 4200 FIFTH AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Begging,18-04614,16:26,2018-12-27,"FIFTH AND BOUQUET / INTERSECTION BOUQUET ST, PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-Burglary,18-04625,18:14,2018-12-29,"MEYRAN AVE / PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Retail Theft,18-04629,23:30,2018-12-30,"NO BLDG. # ENTERED / 209 ATWOOD ST, PITTSBURGH, 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Criminal Mischief-General,18-04634,22:06,2018-12-31,"CATHEDRAL OF LEARNING/STE / 4200 FIFTH AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Criminal Mischief-General,19-00003,08:32,2019-01-02,"HEINZ CHAPEL / 400 SOUTH BELLEFIELD AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Burglary,NA,08:39,2019-01-04,"PSB / PUBLIC SAFETY BLDG / 3412 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Drug Violation,NA,08:44,2019-01-04,"PSB / PUBLIC SAFETY BLDG / 3412 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Liquor Law Violation,NA,08:48,2019-01-04,"PSB / PUBLIC SAFETY BLDG / 3412 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
DUI Driving Under the Influence,19-00012,23:30,2019-01-04,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft from a Motor Vehicle,19-00019,22:02,2019-01-05,"MCKEE PLACE / 0 MCKEE PL, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft by Unlawful Taking,19-00024,14:32,2019-01-07,SALK HALL/DENTAL SCHOOL / 3501 TERRACE ST,University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,19-00026,15:58,2019-01-07,"PSB / PUBLIC SAFETY BLDG / 3412 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft by Unlawful Taking,19-00029,18:18,2019-01-07,"BRACKENRIDGE HALL / 3990 FIFTH AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft by Unlawful Taking,19-00038,16:04,2019-01-08,SCAIFE HALL / 3550 TERRACE ST,University of Pittsburgh-Pittsburgh Campus,NA,NA
Criminal Mischief-General,19-00041,21:51,2019-01-08,"HILLMAN LIBRARY / 3960 FORBES AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Drug Violation,19-00043,00:17,2019-01-09,"S. BOUQUET STREET / S. BOUQUET BOUQUET ST, PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft / Lost / Mislaid,19-00053,15:12,2019-01-09,"PETERSEN EVENTS CENTER / 3719 TERRACE ST, PITTSBURGH, PA 15261",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-General,19-00054,20:11,2019-01-09,"4000 BLOCK FIFTH AVE / 4000 BLOCK FIFTH AVE, PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
"Buying, Consume While Underage",19-00055,02:15,2019-01-10,"NORDENBERG HALL / 111 UNIVERSITY PL, PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Defiant Trespass,19-00056,03:58,2019-01-10,POSVAR HALL/FORBES QUAD / 230 SOUTH BOUQUET ST,University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft by Unlawful Taking,19-00059,11:16,2019-01-10,"BELLEFIELD HALL / 315 SOUTH BELLEFIELD AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Indecent Exposure,19-00069,20:04,2019-01-10,"CATHEDRAL OF LEARNING/STE / 4200 FIFTH AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Liquor Law Violation,19-00072,23:24,2019-01-10,LITCHFIELD TOWER B / 3955 FORBES AVE,University of Pittsburgh-Pittsburgh Campus,NA,NA
Public Drunkenness,19-00075,00:54,2019-01-11,"FORBES AND SCHENLEY / INTERSECTION SCHENLEY DR, PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft By Deception,19-00081,11:52,2019-01-11,"LANGLEY HALL / PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Warrant Arrest,19-00087,23:25,2019-01-11,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Domestic (no threat or violence),19-00088,00:14,2019-01-12,LITCHFIELD TOWER B / 3955 FORBES AVE,University of Pittsburgh-Pittsburgh Campus,NA,NA
Simple Assault,19-00093,03:54,2019-01-12,SUTHERLAND HALL / 3725 SUTHERLAND DR,University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Drug Violation,19-00098,17:45,2019-01-12,"LOTHROP HALL / 190 LOTHROP ST, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Simple Assault,19-00100,23:55,2019-01-12,"WARD STREET / WARD STREET, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Criminal Mischief-General,19-00103,03:34,2019-01-13,POSVAR HALL/FORBES QUAD / 230 SOUTH BOUQUET ST,University of Pittsburgh-Pittsburgh Campus,NA,NA
Confiscation,19-00110,00:03,2019-01-14,"Mazeroski Field / ROBERTO CLEMENTE DR, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Marijuana/Disorderly Conduct,19-00138,23:18,2019-01-15,"BRUCE HALL / 3990 FIFTH AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Assist Other Agency-Sex Offense,19-00146,11:50,2019-01-16,"NO BLDG. # ENTERED / PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft / Lost / Mislaid,19-00145,12:17,2019-01-16,"MERVIS HALL / ROBERTO CLEMENTE ROBERTO CLEMENTE DR, PITTSBURGH, PA",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Burglary,NA,10:13,2019-01-17,"PSB / PUBLIC SAFETY BLDG / 3412 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Liquor Law Violation,NA,10:17,2019-01-17,"PSB / PUBLIC SAFETY BLDG / 3412 FORBES AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft by Unlawful Taking,19-00174,17:47,2019-01-17,"PETERSEN EVENTS CENTER / 3719 TERRACE ST, PITTSBURGH, PA 15261",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft / Lost / Mislaid,19-00173,18:02,2019-01-17,"PETERSEN EVENTS CENTER / 3719 TERRACE ST, PITTSBURGH, PA 15261",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft by Unlawful Taking,19-00176,19:39,2019-01-17,"PETERSEN EVENTS CENTER / 3719 TERRACE ST, PITTSBURGH, PA 15261",University of Pittsburgh-Pittsburgh Campus,NA,NA
Receive Stolen Property,19-00177,00:27,2019-01-18,"HILLMAN LIBRARY / 3960 FORBES AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft / Lost / Mislaid,19-00190,22:11,2019-01-18,POSVAR HALL/FORBES QUAD / 230 SOUTH BOUQUET ST,University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Liquor Law Violation,19-00195,00:42,2019-01-19,LITCHFIELD TOWER B / 3955 FORBES AVE,University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Drug Violation,19-00194,00:46,2019-01-19,LITCHFIELD TOWER/LOBBY / 3955 FORBES AVE,University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Liquor Law Violation,19-00208,23:53,2019-01-19,LITCHFIELD TOWER B / 3955 FORBES AVE,University of Pittsburgh-Pittsburgh Campus,NA,NA
Domestic (no threat or violence),19-00209,02:13,2019-01-20,LITCHFIELD TOWER C / 3955 FORBES AVE,University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Drug Violation,19-00211,02:33,2019-01-20,SUTHERLAND HALL / 3725 SUTHERLAND DR,University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Liquor Law Violation,19-00218,01:55,2019-01-21,"HOLLAND HALL / 3990 FIFTH AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Defiant Trespass,19-00225,16:53,2019-01-21,LITCHFIELD TOWER C / 3955 FORBES AVE,University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft by Unlawful Taking,19-00230,09:54,2019-01-22,"BELLEFIELD HALL / 315 SOUTH BELLEFIELD AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Drug Violation,19-00244,00:36,2019-01-23,"HOLLAND HALL / 3990 FIFTH AVE, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Theft by Unlawful Taking,19-00261,15:58,2019-01-23,"FRICK FINE ARTS / 650 SCHENLEY DR, PITTSBURGH, PA 15213",University of Pittsburgh-Pittsburgh Campus,NA,NA
Retail Theft,19-00281,11:24,2019-01-25,"BOOK CENTER / 4000 FIFTH AVE, PITTSBURGH, PA 15260",University of Pittsburgh-Pittsburgh Campus,NA,NA
Campus Security Authority-Liquor Law Violation,19-00286,23:30,2019-01-25,LITCHFIELD TOWER C / 3955 FORBES AVE,University of Pittsburgh-Pittsburgh Campus,NA,NA
