location,case_number,date_occurred,time_occurred,date_reported,time_reported,university,incident
NA,17-437949,2017-09-02,NA,2017-09-02,02:50:00,Syracuse University,INTX-Intoxicated Person      
NA,17-437968,2017-09-02,NA,2017-09-02,03:35:00,Syracuse University,HARR-Harassment            
NA,17-437999,2017-09-02,NA,2017-09-02,03:55:00,Syracuse University,INTX-Intoxicated Person      
NA,17-438045,2017-09-02,NA,2017-09-02,02:54:00,Syracuse University,LOUD-Noise Complaint         
NA,17-438231,2017-09-01,NA,2017-09-02,11:03:00,Syracuse University,BURG-Burglary            
NA,17-438485,2017-09-02,NA,2017-09-02,14:51:00,Syracuse University,DRUG-CSC Sanction Only        
NA,17-438796,2017-09-02,NA,2017-09-02,20:20:00,Syracuse University,City Ordinance Violation     
NA,17-439069,2017-09-02,NA,2017-09-02,23:28:00,Syracuse University,INTX-Intoxicated Person      
NA,17-439077,2017-09-02,NA,2017-09-02,23:46:00,Syracuse University,City Ordin Viol-Litter-Dumping  
NA,17-439130,2017-09-03,NA,2017-09-03,00:25:00,Syracuse University,City Ordin Viol-Noise      
NA,17-439180,2017-09-03,NA,2017-09-03,00:44:00,Syracuse University,INTX-Intoxicated Person      
NA,17-439254,2017-09-03,NA,2017-09-03,02:14:00,Syracuse University,INTX-Intoxicated Person      
NA,17-439265,2017-09-03,NA,2017-09-03,03:06:00,Syracuse University,INTX-Intoxicated Person      
NA,17-439340,2017-09-03,NA,2017-09-03,05:57:00,Syracuse University,SXOF-Sex Offense           
NA,17-439698,2017-09-03,NA,2017-09-03,04:17:00,Syracuse University,SUSI-Suspicious Event/Incident  
NA,17-440025,2017-09-03,NA,2017-09-03,18:59:00,Syracuse University,LARC-Larceny            
NA,17-440227,2017-09-03,NA,2017-09-03,23:17:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-440331,2017-09-03,NA,2017-09-03,23:40:00,Syracuse University,LARC-Larceny            
NA,17-440341,2017-09-04,NA,2017-09-04,00:47:00,Syracuse University,CSC Violation           
NA,17-440364,2017-09-04,NA,2017-09-04,01:49:00,Syracuse University,INTX-Intoxicated Person      
NA,17-440443,2017-09-04,NA,2017-09-04,04:31:00,Syracuse University,INTX-Intoxicated Person      
NA,17-441498,2017-09-04,NA,2017-09-04,23:19:00,Syracuse University,DRUG-CSC Sanction Only        
NA,17-441875,2017-09-04,NA,2017-09-05,09:28:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-441949,2017-09-05,NA,2017-09-05,09:18:00,Syracuse University,INFO-Police Information      
NA,17-442011,2017-09-03,NA,2017-09-05,11:33:00,Syracuse University,INFO-Police Information      
NA,17-442651,2017-09-05,NA,2017-09-05,18:31:00,Syracuse University,LARC-Larceny            
NA,17-442695,2017-09-05,NA,2017-09-05,20:18:00,Syracuse University,SUSI-Suspicious Event/Incident  
NA,17-442718,2017-09-05,NA,2017-09-05,20:08:00,Syracuse University,INFO-Police Information      
NA,17-443369,2017-09-05,NA,2017-09-06,11:00:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-443778,2017-09-06,NA,2017-09-06,15:46:00,Syracuse University,TRES-Trespassing          
NA,17-443802,2017-09-06,NA,2017-09-06,16:03:00,Syracuse University,DIST-Disturbance          
NA,17-443859,2017-09-06,NA,2017-09-06,16:38:00,Syracuse University,SUSI-Suspicious Event/Incident  
NA,17-444520,2017-09-07,NA,2017-09-07,06:59:00,Syracuse University,PDAM-Property Damage         
NA,17-444642,2017-09-07,NA,2017-09-07,08:58:00,Syracuse University,PDAM-Property Damage         
NA,17-444667,2017-09-02,NA,2017-09-07,09:43:00,Syracuse University,HARR-Harassment            
NA,17-444744,2017-09-07,NA,2017-09-07,11:04:00,Syracuse University,Motor Vehicle Accident       
NA,17-444984,2017-09-07,NA,2017-09-07,13:14:00,Syracuse University,LARC-Larceny             
NA,17-445033,2017-09-07,NA,2017-09-07,14:10:00,Syracuse University,SUSP-Suspicious Person        
NA,17-445406,2017-09-07,NA,2017-09-07,18:12:00,Syracuse University,TRES-Trespassing           
NA,17-445805,2017-09-08,NA,2017-09-08,00:56:00,Syracuse University,INTX-Intoxicated Person       
NA,17-446135,2017-09-08,NA,2017-09-08,09:34:00,Syracuse University,DRUG-CSC Sanction Only         
NA,17-446435,2017-09-08,NA,2017-09-08,12:54:00,Syracuse University,HA D-Hazardous Situation       
NA,17-446529,2017-09-07,NA,2017-09-08,13:34:00,Syracuse University,LARC-Larceny             
NA,17-446881,2017-08-25,NA,2017-09-08,17:26:00,Syracuse University,INFO-Police Information       
NA,17-446910,2017-09-08,NA,2017-09-08,18:41:00,Syracuse University,PINJ-Personal Injury/Injury    
NA,17-447004,2017-09-08,NA,2017-09-08,20:10:00,Syracuse University,LARC-Larceny             
NA,17-447192,2017-09-08,NA,2017-09-08,23:17:00,Syracuse University,Li uor Law Violation        
NA,17-447277,2017-09-08,NA,2017-09-08,23:43:00,Syracuse University,Fraud               
NA,17-447303,2017-09-09,NA,2017-09-09,00:45:00,Syracuse University,INTX-Intoxicated Person       
NA,17-447322,2017-09-09,NA,2017-09-09,00:47:00,Syracuse University,INTX-Intoxicated Person       
NA,17-447422,2017-09-09,NA,2017-09-09,02:20:00,Syracuse University,INTX-Intoxicated Person       
NA,17-447448,2017-09-29,NA,2017-09-29,20:01:00,Syracuse University,HARR-Harassment                                                        
NA,17-448006,2017-09-09,NA,2017-09-09,16:38:00,Syracuse University,INTX-Intoxicated Person       
NA,17-448082,2017-09-09,NA,2017-09-09,16:21:00,Syracuse University,PINJ-Personal Injury/Injury    
NA,17-448273,2017-09-09,NA,2017-09-09,18:07:00,Syracuse University,INTX-Intoxicated Person       
NA,17-448359,2017-09-09,NA,2017-09-09,20:24:00,Syracuse University,INFO-Police Information       
NA,17-448363,2017-09-09,NA,2017-09-09,20:06:00,Syracuse University,INTX-Intoxicated Person       
NA,17-448450,2017-09-09,NA,2017-09-09,21:05:00,Syracuse University,INTX-Intoxicated Person       
NA,17-448547,2017-09-09,NA,2017-09-09,23:00:00,Syracuse University,City Ordin Viol-Noise       
NA,17-448628,2017-09-09,NA,2017-09-09,23:30:00,Syracuse University,INTX-Intoxicated Person       
NA,17-448634,2017-09-10,NA,2017-09-10,00:03:00,Syracuse University,INTX-Intoxicated Person       
NA,17-448652,2017-09-10,NA,2017-09-10,00:24:00,Syracuse University,INTX-Intoxicated Person       
NA,17-448690,2017-09-10,NA,2017-09-10,00:52:00,Syracuse University,City Ordin Viol-Litter-Dumping  
NA,17-448694,2017-09-10,NA,2017-09-10,01:25:00,Syracuse University,ASTP-Assist Police Agency      
NA,17-448721,2017-09-10,NA,2017-09-10,01:07:00,Syracuse University,INTX-Intoxicated Person       
NA,17-448726,2017-09-10,NA,2017-09-10,01:12:00,Syracuse University,INTX-Intoxicated Person       
NA,17-448796,2017-09-10,NA,2017-09-10,02:21:00,Syracuse University,INTX-Intoxicated Person       
NA,17-448821,2017-09-10,NA,2017-09-10,02:53:00,Syracuse University,INTX-Intoxicated Person       
NA,17-448828,2017-09-10,NA,2017-09-10,03:26:00,Syracuse University,INFO-Police Information       
NA,17-448834,2017-09-10,NA,2017-09-10,03:25:00,Syracuse University,INTX-Intoxicated Person       
NA,17-448849,2017-09-10,NA,2017-09-10,04:01:00,Syracuse University,INTX-Intoxicated Person       
NA,17-449204,2017-09-09,NA,2017-09-10,12:44:00,Syracuse University,CMIS- Criminal Mischief       
NA,17-449336,2017-09-10,NA,2017-09-10,14:39:00,Syracuse University,INTX-Intoxicated Person       
NA,17-449934,2017-09-11,NA,2017-09-11,00:14:00,Syracuse University,INTX-Intoxicated Person       
NA,17-450301,2017-09-09,NA,2017-09-11,08:46:00,Syracuse University,INFO-Police Information       
NA,17-450303,2017-09-11,NA,2017-09-11,09:34:00,Syracuse University,FORG-Forgery             
NA,17-450372,2017-09-11,NA,2017-09-11,10:34:00,Syracuse University,Motor Vehicle Accident      
NA,17-450524,2017-09-08,NA,2017-09-11,12:46:00,Syracuse University,INFO-Police Information     
NA,17-450646,2017-09-11,NA,2017-09-11,14:39:00,Syracuse University,CMIS- Criminal Mischief     
NA,17-450899,2017-09-11,NA,2017-09-11,17:19:00,Syracuse University,BURG-Burglary           
NA,17-450984,2017-09-06,NA,2017-09-11,18:34:00,Syracuse University,LARC-Larceny           
NA,17-451059,2017-09-09,NA,2017-09-11,19:40:00,Syracuse University,INFO-Police Information     
NA,17-451554,2017-09-12,NA,2017-09-12,08:48:00,Syracuse University,SUSP-Suspicious Person       
NA,17-451628,2017-09-12,NA,2017-09-12,09:49:00,Syracuse University,PDAM-Property Damage        
NA,17-451846,2017-09-11,NA,2017-09-12,12:00:00,Syracuse University,HARR-Harassment           
NA,17-452177,2017-07-12,NA,2017-09-12,15:32:00,Syracuse University,HARR-Harassment           
NA,17-452243,2017-09-12,NA,2017-09-12,16:03:00,Syracuse University,BURG-Burglary           
NA,17-452465,2017-09-12,NA,2017-09-12,19:14:00,Syracuse University,PINJ-Personal Injury/Injury  
NA,17-452510,2017-09-12,NA,2017-09-12,20:10:00,Syracuse University,Motor Vehicle Accident      
NA,17-452771,2017-09-12,NA,2017-09-12,22:33:00,Syracuse University,CMIS- Criminal Mischief     
NA,17-452925,2017-09-13,NA,2017-09-13,04:53:00,Syracuse University,INTX-Intoxicated Person     
NA,17-453058,2017-08-25,NA,2017-09-13,07:24:00,Syracuse University,INFO-Police Information     
NA,17-453563,2017-09-13,NA,2017-09-13,14:06:00,Syracuse University,Motor Vehicle Accident      
NA,17-453582,2017-09-13,NA,2017-09-13,14:44:00,Syracuse University,LARC-Larceny           
NA,17-453695,2017-09-13,NA,2017-09-13,15:19:00,Syracuse University,INFO-Police Information     
NA,17-454069,2017-09-13,NA,2017-09-13,20:40:00,Syracuse University,LARC-Larceny           
NA,17-454308,2017-09-14,NA,2017-09-14,01:37:00,Syracuse University,INFO-Police Information     
NA,17-454308,2017-09-14,NA,2017-09-14,17:17:00,Syracuse University,BURG-Burglary           
NA,17-454961,2017-09-13,NA,2017-09-14,13:11:00,Syracuse University,TRES-Trespassing          
NA,17-454968,2017-08-29,NA,2017-09-14,12:35:00,Syracuse University,Fraud              
NA,17-454977,2017-09-14,NA,2017-09-14,13:34:00,Syracuse University,DRUG-CSC Sanction Only       
NA,17-455459,2017-09-14,NA,2017-09-14,19:10:00,Syracuse University,PINJ-Personal Injury/Injury  
NA,17-455678,2017-09-14,NA,2017-09-14,22:18:00,Syracuse University,DRUG-CSC Sanction Only       
NA,17-455838,2017-09-14,NA,2017-09-15,01:21:00,Syracuse University,MENT- Emot. Disturbed Person   
NA,17-456062,2017-08-31,NA,2017-09-15,08:22:00,Syracuse University,LARC-Larceny           
NA,17-456384,2017-09-05,NA,2017-09-15,13:05:00,Syracuse University,Sex Offense - Anonymous      
NA,17-456574,2017-09-15,NA,2017-09-15,15:06:00,Syracuse University,Motor Vehicle Accident      
NA,17-456671,2017-09-14,NA,2017-09-15,15:47:00,Syracuse University,LARC-Larceny           
NA,17-456671,2017-09-17,NA,2017-09-17,09:31:00,Syracuse University,FLUP-Followup           
NA,17-456732,2017-09-15,NA,2017-09-15,16:30:00,Syracuse University,Motor Vehicle Accident      
NA,17-457166,2017-09-15,NA,2017-09-15,22:12:00,Syracuse University,Motor Vehicle Accident      
NA,17-457241,2017-09-15,NA,2017-09-15,22:51:00,Syracuse University,LARC-Larceny           
NA,17-457277,2017-09-16,NA,2017-09-16,00:14:00,Syracuse University,City Ordin Viol-Noise      
NA,17-457332,2017-09-16,NA,2017-09-16,00:32:00,Syracuse University,INTX-Intoxicated Person     
NA,17-457385,2017-09-16,NA,2017-09-16,01:13:00,Syracuse University,FSTR-Fire/Structure       
NA,17-457397,2017-09-16,NA,2017-09-16,01:35:00,Syracuse University,INTX-Intoxicated Person     
NA,17-457399,2017-09-16,NA,2017-09-16,01:55:00,Syracuse University,INTX-Intoxicated Person     
NA,17-457434,2017-09-16,NA,2017-09-16,02:31:00,Syracuse University,INTX-Intoxicated Person     
NA,17-457472,2017-09-16,NA,2017-09-16,03:10:00,Syracuse University,INTX-Intoxicated Person     
NA,17-457512,2017-09-16,NA,2017-09-16,03:11:00,Syracuse University,PKNG-Parking Complaint       
NA,17-457568,2017-09-16,NA,2017-09-16,05:44:00,Syracuse University,INTX-Intoxicated Person     
NA,17-457576,2017-09-09,NA,2017-09-16,10:33:00,Syracuse University,Motor Vehicle Accident      
NA,17-457815,2017-09-15,NA,2017-09-16,11:01:00,Syracuse University,DOMP- Domestic Physical      
NA,17-457828,2017-09-16,NA,2017-09-16,16:14:00,Syracuse University,BURG-Burglary           
NA,17-457921,2017-09-16,NA,2017-09-16,13:34:00,Syracuse University,Motor Vehicle Accident      
NA,17-457953,2017-09-16,NA,2017-09-16,13:56:00,Syracuse University,Motor Vehicle Accident      
NA,17-457988,2017-09-16,NA,2017-09-16,14:33:00,Syracuse University,PINJ-Personal Injury/Injury  
NA,17-458009,2017-09-16,NA,2017-09-16,14:59:00,Syracuse University,PINJ-Personal Injury/Injury  
NA,17-458104,2017-09-16,NA,2017-09-16,16:17:00,Syracuse University,PINJ-Personal Injury/Injury  
NA,17-458162,2017-09-16,NA,2017-09-16,16:45:00,Syracuse University,INTX-Intoxicated Person     
NA,17-458191,2017-09-16,NA,2017-09-16,17:27:00,Syracuse University,INTX-Intoxicated Person     
NA,17-458231,2017-09-15,NA,2017-09-16,16:55:00,Syracuse University,LARC-Larceny           
NA,17-458246,2017-09-16,NA,2017-09-17,00:44:00,Syracuse University,FGHT-Fight No Injuries      
NA,17-458334,2017-09-16,NA,2017-09-16,18:32:00,Syracuse University,INTX-Intoxicated Person     
NA,17-458643,2017-09-17,NA,2017-09-17,00:08:00,Syracuse University,INTX-Intoxicated Person     
NA,17-458655,2017-09-16,NA,2017-09-16,23:54:00,Syracuse University,INTX-Intoxicated Person     
NA,17-458710,2017-09-17,NA,2017-09-17,00:54:00,Syracuse University,INTX-Intoxicated Person     
NA,17-458765,2017-09-17,NA,2017-09-17,01:50:00,Syracuse University,INTX-Intoxicated Person     
NA,17-458813,2017-09-17,NA,2017-09-17,02:41:00,Syracuse University,SXOF-Sex Offense          
NA,17-458865,2017-09-17,NA,2017-09-17,04:25:00,Syracuse University,INTX-Intoxicated Person     
NA,17-458884,2017-09-17,NA,2017-09-17,04:22:00,Syracuse University,MENT- Emot. Disturbed Person   
NA,17-458917,2017-09-15,NA,2017-09-16,16:29:00,Syracuse University,HARR-Harassment           
NA,17-459892,2017-09-17,NA,2017-09-17,23:01:00,Syracuse University,MENT- Emot. Disturbed Person   
NA,17-460491,2017-09-17,NA,2017-09-18,12:51:00,Syracuse University,SXOF-Sex Offense          
NA,17-460625,2017-09-14,NA,2017-09-18,12:09:00,Syracuse University,LARC-Larceny           
NA,17-460968,2017-09-18,NA,2017-09-18,18:16:00,Syracuse University,PINJ-Personal Injury/Injury  
NA,17-461430,2017-09-19,NA,2017-09-19,02:39:00,Syracuse University,INFO-Police Information     
NA,17-461641,2017-09-19,NA,2017-09-19,09:13:00,Syracuse University,DRUG-CSC Sanction Only       
NA,17-461646,2017-09-19,NA,2017-09-19,09:21:00,Syracuse University,DRUG-CSC Sanction Only       
NA,17-461650,2017-09-03,NA,2017-09-19,09:26:00,Syracuse University,INFO-Police Information     
NA,17-461682,2017-09-19,NA,2017-09-19,09:16:00,Syracuse University,PDAM-Property Damage        
NA,17-461704,2017-09-19,NA,2017-09-19,10:05:00,Syracuse University,DRUG-CSC Sanction Only       
NA,17-461725,2017-09-19,NA,2017-09-19,10:26:00,Syracuse University,DRUG-CSC Sanction Only       
NA,17-461748,2017-09-19,NA,2017-09-19,10:33:00,Syracuse University,PINJ-Personal Injury/Injury  
NA,17-461800,2017-05-04,NA,2017-09-19,11:11:00,Syracuse University,ASLI-Assault/Injuries      
NA,17-461834,2017-09-19,NA,2017-09-19,11:45:00,Syracuse University,FVEH-Fire/Vehicle        
NA,17-461924,2017-09-18,NA,2017-09-18,10:15:00,Syracuse University,INFO-Police Information     
NA,17-462247,2017-09-19,NA,2017-09-19,15:36:00,Syracuse University,Motor Vehicle Accident      
NA,17-462406,2017-09-19,NA,2017-09-19,15:31:00,Syracuse University,MENT- Emot. Disturbed Person   
NA,17-462410,2017-09-14,NA,2017-09-19,17:26:00,Syracuse University,LARC-Larceny           
NA,17-462584,2017-09-19,NA,2017-09-19,19:32:00,Syracuse University,Motor Vehicle Accident      
NA,17-462711,2017-09-19,NA,2017-09-19,21:10:00,Syracuse University,SUSP-Suspicious Person        
NA,17-462820,2017-09-19,NA,2017-09-20,00:17:00,Syracuse University,Motor Vehicle Accident      
NA,17-463291,2017-09-20,NA,2017-09-20,09:13:00,Syracuse University,MENT- Emot. Disturbed Person    
NA,17-463543,2017-09-20,NA,2017-09-20,13:25:00,Syracuse University,BURG-Burglary            
NA,17-463544,2017-09-20,NA,2017-09-20,14:02:00,Syracuse University,BURG-Burglary            
NA,17-463596,2017-09-03,NA,2017-09-21,19:29:00,Syracuse University,INTX-Intoxicated Person      
NA,17-463629,2017-09-19,NA,2017-09-20,14:34:00,Syracuse University,CMIS- Criminal Mischief      
NA,17-464304,2017-09-20,NA,2017-09-20,23:11:00,Syracuse University,HARR-Harassment            
NA,17-464544,2017-09-21,NA,2017-09-21,06:11:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-464679,2017-09-21,NA,2017-09-21,09:07:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-464771,2017-09-21,NA,2017-09-21,10:11:00,Syracuse University,INFO-Police Information      
NA,17-464841,2017-09-21,NA,2017-09-21,09:48:00,Syracuse University,SUSI-Suspicious Event/Incident  
NA,17-464856,2017-09-21,NA,2017-09-21,10:56:00,Syracuse University,Motor Vehicle Accident      
NA,17-464872,2017-09-21,NA,2017-09-21,10:54:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-465053,2017-09-21,NA,2017-09-21,13:09:00,Syracuse University,DOMV- Domestic Verbal        
NA,17-465691,2017-09-21,NA,2017-09-21,21:48:00,Syracuse University,HARR-Harassment            
NA,17-465931,2017-09-21,NA,2017-09-21,22:52:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-466033,2017-09-22,NA,2017-09-22,00:41:00,Syracuse University,INTX-Intoxicated Person      
NA,17-466081,2017-09-22,NA,2017-09-22,01:36:00,Syracuse University,INTX-Intoxicated Person      
NA,17-466172,2017-09-22,NA,2017-09-22,03:57:00,Syracuse University,CMIS- Criminal Mischief      
NA,17-466295,2017-09-22,NA,2017-09-22,08:10:00,Syracuse University,TRES-Trespassing          
NA,17-466446,2017-09-22,NA,2017-09-22,10:06:00,Syracuse University,TRES-Trespassing          
NA,17-466685,2017-09-22,NA,2017-09-22,12:21:00,Syracuse University,INFO-Police Information      
NA,17-466971,2017-09-22,NA,2017-09-22,15:39:00,Syracuse University,MENT- Emot. Disturbed Person    
NA,17-467138,2017-09-21,NA,2017-09-22,19:03:00,Syracuse University,LARC-Larceny            
NA,17-467159,2017-09-22,NA,2017-09-22,19:17:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-467559,2017-09-23,NA,2017-09-23,00:45:00,Syracuse University,HARR-Harassment            
NA,17-467576,2017-09-23,NA,2017-09-23,01:10:00,Syracuse University,INTX-Intoxicated Person      
NA,17-467582,2017-09-23,NA,2017-09-23,01:06:00,Syracuse University,INTX-Intoxicated Person      
NA,17-467611,2017-09-23,NA,2017-09-23,01:24:00,Syracuse University,INTX-Intoxicated Person      
NA,17-467620,2017-09-23,NA,2017-09-23,01:45:00,Syracuse University,LOUD-Noise Complaint         
NA,17-467665,2017-09-23,NA,2017-09-23,02:45:00,Syracuse University,INTX-Intoxicated Person      
NA,17-467674,2017-09-22,NA,2017-09-23,02:51:00,Syracuse University,HARR-Harassment            
NA,17-467709,2017-09-23,NA,2017-09-23,04:05:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-468231,2017-09-23,NA,2017-09-23,11:47:00,Syracuse University,INFO-Police Information      
NA,17-468275,2017-09-23,NA,2017-09-23,15:03:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-468878,2017-09-23,NA,2017-09-23,23:59:00,Syracuse University,City Ordin Viol-Nuisance     
NA,17-468918,2017-09-23,NA,2017-09-23,23:43:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-469060,2017-09-24,NA,2017-09-24,01:20:00,Syracuse University,INTX-Intoxicated Person      
