case_number,incident,date_reported,location,date_occurred,time_occurred,time_reported,university
1603713,"Criminal Trespass, Property Damage",2016-09-01,"1711 Uppergate Dr, Atlanta, 30322",2016-08-30,18:00,NA,Emory University
1603712,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-01,"1762 Clifton Rd, Atlanta, 30322",2016-09-01,13:00,NA,Emory University
1603708,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-01,"1365-A Clifton Rd, Atlanta, 30322",2016-09-01,17:30,NA,Emory University
1603696,"Theft by Taking (From Bldg, Valued Over $500)",2016-08-31,"600 Asbury Cir, Atlanta, 30322",2016-08-31,18:30,NA,Emory University
1603690,Computer Trespass,2016-08-31,"301 Dowman Dr, Atlanta, 30322",2016-08-31,13:00,NA,Emory University
1603684,"Theft by Taking (From Bldg, Valued Over $500)",2016-08-31,"600 Asbury Cir, Atlanta, 30322",2016-08-30,18:45,NA,Emory University
1603677,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-08-31,"1364 Clifton Rd, Atlanta, 30322",2016-08-31,09:30,NA,Emory University
1603673,"Computer Trespass; Theft by Taking (From Bldg, Valued $500 or Less)",2016-08-31,"1300 Clifton Rd, Atlanta, 30322",2016-08-30,07:50,NA,Emory University
1603663,Theft of Lost or Mislaid Property ($500 or Less),2016-08-30,"301 Dowman Dr, Atlanta, 30322",2016-08-30,13:00,NA,Emory University
1603646,Entering an Auto,2016-08-29,"1670 N Decatur Rd, Atlanta, 30322",2016-08-29,19:20,NA,Emory University
1603642,Terroristic Threats,2016-08-29,"1531 Dickey Dr, Atlanta, 30322",2016-08-29,17:12,NA,Emory University
1603633,"Theft by Taking (From Bldg, Valued Over $500)",2016-08-29,"1364 Clifton Rd, Atlanta, 30322",2016-08-26,14:00,NA,Emory University
1603611,Assist DeKalb County Police Dept (Rape),2016-08-28,Off Campus,2016-08-28,00:30,NA,Emory University
1603603,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-08-27,"600 Asbury Cir, Atlanta, 30322",2016-08-26,11:00,NA,Emory University
1603590,"Simple Assault; Criminal Trespass, Individual",2016-08-26,"Woodruff Circle, Atlanta,30322",2016-08-26,19:50,NA,Emory University
1603583,Sexual Battery,2016-08-26,"Dooley Dr, Decatur, GA 30033",2016-08-26,14:30,NA,Emory University
1603579,"Theft by Taking (From Bldg, Valued Over $500)",2016-08-26,"1365-B Clifton Rd, Atlanta, 30322",2016-08-22,15:00,NA,Emory University
1603554,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-08-25,"1365-A Clifton Rd, Atlanta, 30322",2016-08-23,15:30,NA,Emory University
1603534,Affray,2016-08-24,"1821 Clifton Rd, Atlanta, 30322",2016-08-24,12:03,NA,Emory University
1603531,"Burglary, Second Degree, Non-Forcible Entry",2016-08-24,"1364 Clifton Rd, Atlanta, 30322",2016-08-23,15:40,NA,Emory University
1603521,False Imprisonment,2016-08-23,"615 Michael St, Atlanta, 30322",2016-08-23,14:00,NA,Emory University
1603514,Terroristic Threats,2016-08-23,"1784 N Decatur Rd, Atlanta, 30322",2016-08-23,11:41,NA,Emory University
1603512,"Theft by Taking (From Bldg, Valued Over $500)",2016-08-23,"600 Asbury Cir, Atlanta, 30322",2016-08-22,18:00,NA,Emory University
1603510,Dating Violence,2016-08-23,"201 Dowman Dr, Atlanta, 30322",NA,NA,NA,Emory University
1603507,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-08-23,"1599 Clifton Rd, Atlanta, 30322",2016-08-02,08:00,NA,Emory University
1603505,"Possession Display, or Use of False Government ID Document; Person Down--Alcohol, Underage Possession",2016-08-23,"4 Eagle Row, Atlanta, 30322",2016-08-23,03:35,NA,Emory University
1603485,"Theft by Taking (From Bldg, Valued Over $500)",2016-08-22,"605 Asbury Cir, Atlanta, 30322",2016-08-21,14:00,NA,Emory University
1603481,"Criminal Trespass, Property Damage",2016-08-22,"954 N Gatewood Rd, Atlanta, 30322",2016-08-05,14:30,NA,Emory University
1603480,"Criminal Trespass, Property Damage",2016-08-22,"954 N Gatewood Rd, Atlanta, 30322",2016-08-19,09:30,NA,Emory University
1603479,"Burglary, Second Degree, Forcible Entry",2016-08-22,"1364 Clifton Rd, Atlanta, 30322",2016-08-19,16:00,NA,Emory University
1603478,"Criminal Trespass, Property Damage",2016-08-22,"1260 Briarcliff Rd, Atlanta, 30322",2016-08-22,02:25,NA,Emory University
1603476,"Possession display, use of false govt ID document; Person Down--Alcohol, Underage Possession",2016-08-22,"2445 Dooley Dr (private), Decatur, 30033",2016-08-22,01:03,NA,Emory University
1603435,"Burglary, Second Degree, Non-Forcible Entry",2016-08-19,"1364 Clifton Rd, Atlanta, 30322",2016-08-18,16:30,NA,Emory University
1603434,"Burglary, Second Degree, Non-Forcible Entry",2016-08-19,"1364 Clifton Rd, Atlanta, 30322",2016-08-18,15:00,NA,Emory University
1603414,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-08-17,"1555 Dickey Dr, Atlanta, 30322",2016-08-05,22:30,NA,Emory University
1603399,Theft of Lost or Mislaid Property ($500 or Less),2016-08-16,"1364 Clifton Rd, Atlanta, 30322",2016-08-15,16:19,NA,Emory University
1603396,Stalking (Misdemeanor),2016-08-16,"201 Dowman Dr, Atlanta, 30322",2016-01-15,00:00,NA,Emory University
1603393,Assist DeKalb County Police Dept (Wanted Person Located),2016-08-16,"1804 N Decatur Rd, Atlanta, 30322",2016-08-16,05:03,NA,Emory University
1603382,VGCSA - Possession of Schedule II Substances,2016-08-14,"1364 Clifton Rd, Atlanta, 30322",2016-08-14,10:59,NA,Emory University
1603373,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-08-13,"1364 Clifton Rd, Atlanta, 30322",2016-08-13,11:30,NA,Emory University
1603371,Rape,2016-08-13,"201 Dowman Dr, Atlanta, 30322",2015-08-23,00:00,NA,Emory University
1603370,Rape,2016-08-13,"201 Dowman Dr, Atlanta, 30322",2013-01-01,00:00,NA,Emory University
1603344,Rape,2016-08-12,"201 Dowman Dr, Atlanta, 30322",NA,NA,NA,Emory University
1603337,Entering an Auto,2016-08-12,"1833 Clifton Rd, Atlanta, 30322",2016-08-12,09:55,NA,Emory University
1603324,Simple Battery,2016-08-11,"1364 Clifton Rd, Atlanta, 30322",2016-08-11,19:00,NA,Emory University
1603319,Theft by Shoplifting ($300 or Less),2016-08-11,"1364 Clifton Rd, Atlanta, 30322",2016-08-11,07:20,NA,Emory University
1603310,Entering an Auto,2016-08-10,"1817 Clifton Rd, Atlanta, 30322",2016-08-10,09:00,NA,Emory University
1603304,"Theft by Taking (From Bldg, Valued Over $500)",2016-08-09,"600 Asbury Cir, Atlanta, 30322",2016-08-09,18:20,NA,Emory University
1603298,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-08-09,"1515 Dickey Dr (private), Atlanta, 30322",2016-08-08,16:00,NA,Emory University
1603291,Financial Transaction Card Fraud,2016-08-08,"1711 Uppergate Dr, Atlanta, 30322",2016-03-01,00:01,NA,Emory University
1603273,"Possession, Display, or Use of Another's ID Documents; Person Down--Alcohol, Underage Possession",2016-08-07,"27 Eagle Row, Atlanta, 30322",2016-08-07,03:28,NA,Emory University
1603272,Public Indecency (Misdemeanor),2016-08-06,"1946 Starvine Way, Decatur, 30033",2016-08-06,18:40,NA,Emory University
1603253,Terroristic Threats,2016-08-04,"1365-B Clifton Rd, Atlanta, 30322",2016-08-04,13:00,NA,Emory University
1603237,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-08-03,"2015 Uppergate Dr, Atlanta, 30322",2016-08-03,06:38,NA,Emory University
1603224,Peeping Toms,2016-08-02,"2405 Dooley Dr, Decatur, 30033",2016-08-02,06:55,NA,Emory University
1603219,"Theft by Taking (From Bldg, Valued Over $500)",2016-08-01,"600 Asbury Cir, Atlanta, 30322",2016-08-01,17:30,NA,Emory University
1603216,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-08-01,"1364 Clifton Rd, Atlanta, 30322",2017-08-01,08:00,NA,Emory University
1603213,"Theft by Taking (From Bldg, Valued Over $500)",2016-08-01,"1364 Clifton Rd, Atlanta, 30322",2016-08-01,08:30,NA,Emory University
1603198,Affray,2016-07-30,"1717 Lowergate Dr, Atlanta, 30322",2016-07-30,17:31,NA,Emory University
1603191,Theft of Lost or Mislaid Property ($500 or Less),2016-07-29,"201 Dowman Dr, Atlanta, 30322",2016-07-29,11:15,NA,Emory University
1603189,Arrest: Public Intoxication,2016-07-29,"550 Michael St, Atlanta, 30322",2016-07-29,21:43,NA,Emory University
1603176,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-07-29,"1441 Clifton Rd, Atlanta, 30322",2016-07-28,16:30,NA,Emory University
1603169,"Sexual Battery, Abuse, Neglect, Exploitation of Disabled or Elder",2016-07-28,"1364 Clifton Rd, Atlanta, 30322",2016-06-26,00:00,NA,Emory University
1603168,Theft of Lost or Mislaid Property ($500 or Less),2016-07-28,"1462 Clifton Rd, Atlanta, 30322",2016-07-28,13:40,NA,Emory University
1603161,"Criminal Trespass, Property Damage",2016-07-27,"1945 Starvine Way, Decatur, 30033",2016-07-27,18:47,NA,Emory University
1603160,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-27,"600 Asbury Cir, Atlanta, 30322",2016-07-27,08:30,NA,Emory University
1603159,"Theft by Taking (From Bldg, Valued Over $500)",2016-07-27,"600 Asbury Cir, Atlanta, 30322",2016-07-27,16:15,NA,Emory University
1603146,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-26,"600 Asbury Cir, Atlanta, 30322",2016-07-25,08:30,NA,Emory University
1603137,"Criminal Trespass, Property Damage",2016-07-25,"1365-A Clifton Rd, Atlanta, 30322",2016-07-22,09:30,NA,Emory University
1603133,Affray,2016-07-24,"1364 Clifton Rd, Atlanta, 30322",2016-07-24,12:16,NA,Emory University
1603126,Assist DeKalb County Police Dept (Aggravated Assault),2016-07-23,"1685 N Decatur Rd, Atlanta, 30307",2016-07-23,14:15,NA,Emory University
1603116,Entering an Auto,2016-07-22,"1817 Clifton Rd, Atlanta, 30322",2016-07-22,12:10,NA,Emory University
1603114,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-22,"1365-A Clifton Rd, Atlanta, 30322",2016-07-21,06:30,NA,Emory University
1603093,"Theft by Taking (From Bldg, Valued Over $500)",2016-07-20,"1364 Clifton Rd, Atlanta, 30322",2016-07-20,19:45,NA,Emory University
1603082,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-20,"615 Michael St, Atlanta, 30322",2016-07-15,18:30,NA,Emory University
1603076,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-19,"1364 Clifton Rd, Atlanta, 30322",2016-07-19,13:00,NA,Emory University
1603075,Simple Battery,2016-07-19,"1364 Clifton Rd, Atlanta, 30322",2016-07-19,20:00,NA,Emory University
1603061,"Burglary, Second Degree, Forcible Entry",2016-07-18,"36 Eagle Row, Atlanta, 30322",2016-06-28,11:00,NA,Emory University
1603055,"Burglary, Second Degree, Forcible Entry",2016-07-18,"36 Eagle Row, Atlanta, 30322",2016-06-30,17:00,NA,Emory University
1603031,"Aggravated Stalking, Harassing Communications - Harass, Threaten, or Intimidate",2016-07-15,"1364 Clifton Rd, Atlanta, 30322",2016-07-15,19:00,NA,Emory University
1603028,"Theft by Taking (MV Parts/Accessories, Exterior)",2016-07-15,"1825 Clifton Rd, Atlanta, 30322",2016-07-15,16:05,NA,Emory University
1603027,"Computer Trespass, Computer Forgery",2016-07-15,"201 Dowman Dr, Atlanta, 30322",2016-07-14,14:35,NA,Emory University
1603026,"Harassing Communications - Harass, Threaten, or Intimidate",2016-07-15,"1364 Clifton Rd, Atlanta, 30322",2016-07-15,11:30,NA,Emory University
1603020,"Harassing Communications - Harass, Threaten, or Intimidate",2016-07-14,"1784 N Decatur Rd, Atlanta, 30322",2016-07-14,21:45,NA,Emory University
1603009,"Theft by Taking (Motor Vehicle, Automobile)",2016-07-14,"1364 Clifton Rd, Atlanta, 30322",2016-07-13,22:00,NA,Emory University
1603008,"Arrest for Other Agency (Criminal Damage to Property, Second Degree)",2016-07-13,"1364 Clifton Rd, Atlanta, 30322",2016-07-13,23:30,NA,Emory University
1603001,"Theft by Deception (Over $500), Computer Trespass, Computer Forgery",2016-07-13,"201 Dowman Dr, Atlanta, 30322",2016-07-04,00:00,NA,Emory University
1602991,"Theft by Taking (From Bldg, Valued Over $500)",2016-07-12,"2015 Uppergate Dr, Atlanta, 30322",2016-07-12,13:45,NA,Emory University
1602984,"Theft by Taking (From Bldg, Valued Over $500)",2016-07-11,"600 Asbury Cir, Atlanta, 30322",2016-07-11,17:30,NA,Emory University
1602981,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-11,"600 Asbury Cir, Atlanta, 30322",2016-07-11,16:00,NA,Emory University
1602953,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-09,"4 Eagle Row, Atlanta, 30322",2016-07-06,19:00,NA,Emory University
1602938,"Theft by Taking (From Bldg, Valued Over $500)",2016-07-08,"600 Asbury Cir, Atlanta, 30322",2016-07-08,13:00,NA,Emory University
1602937,"Theft by Taking (From Bldg, Valued Over $500)",2016-07-08,"600 Asbury Cir, Atlanta, 30322",2016-07-08,13:00,NA,Emory University
1602936,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-08,"101 Woodruff Cir, Atlanta, 30322",2016-07-08,11:00,NA,Emory University
1602935,"Theft by Taking (All Other, Value Over $500)",2016-07-08,"1364 Clifton Rd, Atlanta, 30322",2016-07-02,15:00,NA,Emory University
1602934,"Criminal Damage to Property 2d Deg, Over $500",2016-07-08,"900 Peavine Creek Dr, Atlanta, 30322",2016-06-24,12:00,NA,Emory University
1602902,"Criminal Trespass, Property Damage",2016-07-05,"1525 Clifton Rd, Atlanta, 30322",2016-07-01,17:00,NA,Emory University
1602841,Financial Transaction Card Fraud,2016-06-29,"1551 Shoup Ct, Decatur, 30033",2016-06-17,13:44,NA,Emory University
1602809,Entering an Auto,2016-06-26,"1364 Clifton Rd, Atlanta, 30322",2016-06-26,10:00,NA,Emory University
1602805,Theft of Lost or Mislaid Property ($500 or Less),2016-06-26,"605 Asbury Cir, Atlanta, 30322",2016-06-24,12:00,NA,Emory University
1602791,"Theft by Deception (Over $500), Computer Trespass, Identity Fraud (Use of Information)",2016-06-24,"201 Dowman Dr, Atlanta, 30322",2016-06-20,00:00,NA,Emory University
1602763,Entering an Auto,2016-06-22,"1364 Clifton Rd, Atlanta, 30322",2016-06-22,11:30,NA,Emory University
1602762,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-06-22,"600 Asbury Cir, Atlanta, 30322",2016-06-22,18:30,NA,Emory University
1602757,"Arrest: Simple Battery, Theft by Taking (Bicycle, Valued Over $500)",2016-06-22,"1365-A Clifton Rd, Atlanta, 30322",2016-06-22,15:00,NA,Emory University
1602755,Simple Battery,2016-06-22,"1946 Starvine Way, Decatur, 30033",2016-06-21,19:00,NA,Emory University
1602753,Entering an Auto,2016-06-22,"1717 Lowergate Dr, Atlanta, 30322",2016-06-22,06:49,NA,Emory University
1602751,Simple Battery; Obstruction of a Law Enforcement Officer; Person Disoriented or Mentally Ill,2016-06-21,"1946 Starvine Way, Decatur, 30033",2016-06-21,19:03,NA,Emory University
1602749,"Theft by Taking (From Bldg, Valued Over $500)",2016-06-21,"600 Asbury Cir, Atlanta, 30322",2016-06-21,17:00,NA,Emory University
1602744,Simple Battery (Family Violence),2016-06-21,"1670 N Decatur Rd, Atlanta, 30322",2016-06-20,01:00,NA,Emory University
1602735,Entering an Auto,2016-06-19,"1364 Clifton Rd, Atlanta, 30322",2016-06-19,13:53,NA,Emory University
1602726,"Theft by Taking (From Bldg, Valued Over $500)",2016-06-18,"1364 Clifton Rd, Atlanta, 30322",2016-06-18,01:00,NA,Emory University
1602714,"Burglary, Second Degree, Forcible Entry",2016-06-17,"36 Eagle Row, Atlanta, 30322",2016-06-16,20:13,NA,Emory University
1602711,Public Indecency,2016-06-17,"1817 Clifton Rd (parking lot), Atlanta, 30322",2016-06-17,10:15,NA,Emory University
1602701,"Theft by Taking (From Bldg, Valued Over $500)",2016-06-16,"1521 Dickey Dr, Atlanta, 30322",2016-06-16,17:22,NA,Emory University
1602681,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-06-15,"1602 Fishburne Dr, Atlanta, 30322",2016-06-09,14:00,NA,Emory University
1602660,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-06-13,"2425 Dooley Dr, Decatur, 30033",2016-06-12,22:00,NA,Emory University
1602640,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-06-11,"540 Asbury Cir, Atlanta 30322",2016-06-10,18:00,NA,Emory University
1602605,"Burglary, Second Degree, Forcible Entry",2016-06-09,"36 Eagle Row, Atlanta, 30322",2016-05-26,17:00,NA,Emory University
1602597,Stalking (Misdemeanor),2016-06-08,"1364 Clifton Rd, Atlanta, 30322",2016-06-08,15:29,NA,Emory University
1602586,Simple Battery,2016-06-07,"1711 Uppergate Dr, Atlanta, 30322",2016-06-06,14:00,NA,Emory University
1602575,Unauthorized persons entering vacant buildings,2016-06-06,"1260 Briarcliff Rd, Atlanta, 30322",2016-06-06,20:49,NA,Emory University
1602551,"Exploiting disabled adults, elders, or residents, Burglary, First Degree, Non-Forcible Entry",2016-06-03,"1825 Clifton Rd, Atlanta, 30322",2016-05-25,12:00,NA,Emory University
1602547,"Theft by Taking (From Bldg, Valued Over $500)",2016-06-03,"600 Asbury Cir, Atlanta, 30322",2016-06-02,22:00,NA,Emory University
1602544,"Theft by Taking (From Bldg, Valued Over $500)",2016-06-03,"2 Eagle Row, Atlanta, 30322",2016-06-02,07:00,NA,Emory University
1602535,Theft of Lost or Mislaid Property ($500 or Less),2016-06-02,"1711 Uppergate Dr, Atlanta, 30322",2016-05-31,18:55,NA,Emory University
1602521,Arrest: Driving Without a License,2016-06-01,"N Decatur Rd, Atlanta, 30307",2016-06-01,17:00,NA,Emory University
1602520,Harassing Communications,2016-06-01,"1880 Johnson Rd, Atlanta, 30322",2016-06-01,11:00,NA,Emory University
1602519,Stalking (Misdemeanor),2016-06-01,"1364 Clifton Rd, Atlanta, 30322",2016-02-01,00:00,NA,Emory University
1602499,"Theft by Taking (From Bldg, Valued Over $500)",2016-05-31,"1711 Uppergate Dr, Atlanta, 30322",2016-05-27,16:28,NA,Emory University
1602464,"Computer Trespass, Identity Fraud (Use of Information)",2016-05-27,"201 Dowman Dr, Atlanta, 30322",2016-05-20,00:01,NA,Emory University
1602450,"Arrest for Other Agency (Probation Violation, Gwinnett County Sheriff's Office)",2016-05-26,"1365-A Clifton Rd, Atlanta, GA 30322",2016-05-26,11:20,NA,Emory University
1602436,Computer Forgery,2016-05-25,"1599 Clifton Rd, Atlanta, 30322",2016-05-25,00:00,NA,Emory University
1602433,Computer Forgery,2016-05-25,"1364 Clifton Rd, Atlanta, 30322",2016-05-25,08:50,NA,Emory University
1602427,Computer Forgery,2016-05-25,"615 Michael St, Atlanta, 30322",2016-05-20,08:00,NA,Emory University
1602423,Stalking (Misdemeanor),2016-05-25,"Andrews Cir, Atlanta, 30322",2016-05-25,04:38,NA,Emory University
1602408,Simple Battery,2016-05-23,"1364 Clifton Rd, Atlanta, 30322",2016-05-23,13:20,NA,Emory University
1602402,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-05-22,"1364 Clifton Rd, Atlanta, 30322",2016-05-21,17:30,NA,Emory University
1602358,"Criminal Trespass, Property Damage",2016-05-19,"1463 Clifton Rd, Atlanta, 30322",2016-05-17,10:00,NA,Emory University
1602355,"Burglary, First Degree, Non-Forcible Entry",2016-05-18,"1615 Clifton Rd, Atlanta, 30322",2016-05-08,17:00,NA,Emory University
1602353,Identity Fraud (Use of Information),2016-05-18,"1364 Clifton Rd, Atlanta, 30322",2015-10-17,00:00,NA,Emory University
1602344,Entering an Auto,2016-05-17,"1364 Clifton Rd, Atlanta, 30322",2016-05-17,07:30,NA,Emory University
1602337,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-05-16,"1364 Clifton Rd, Atlanta, 30322",2016-05-16,08:30,NA,Emory University
