case_number,date_reported,time_reported,date_occurred,time_occurred,location,incident,university
CFS18-12-09-013954,2018-12-09,15:19,NA,NA,SOUTH GREEN DR Common Name: PARKING LOT 132,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-12-09-013957,2018-12-09,16:00,NA,NA,45 EAST GREEN STREET Common Name: LINCOLN HALL,FIRE ALARM,Ohio University
CFS18-12-09-013960,2018-12-09,17:45,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-09-013961,2018-12-09,18:04,NA,NA,"Common Name: WEST GREEN DRIVE, ATHENS, OH 45701",TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03,Ohio University
CFS18-12-09-013962,2018-12-09,18:17,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE, ATHENS, OH 45701",TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS18-12-09-013964,2018-12-09,18:50,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: WALTER HALL, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-12-09-013966,2018-12-09,19:22,NA,NA,"58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS18-12-09-013970,2018-12-09,22:34,NA,NA,"98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: 2ND FLOOR, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-09-013973,2018-12-09,23:12,NA,NA,Common Name: UNION STREET Location Detail: @ SHAFER STREET,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-09-013974,2018-12-09,23:27,NA,NA,"Common Name: SHAFER STREET Location Detail: & WEST STATE ST, ATHENS, OH 45701",TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,Ohio University
CFS18-12-10-013976,2018-12-10,00:57,NA,NA,Common Name: FACTORY STREET Location Detail: & STATION STREET,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS18-12-10-013979,2018-12-10,01:28,2018-12-10,01:28,45 EAST GREEN STREET Common Name: LINCOLN HALL Location Detail: ROOM 118,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-10-013980,2018-12-10,01:47,NA,NA,"Common Name: COURT STREET Location Detail: @UNION STREET, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-10-013984,2018-12-10,05:03,2018-12-10,05:03,"Common Name: CENTRAL CLASSROOM BLDG, ATHENS, OH 45701",POSSESSION OF DRUG PARAPHERNALIA,Ohio University
CFS18-12-10-014003,2018-12-10,14:27,NA,NA,"MCCRACKEN SIDE - STEWART STREET Common Name: PARKING LOT 44, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-12-10-014012,2018-12-10,16:41,2018-12-10,16:41,"340 WEST STATE STREET Common Name: INNOVATION CENTER Location Detail: 226, ATHENS, OH 45701",LARCENY-THEFT THEFT - FROM BUILDINGS - FELONY 2913.02,Ohio University
CFS18-12-10-014015,2018-12-10,19:12,NA,NA,"57 EAST GREEN DRIVE Common Name: PERKINS HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-10-014016,2018-12-10,19:57,NA,NA,"Common Name: WEST GREEN DRIVE, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-12-10-014017,2018-12-10,19:59,2018-12-10,19:59,"RIVERSIDE DRIVE Common Name: PARKING LOT 145, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS18-12-10-014019,2018-12-10,20:08,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: TANAKA, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS18-12-10-014024,2018-12-10,22:56,2018-12-10,22:56,"Common Name: MUSIC BUILDING (GLIDDEN HALL), ATHENS, OH 45701",POSSESSION OF DRUG PARAPHERNALIA,Ohio University
CFS18-12-11-014027,2018-12-11,00:46,NA,NA,"133 SOUTH GREEN DRIVE Common Name: DOUGAN HOUSE, ATHENS, OH 45701",NOISE COMPLAINT,Ohio University
CFS18-12-11-014043,2018-12-11,10:00,NA,NA,"E CIRCLE DR Common Name: RIDGES BUILDING 14, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-11-014044,2018-12-11,10:27,NA,NA,"71 SOUTH GREEN DRIVE Common Name: CRAWFORD HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-11-014054,2018-12-11,14:15,2018-12-11,14:15,"Common Name: MORTON HALL, ATHENS, OH 45701",FICTITIOUS/ALTERED ID,Ohio University
CFS18-12-11-014059,2018-12-11,15:46,NA,NA,Common Name: MAIN CAMPUS/COLLEGE GREEN,ANIMAL COMPLAINT,Ohio University
CFS18-12-11-014063,2018-12-11,17:15,2018-12-11,17:15,"Common Name: T.B. MEMORIAL AUDITORIUM Location Detail: CONCERT, ATHENS, OH 45701",EDC DEPLOYMENT,Ohio University
CFS18-12-11-014066,2018-12-11,18:09,NA,NA,"71 SOUTH GREEN DRIVE Common Name: CRAWFORD HALL Location Detail: 1ST FLOOR LAUNDRY ROOM, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-11-014068,2018-12-11,20:36,2018-12-11,20:36,Common Name: UNION STREET Location Detail: AT SR 682,TRAFFIC FICTITIOUS LICENSE PLATE 4549.08A,Ohio University
CFS18-12-11-014069,2018-12-11,20:41,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: ACROSS FROM DOUGAN HOUSE, ATHENS, OH 45701",NOISE COMPLAINT,Ohio University
CFS18-12-11-014074,2018-12-11,22:44,2018-12-11,22:44,"135 SOUTH GREEN DRIVE Common Name: EWING HOUSE Location Detail: CAT WALK, ATHENS, OH 45701",ASSAULT OFFENSES,Ohio University
CFS18-12-12-014080,2018-12-12,01:04,NA,NA,"Common Name: STEWART STREET, ATHENS, OH 45701",NOISE COMPLAINT,Ohio University
CFS18-12-12-014094,2018-12-12,10:01,NA,NA,"RICHLAND AVENUE Common Name: GROVER CENTER Location Detail: E168  (740-608-7049), ATHENS, OH 45701",EMERGENCY CALL,Ohio University
CFS18-12-12-014096,2018-12-12,11:11,2018-12-12,11:11,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: PERRY/ATHENS COUNTY LINE,OPERATIONS OUTSTANDING WARRANTS,Ohio University
CFS18-12-12-014097,2018-12-12,11:42,NA,NA,48 EAST GREEN STREET Common Name: READ HALL Location Detail: ROOF,ANIMAL COMPLAINT,Ohio University
CFS18-12-12-014098,2018-12-12,13:08,NA,NA,"95 Common Name: CONVOCATION CENTER Location Detail: ROOM 363, ATHENS, OH 45701",NOISE COMPLAINT,Ohio University
CFS18-12-12-014099,2018-12-12,13:14,NA,NA,Common Name: GENERAL CAMPUS LOCATION,EMERGENCY CALL,Ohio University
CFS18-12-12-014100,2018-12-12,13:15,NA,NA,"1 PARK PLACE Common Name: BAKER UNIVERSITY CENTER Location Detail: GUEST SERVICES, ATHENS, OH 45701",RECOVERED PROPERTY,Ohio University
CFS18-12-12-014101,2018-12-12,13:34,NA,NA,"1 PARK PLACE Common Name: BAKER UNIVERSITY CENTER Location Detail: 3RD FLOOR OUTSIDE OF ROOM 333, ATHENS, OH 45701",EMERGENCY CALL,Ohio University
CFS18-12-12-014110,2018-12-12,17:15,NA,NA,"Common Name: SCHOONOVER CENTER Location Detail: ROOM 230, ATHENS, OH 45701",EMERGENCY CALL,Ohio University
CFS18-12-12-014119,2018-12-12,23:56,2018-12-12,23:56,"Common Name: RICHLAND AVENUE Location Detail: AT BOBCAT LANE, ATHENS, OH 45701",TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS18-12-13-014120,2018-12-13,01:04,2018-12-13,01:04,"Common Name: RICHLAND AVENUE Location Detail: AT BOBCAT LANE, ATHENS, OH 45701",TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS18-12-13-014129,2018-12-13,09:28,NA,NA,"Common Name: SCHOONOVER CENTER Location Detail: EQUIPMENT ROOM, RTV 115, ATHENS, OH 45701",LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS18-12-13-014134,2018-12-13,14:55,2018-12-13,14:55,Common Name: PARKING LOT 111 Location Detail: CLOSER TO STOCKER,TRAFFIC CRASH,Ohio University
CFS18-12-13-014136,2018-12-13,15:04,NA,NA,"Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: 3050 GLENFINNAN DR, ALBANY",EDC DEPLOYMENT,Ohio University
CFS18-12-13-014137,2018-12-13,15:37,2018-12-13,15:37,"30 PARK PLACE Common Name: ALDEN LIBRARY, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-13-014138,2018-12-13,15:55,NA,NA,"Common Name: BENTLEY HALL Location Detail: DOORWAY FACING COPELAND, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS18-12-13-014141,2018-12-13,17:05,2018-12-13,17:05,"100 WEST GREEN DRIVE Common Name: BOYD HALL Location Detail: ROOM 225, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-13-014147,2018-12-13,19:42,2018-12-13,19:42,"59 EAST GREEN DRIVE Common Name: SHIVELY HALL, ATHENS, OH 45701",FICTITIOUS/ALTERED ID,Ohio University
CFS18-12-13-014148,2018-12-13,20:58,2018-12-13,20:58,Common Name: WEST GREEN,LARCENY-THEFT THEFT - ALL OTHER 2913,Ohio University
CFS18-12-14-014152,2018-12-14,00:14,NA,NA,Common Name: WASHINGTON STREET Location Detail: & CONGRESS,TRAFFIC FAIL TO TRANSFER REGISTRATION 4503.12,Ohio University
CFS18-12-14-014156,2018-12-14,01:07,NA,NA,"Common Name: MORTON HALL, ATHENS, OH 45701",DISORDERLY CONDUCT OFFENSES,Ohio University
CFS18-12-14-014169,2018-12-14,10:01,NA,NA,"Common Name: 1804 WAY Location Detail: AT MILL ST, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-12-14-014170,2018-12-14,10:29,2018-12-14,10:29,"Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: MINFORD, SCIOTO COUNTY",EDC DEPLOYMENT,Ohio University
CFS18-12-14-014174,2018-12-14,11:51,2018-12-14,11:51,"28 N MCKINLEY AVENUE Common Name: PICKERING HALL Location Detail: BIKE RACK, ATHENS, OH 45701",LARCENY-THEFT THEFT - BICYCLES 2913,Ohio University
CFS18-12-14-014185,2018-12-14,18:27,2018-12-14,18:27,"35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: ROOM 622, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS18-12-14-014186,2018-12-14,18:51,2018-12-14,18:51,"97 SOUTH GREEN DRIVE Common Name: CARR HALL Location Detail: ROOM 353, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS18-12-14-014188,2018-12-14,19:31,2018-12-14,19:31,"121 SOUTH GREEN DRIVE Common Name: TANAKA HALL Location Detail: 365, ATHENS, OH 45701",POSSESSION OF DRUG PARAPHERNALIA,Ohio University
CFS18-12-14-014189,2018-12-14,19:57,NA,NA,"35 SOUTH CONGRESS Common Name: BROMLEY HALL, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS18-12-14-014190,2018-12-14,20:28,2018-12-14,20:28,"95 Common Name: CONVOCATION CENTER Location Detail: ROOM 307, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS18-12-14-014196,2018-12-14,23:53,NA,NA,"Common Name: RICHLAND AVENUE Location Detail: JUST PAST SHAFER, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-14-014197,2018-12-14,23:59,2018-12-14,23:59,"Common Name: RICHLAND AVENUE Location Detail: OU INN, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-15-014198,2018-12-15,00:50,NA,NA,"Common Name: CONGRESS STREET Location Detail: & UNION STREET, ATHENS, OH 45701",TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,Ohio University
CFS18-12-15-014199,2018-12-15,01:31,NA,NA,Common Name: MILL STREET Location Detail: MILL @ ELLIOTT,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS18-12-15-014208,2018-12-15,09:53,2018-12-15,09:53,"121 SOUTH GREEN DRIVE Common Name: TANAKA HALL Location Detail: ROOM 165, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS18-12-15-014210,2018-12-15,10:00,2018-12-15,10:00,"95 Common Name: CONVOCATION CENTER Location Detail: COMMENCEMENT, ATHENS, OH 45701",EDC DEPLOYMENT,Ohio University
CFS18-12-15-014213,2018-12-15,12:00,NA,NA,"104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN Location Detail: ROOM 450, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-15-014215,2018-12-15,13:19,NA,NA,22 N MCKINLEY AVENUE Common Name: BROWN HALL Location Detail: ROOM 215,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-15-014218,2018-12-15,16:20,2018-12-15,16:20,"95 Common Name: CONVOCATION CENTER, ATHENS, OH 45701",TRESPASSING OFFENSES,Ohio University
CFS18-12-15-014230,2018-12-15,20:30,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT RICHLAND AVE, ATHENS, OH 45701",TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,Ohio University
CFS18-12-16-014241,2018-12-16,10:24,2018-12-16,10:24,OXBOW TRAIL Common Name: PARKING LOT 122 Location Detail: LOWER BAKER,TRAFFIC CRASH,Ohio University
CFS18-12-16-014248,2018-12-16,19:37,NA,NA,"97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: BRIDGE AREA NEAR OSTEOPATHIC MEDICINE, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-16-014249,2018-12-16,20:43,NA,NA,Common Name: HOSPITAL DRIVE,TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,Ohio University
CFS18-12-16-014250,2018-12-16,21:12,NA,NA,N MCKINLEY AVENUE Common Name: N MCKINLEY AVENUE,TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32,Ohio University
CFS18-12-17-014260,2018-12-17,06:43,2018-12-17,06:43,Common Name: LIBRARY ANNEX Location Detail: PARKING LOT,BURGLARY OFFENSES,Ohio University
CFS18-12-17-014272,2018-12-17,12:26,2018-12-17,12:26,Common Name: GENERAL CAMPUS LOCATION,THREAT ASSESSMENT,Ohio University
CFS18-12-18-014293,2018-12-18,10:32,NA,NA,"1 PARK PLACE Common Name: BAKER UNIVERSITY CENTER Location Detail: ROOM 339B 740-608-1607, ATHENS, OH 45701",EMERGENCY CALL,Ohio University
CFS18-12-18-014298,2018-12-18,15:15,NA,NA,"PRESIDENT ST. Common Name: BENTLEY ANNEX, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-18-014303,2018-12-18,19:26,NA,NA,"97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: 1ST FLOOR NEAR ROOM 110, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-19-014309,2018-12-19,00:55,NA,NA,"Common Name: RICHLAND AVENUE Location Detail: UNDER CONVOCATION CENTER, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-12-19-014312,2018-12-19,01:11,NA,NA,"Common Name: COURT STREET Location Detail: & CARPENTER STREET, ATHENS, OH 45701",TRAFFIC SIGNALING STOPS/TURNS 4511.39,Ohio University
CFS18-12-19-014323,2018-12-19,09:48,NA,NA,"Common Name: SOUTH PARK DRIVE Location Detail: & 161 HORSEBARN LANE, ATHENS, OH 45701",EMERGENCY CALL,Ohio University
CFS18-12-19-014325,2018-12-19,10:56,NA,NA,"101 EAST UNION Common Name: JEFFERSON HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-20-014355,2018-12-20,10:25,NA,NA,"Common Name: DEPOT STREET Location Detail: @ UNION STREET, ATHENS, OH 45701",TRAFFIC FAILURE TO YIELD - DRIVEWAY OR LOT 4511.44,Ohio University
CFS18-12-20-014360,2018-12-20,13:06,NA,NA,"RICHLAND AVENUE Common Name: GROVER CENTER Location Detail: W181, ATHENS, OH 45701",EMERGENCY CALL,Ohio University
CFS18-12-20-014369,2018-12-20,18:32,NA,NA,"Common Name: SHAFER STREET Location Detail: RICHLAND AVE, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-21-014401,2018-12-21,20:50,NA,NA,"47 EAST GREEN STREET Common Name: JOHNSON HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-21-014403,2018-12-21,21:33,NA,NA,"51 EAST GREEN STREET Common Name: BIDDLE HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-21-014404,2018-12-21,22:11,NA,NA,Common Name: WASHINGTON STREET,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-21-014405,2018-12-21,22:35,NA,NA,Common Name: WASHINGTON STREET Location Detail: AT CONGRESS,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-21-014407,2018-12-21,23:41,NA,NA,"S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-22-014422,2018-12-22,17:58,NA,NA,"Common Name: SCRIPPS HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-22-014425,2018-12-22,20:34,NA,NA,"Common Name: RICHLAND AVENUE Location Detail: AT THE CONVO, ATHENS, OH 45701",TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,Ohio University
CFS18-12-22-014427,2018-12-22,23:08,NA,NA,"RUFUS DR Common Name: RUFUS DRIVE Location Detail: AT SOUTH GREEN DRIVE, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS18-12-22-014429,2018-12-22,23:44,2018-12-22,23:44,"Common Name: STATE ROUTE 682 Location Detail: @ROUNDABOUT, ATHENS, OH 45701",INTOXICATED PERSON,Ohio University
CFS18-12-23-014448,2018-12-23,23:34,NA,NA,"Common Name: RICHLAND AVENUE Location Detail: AT SOUTH GREEN DRIVE, ATHENS, OH 45701",TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,Ohio University
CFS18-12-24-014469,2018-12-24,23:38,NA,NA,"Common Name: RICHLAND AVENUE Location Detail: AT RTECH, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-25-014479,2018-12-25,13:21,NA,NA,"34 SOUTH COLLEGE STREET Common Name: VOIGT HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-25-014485,2018-12-25,18:12,NA,NA,"Common Name: RICHLAND AVENUE Location Detail: AT WEST GREEN DRIVE, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS18-12-26-014499,2018-12-26,07:30,NA,NA,"88 UNIVERSITY TERRACE Common Name: OHIO UNIVERSITY POLICE DEPT, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-26-014500,2018-12-26,08:59,NA,NA,"18 N MCKINLEY AVENUE Common Name: MACKINNON HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-27-014526,2018-12-27,12:41,NA,NA,"34 SOUTH COLLEGE STREET Common Name: VOIGT HALL Location Detail: ROOM 212 HEAT DETECTOR, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-28-014541,2018-12-28,00:29,NA,NA,"Common Name: SHAFER STREET Location Detail: & RICHLAND AVE., ATHENS, OH 45701",TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS18-12-29-014568,2018-12-29,01:19,NA,NA,Common Name: UNION STREET Location Detail: & CONGRESS STREET,TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS18-12-29-014569,2018-12-29,01:31,NA,NA,"Common Name: CONGRESS STREET Location Detail: &UNION STREET, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-29-014576,2018-12-29,09:33,NA,NA,"S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-29-014585,2018-12-29,18:38,NA,NA,"Common Name: STIMSON AVENUE, ATHENS, OH 45701",TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,Ohio University
CFS18-12-29-014588,2018-12-29,20:26,2018-12-29,20:26,"Common Name: RICHLAND AVENUE Location Detail: NEAR SPEEDWAY, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-30-014592,2018-12-30,00:32,NA,NA,"Common Name: RICHLAND AVENUE Location Detail: @SR 682 ROUND ABOUT, ATHENS, OH 45701",TRAFFIC SIGNALING STOPS/TURNS 4511.39,Ohio University
CFS18-12-30-014593,2018-12-30,00:57,2018-12-30,00:57,Common Name: UNION STREET Location Detail: NEAR SHAFER STREET,OPERATING A VEHICLE UNDER THE INFLUENCE,Ohio University
CFS18-12-30-014600,2018-12-30,12:00,2018-12-30,12:00,"95 Common Name: CONVOCATION CENTER Location Detail: FIU BASKETBALL GAME, ATHENS, OH 45701",EDC DEPLOYMENT,Ohio University
CFS18-12-30-014609,2018-12-30,19:42,2018-12-30,19:42,"Common Name: STATE ROUTE 682, ATHENS, OH 45701",TRAFFIC DRIVING UNDER LICENSE FORFEITURE SUSPENSION 4510.22,Ohio University
CFS18-12-30-014611,2018-12-30,21:45,NA,NA,"Common Name: DAIRY LANE, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS18-12-30-014612,2018-12-30,22:59,2018-12-30,22:59,"Common Name: CONGRESS STREET Location Detail: @W. UNION STREET, ATHENS, OH 45701",TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS18-12-30-014615,2018-12-30,23:00,NA,NA,Common Name: UNION STREET Location Detail: @WUSOC,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-31-014628,2018-12-31,19:07,2018-12-31,19:07,"35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: CONGRESS ST DOORS, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS18-12-31-014629,2018-12-31,21:09,2018-12-31,21:09,Common Name: UNION STREET Location Detail: AT SEAMAN'S GROCERY,TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03,Ohio University
CFS18-12-31-014631,2018-12-31,21:36,NA,NA,Common Name: UNION STREET Location Detail: AT BLUE LINE DRIVE TO OUPD,TRANSPORT,Ohio University
CFS18-12-31-014635,2018-12-31,23:25,NA,NA,Common Name: MILL STREET Location Detail: @COLLEGE STREET,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
Total Records: 903,NA,NA,NA,NA,NA,NA,Ohio University
CFS19-10-01-010772,2019-10-01,10:38,2019-10-01,10:38,Common Name: MAIL SERVICES,EDC DEPLOYMENT,Ohio University
CFS19-10-01-010774,2019-10-01,11:51,2019-10-01,11:51,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: BUCKEYE HILLS CAREER CENTER,EDC DEPLOYMENT,Ohio University
CFS19-10-01-010779,2019-10-01,14:32,2019-10-01,14:32,"Common Name: COLLEGE STREET Location Detail: AT E WASHINGTON STREET, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS19-10-01-010780,2019-10-01,14:42,2019-09-27,11:30,"71 SOUTH GREEN DRIVE Common Name: CRAWFORD HALL Location Detail: BICYCLE RACK, ATHENS, OH 45701",LARCENY-THEFT THEFT - BICYCLES 2913,Ohio University
CFS19-10-01-010783,2019-10-01,15:28,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT RUFUS, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS19-10-01-010785,2019-10-01,15:40,2019-10-01,15:40,136 SOUTH GREEN DRIVE Common Name: HOOVER HOUSE Location Detail: ROOM 217,THEFT OFFENSE,Ohio University
CFS19-10-01-010786,2019-10-01,15:46,2019-10-01,15:46,Common Name: PARKING LOT 114 Location Detail: BEHIND PARKS HALL,PROPERTY DAMAGE,Ohio University
CFS19-10-01-010787,2019-10-01,16:00,NA,NA,"3 Common Name: MUCK BUSINESS ANNEX Location Detail: ROOM 318, ATHENS, OH 45701",EMERGENCY CALL,Ohio University
CFS19-10-01-010788,2019-10-01,16:15,2019-10-01,16:15,OXBOW TRAIL Common Name: PARKING LOT 122 Location Detail: COMPACT CAR PARKING AREA,TRAFFIC CRASH,Ohio University
CFS19-10-01-010793,2019-10-01,17:45,2019-10-01,17:45,"Common Name: T.B. MEMORIAL AUDITORIUM, ATHENS, OH 45701",EDC DEPLOYMENT,Ohio University
CFS19-10-02-010817,2019-10-02,08:00,2019-10-01,21:02,"SOUTH GREEN DRIVE Common Name: ADAMS HALL Location Detail: HANDICAP DOOR, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS19-10-02-010824,2019-10-02,11:37,2019-10-02,11:37,"Common Name: UNIVERSITY TERRACE Location Detail: CONSTRUCTION AREA/ROAD CLOSED, ATHENS, OH 45701",TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS19-10-02-010825,2019-10-02,13:09,2019-10-02,13:09,"1 PARK PLACE Common Name: BAKER UNIVERSITY CENTER Location Detail: 1ST FLOOR BICYCLE RACK, ATHENS, OH 45701",LARCENY-THEFT THEFT - BICYCLES 2913,Ohio University
CFS19-10-02-010827,2019-10-02,13:41,2019-10-02,13:41,"Common Name: COURT STREET Location Detail: LINDLEY HALL, ATHENS, OH 45701",VIOLATION OF PROTECTION ORDER,Ohio University
CFS19-10-02-010828,2019-10-02,14:00,2019-10-02,11:14,"Common Name: COURT STREET Location Detail: AT LINDLEY HALL, ATHENS, OH 45701",ASSAULT OFFENSES,Ohio University
