case_number,date_reported,time_reported,incident,location,university,date_occurred,time_occurred
1800100627,2018-11-09,21:11,FIRE,VARSITY DRIVE BUILDING,University of Michigan-Ann Arbor,NA,NA
1800100624,2018-11-09,21:07,LARCENY,MASON HALL,University of Michigan-Ann Arbor,NA,NA
1800100564,2018-11-09,16:57,LARCENY,FLETCHER ST PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800100550,2018-11-09,15:53,LARCENY,KELLOGG W K EYE CENTER,University of Michigan-Ann Arbor,NA,NA
1800100543,2018-11-09,15:21,LARCENY,NA,University of Michigan-Ann Arbor,NA,NA
1800100521,2018-11-09,13:58,LARCENY,NA,University of Michigan-Ann Arbor,NA,NA
1800100493,2018-11-09,12:03,ASSAULT OR BATTERY,NA,University of Michigan-Ann Arbor,NA,NA
1800100466,2018-11-09,10:17,CRIMINAL SEXUAL CONDUCT,NA,University of Michigan-Ann Arbor,NA,NA
1800100397,2018-11-09,05:47,DRUG VIOLATION - VCSA,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800100367,2018-11-09,02:51,MINOR IN POSSESSION,COUZENS HALL,University of Michigan-Ann Arbor,NA,NA
1800100360,2018-11-09,02:26,MINOR IN POSSESSION,NA,University of Michigan-Ann Arbor,NA,NA
1800100358,2018-11-09,02:17,MINOR IN POSSESSION,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800100355,2018-11-09,02:06,MINOR IN POSSESSION,NA,University of Michigan-Ann Arbor,NA,NA
1800100351,2018-11-09,02:01,MINOR IN POSSESSION,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800100347,2018-11-09,01:49,TRESPASS,SHAPIRO HAROLD T AND VIVIAN B LIBRARY,University of Michigan-Ann Arbor,NA,NA
1800100346,2018-11-09,01:47,TRESPASS,ANGELL HALL,University of Michigan-Ann Arbor,NA,NA
1800100898,2018-11-10,22:49,MINOR IN POSSESSION,STOCKWELL,University of Michigan-Ann Arbor,NA,NA
1800100888,2018-11-10,22:08,ORDINANCE VIOLATION - OTHER,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800100849,2018-11-10,16:50,DRUG VIOLATION - VCSA,NA,University of Michigan-Ann Arbor,NA,NA
1800100829,2018-11-10,15:02,CRIMES NOT CATEGORIZED,CAMPUS SAFETY SERVICES BUILDING,University of Michigan-Ann Arbor,NA,NA
1800100817,2018-11-10,14:21,TRESPASS,HATCHER H NORTH GRADUATE LIBRARY,University of Michigan-Ann Arbor,NA,NA
1800100813,2018-11-10,13:51,LARCENY,CENTRAL CAMPUS REC BLD BELL MARGARET POOL,University of Michigan-Ann Arbor,NA,NA
1800100811,2018-11-10,13:46,BURGLARY OF ALL TYPES - RESIDENT,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800100799,2018-11-10,12:50,DRUG VIOLATION - VCSA,NA,University of Michigan-Ann Arbor,NA,NA
1800100707,2018-11-10,02:19,DRUG VIOLATION - VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800100694,2018-11-10,01:39,MINOR IN POSSESSION,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800100686,2018-11-10,01:20,DISORDERLY CONDUCT,HILL ST PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800100676,2018-11-10,00:40,WEAPONS OFFENSE,MARKLEY MARY,University of Michigan-Ann Arbor,NA,NA
1800101079,2018-11-11,16:00,LARCENY,NA,University of Michigan-Ann Arbor,NA,NA
1800101057,2018-11-11,13:58,CRIMES NOT CATEGORIZED,CAMPUS SAFETY SERVICES BUILDING,University of Michigan-Ann Arbor,NA,NA
1800100952,2018-11-11,03:00,MINOR IN POSSESSION,STOCKWELL,University of Michigan-Ann Arbor,NA,NA
1800100945,2018-11-11,02:34,MINOR IN POSSESSION,NA,University of Michigan-Ann Arbor,NA,NA
1800100936,2018-11-11,02:10,MINOR IN POSSESSION,NORTHWOOD III,University of Michigan-Ann Arbor,NA,NA
1800101528,2018-11-12,22:26,LARCENY,NA,University of Michigan-Ann Arbor,NA,NA
1800101517,2018-11-12,21:45,DRUG VIOLATION - VCSA,NORTH QUADRANGLE RESIDENTIAL AND ACADEMIC COMPLEX,University of Michigan-Ann Arbor,NA,NA
1800101402,2018-11-12,14:54,LARCENY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800101290,2018-11-12,09:10,LARCENY,MOTT CHILDRENS VON VOIGTLANDER WOMENS HOSPITALS,University of Michigan-Ann Arbor,NA,NA
1800101272,2018-11-12,08:38,WEAPONS OFFENSE,NA,University of Michigan-Ann Arbor,NA,NA
1800101247,2018-11-12,07:36,LARCENY,CRISLER CENTER,University of Michigan-Ann Arbor,NA,NA
1800101187,2018-11-12,01:22,LARCENY,LOT M10,University of Michigan-Ann Arbor,NA,NA
1800101179,2018-11-12,00:35,TRESPASS,NA,University of Michigan-Ann Arbor,NA,NA
1800101916,2018-11-13,22:30,DRUG VIOLATION - VCSA,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800101761,2018-11-13,13:47,FRAUDULENT ACTIVITY,FLEMING,University of Michigan-Ann Arbor,NA,NA
1800101742,2018-11-13,12:37,CRIMES NOT CATEGORIZED,UNIVERSITY OF MICHIGAN,University of Michigan-Ann Arbor,NA,NA
1800101717,2018-11-13,11:53,LARCENY,CANTON HEALTH CENTER,University of Michigan-Ann Arbor,NA,NA
1800101662,2018-11-13,09:23,PROPERTY DAMAGE - MDOP,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800102163,2018-11-14,15:41,TRESPASS,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800102158,2018-11-14,15:29,LARCENY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800102155,2018-11-14,15:20,FRAUDULENT ACTIVITY,LITERATURE SCIENCE AND THE ARTS,University of Michigan-Ann Arbor,NA,NA
1800102136,2018-11-14,14:43,FRAUDULENT ACTIVITY,SHAPIRO HAROLD T AND VIVIAN B LIBRARY,University of Michigan-Ann Arbor,NA,NA
1800102132,2018-11-14,14:17,FRAUDULENT ACTIVITY,RANDALL HARRISON M LABORATORY,University of Michigan-Ann Arbor,NA,NA
1800102130,2018-11-14,14:15,LARCENY,PERRY BUILDING,University of Michigan-Ann Arbor,NA,NA
1800101933,2018-11-14,00:31,DRUG VIOLATION - VCSA,NORTH QUADRANGLE RESIDENTIAL AND ACADEMIC COMPLEX,University of Michigan-Ann Arbor,NA,NA
1800101930,2018-11-14,00:05,DRUG VIOLATION - VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800102642,2018-11-15,22:30,DRUG VIOLATION - VCSA,BAITS VERA,University of Michigan-Ann Arbor,NA,NA
1800102544,2018-11-15,16:12,LARCENY,BIOLOGICAL SCIENCE BUILDING,University of Michigan-Ann Arbor,NA,NA
1800102543,2018-11-15,16:10,LARCENY,CENTRAL CAMPUS REC BLD BELL MARGARET POOL,University of Michigan-Ann Arbor,NA,NA
1800102516,2018-11-15,15:05,DISORDERLY CONDUCT,KELLOGG W K EYE CENTER,University of Michigan-Ann Arbor,NA,NA
1800102485,2018-11-15,13:19,ASSAULT OR BATTERY - IP,NA,University of Michigan-Ann Arbor,NA,NA
1800102467,2018-11-15,12:20,ORDINANCE VIOLATION - OTHER,MED CTR N ENTRANCE PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800102457,2018-11-15,11:56,LARCENY,NA,University of Michigan-Ann Arbor,NA,NA
1800102379,2018-11-15,08:08,PROPERTY DAMAGE - MDOP,NA,University of Michigan-Ann Arbor,NA,NA
1800103014,2018-11-16,22:52,DOMESTIC ASSAULT,NA,University of Michigan-Ann Arbor,NA,NA
1800102978,2018-11-16,20:03,LARCENY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800102917,2018-11-16,16:33,LARCENY,LAWYERS CLUB AND MUNGER CHARLES T RESIDENCES,University of Michigan-Ann Arbor,NA,NA
1800102885,2018-11-16,15:16,LARCENY,LIFE SCIENCES INSTITUTE BUILDING,University of Michigan-Ann Arbor,NA,NA
1800102862,2018-11-16,14:15,TRESPASS,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800102844,2018-11-16,13:27,LARCENY,ROSS SCHOOL OF BUSINESS BUILDING,University of Michigan-Ann Arbor,NA,NA
1800102841,2018-11-16,13:22,PROPERTY DAMAGE - MDOP,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800102749,2018-11-16,08:55,PROPERTY DAMAGE - MDOP,NORTH CAMPUS RESEARCH COMPLEX BUILDING 73,University of Michigan-Ann Arbor,NA,NA
1800102720,2018-11-16,06:48,PROPERTY DAMAGE - MDOP,HILL ST PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800102663,2018-11-16,00:08,ASSAULT OR BATTERY,LOT NC27,University of Michigan-Ann Arbor,NA,NA
1800103412,2018-11-18,00:00,DRUG VIOLATION - VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800103402,2018-11-17,22:51,MINOR IN POSSESSION,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800103370,2018-11-17,20:32,OBSTRUCTING JUSTICE,SIMPSON CIRCLE PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800103351,2018-11-17,19:26,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800103349,2018-11-17,19:23,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800103318,2018-11-17,17:57,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800103308,2018-11-17,17:11,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800103303,2018-11-17,17:03,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800103301,2018-11-17,17:01,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800103268,2018-11-17,16:14,MINOR IN POSSESSION,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800103251,2018-11-17,15:56,MINOR IN POSSESSION,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800103223,2018-11-17,14:37,HATE OR BIAS INCIDENT,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800103175,2018-11-17,10:04,ORDINANCE VIOLATION - BIKE,MOTT CHILDRENS VON VOIGTLANDER WOMENS HOSPITALS,University of Michigan-Ann Arbor,NA,NA
1800103172,2018-11-17,09:49,CRIMINAL SEXUAL CONDUCT,NA,University of Michigan-Ann Arbor,NA,NA
1800103109,2018-11-17,05:06,TRESPASS,MARKLEY MARY,University of Michigan-Ann Arbor,NA,NA
1800103084,2018-11-17,02:53,MINOR IN POSSESSION,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800103070,2018-11-17,01:54,MINOR IN POSSESSION,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800103060,2018-11-17,01:04,DRUG VIOLATION - VCSA,MOTT CHILDRENS VON VOIGTLANDER WOMENS HOSPITALS,University of Michigan-Ann Arbor,NA,NA
1800103692,2018-11-18,22:39,DRUG VIOLATION - VCSA,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800103676,2018-11-18,21:14,LARCENY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800103657,2018-11-18,19:52,ASSAULT OR BATTERY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800103657,2018-11-18,19:52,ASSAULT OR BATTERY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800103654,2018-11-18,19:35,TRESPASS,NORTH QUADRANGLE RESIDENTIAL AND ACADEMIC COMPLEX,University of Michigan-Ann Arbor,NA,NA
1800103631,2018-11-18,17:59,LARCENY,HATCHER H NORTH GRADUATE LIBRARY,University of Michigan-Ann Arbor,NA,NA
1800103617,2018-11-18,17:04,DRUG VIOLATION - VCSA,MOTT CHILDRENS VON VOIGTLANDER WOMENS HOSPITALS,University of Michigan-Ann Arbor,NA,NA
1800103592,2018-11-18,15:03,DISORDERLY CONDUCT,TAUBMAN A ALFRED HEALTH CARE CTR,University of Michigan-Ann Arbor,NA,NA
1800103501,2018-11-18,08:20,TRESPASS,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800103452,2018-11-18,03:02,MINOR IN POSSESSION,BURSLEY JOSEPH A & MARGUERITE K HALL,University of Michigan-Ann Arbor,NA,NA
1800103450,2018-11-18,03:01,MINOR IN POSSESSION,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800103443,2018-11-18,02:23,ASSAULT OR BATTERY,ROSS SCHOOL OF BUSINESS BUILDING,University of Michigan-Ann Arbor,NA,NA
1800103441,2018-11-18,02:06,MINOR IN POSSESSION,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800103440,2018-11-18,02:05,MINOR IN POSSESSION,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800103437,2018-11-18,01:56,MINOR IN POSSESSION,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800103436,2018-11-18,01:56,MINOR IN POSSESSION,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800103433,2018-11-18,01:35,WEAPONS OFFENSE,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800103427,2018-11-18,01:00,MINOR IN POSSESSION,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800103422,2018-11-18,00:46,MINOR IN POSSESSION,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800103412,2018-11-18,00:00,DRUG VIOLATION - VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800104046,2018-11-19,23:52,DRUG VIOLATION - VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800104029,2018-11-19,22:39,DRUG VIOLATION - VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800104019,2018-11-19,21:50,CRASH - HIT/RUN,NA,University of Michigan-Ann Arbor,NA,NA
1800104017,2018-11-19,21:41,DRUG VIOLATION - VCSA,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800103929,2018-11-19,16:09,DISORDERLY CONDUCT,WOLVERINE TOWER,University of Michigan-Ann Arbor,NA,NA
1800103804,2018-11-19,09:22,ORDINANCE VIOLATION - OTHER,MOTT CHILDRENS VON VOIGTLANDER WOMENS HOSPITALS,University of Michigan-Ann Arbor,NA,NA
1800103763,2018-11-19,07:01,WEAPONS OFFENSE,NA,University of Michigan-Ann Arbor,NA,NA
1800104387,2018-11-20,21:14,FRAUDULENT ACTIVITY,NORTHWOOD,University of Michigan-Ann Arbor,NA,NA
1800104363,2018-11-20,19:38,WEAPONS OFFENSE,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800104322,2018-11-20,17:09,LARCENY,BAITS,University of Michigan-Ann Arbor,NA,NA
1800104245,2018-11-20,11:58,LARCENY,PERRY BUILDING,University of Michigan-Ann Arbor,NA,NA
1800104239,2018-11-20,11:38,LARCENY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800104234,2018-11-20,11:29,CRIMES NOT CATEGORIZED,SCHOOL OF SOCIAL WORK BUILDING,University of Michigan-Ann Arbor,NA,NA
1800104214,2018-11-20,10:38,CRIMES NOT CATEGORIZED,WOLVERINE TOWER,University of Michigan-Ann Arbor,NA,NA
1800104703,2018-11-21,16:34,LARCENY,BAITS,University of Michigan-Ann Arbor,NA,NA
1800104681,2018-11-21,15:27,CRASH - FAIL TO RP,LOT NW47,University of Michigan-Ann Arbor,NA,NA
1800104648,2018-11-21,13:54,CRASH - FAIL TO RP,CARDIOVASCULAR CENTER PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800104620,2018-11-21,12:20,LARCENY,CANCER CENTER,University of Michigan-Ann Arbor,NA,NA
1800104611,2018-11-21,11:40,LARCENY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800104572,2018-11-21,09:50,CRASH - FAIL TO RP,BRIARWOOD 3,University of Michigan-Ann Arbor,NA,NA
1800104538,2018-11-21,08:03,LARCENY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800104804,2018-11-22,01:54,OPERATING WHILE INTOXICATED,NA,University of Michigan-Ann Arbor,NA,NA
1800105714,2018-11-25,21:50,DRUG VIOLATION - VCSA,COUZENS HALL,University of Michigan-Ann Arbor,NA,NA
1800105973,2018-11-26,18:06,DRUG VIOLATION - VCSA,BAITS VERA,University of Michigan-Ann Arbor,NA,NA
1800105960,2018-11-26,17:29,ASSAULT OR BATTERY,HILL ST PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800105881,2018-11-26,12:43,CRASH - FAIL TO RP,MEDICAL CENTER DR PARKING STRUCT,University of Michigan-Ann Arbor,NA,NA
1800105877,2018-11-26,12:32,CRASH - FAIL TO RP,CAMPUS SAFETY SERVICES BUILDING,University of Michigan-Ann Arbor,NA,NA
1800105862,2018-11-26,11:07,LARCENY,CENTRAL CAMPUS REC BLD BELL MARGARET POOL,University of Michigan-Ann Arbor,NA,NA
1800105857,2018-11-26,10:47,FRAUDULENT ACTIVITY,NA,University of Michigan-Ann Arbor,NA,NA
1800106389,2018-11-27,23:42,LARCENY,MODERN LANGUAGES BUILDING,University of Michigan-Ann Arbor,NA,NA
1800106356,2018-11-27,21:31,LARCENY,LIFE SCIENCES INSTITUTE BUILDING,University of Michigan-Ann Arbor,NA,NA
1800106307,2018-11-27,18:22,LARCENY,NORTH QUADRANGLE RESIDENTIAL AND ACADEMIC COMPLEX,University of Michigan-Ann Arbor,NA,NA
1800106241,2018-11-27,14:42,DISORDERLY CONDUCT,MOTT CHILDRENS VON VOIGTLANDER WOMENS HOSPITALS,University of Michigan-Ann Arbor,NA,NA
1800106208,2018-11-27,13:06,CRASH - FAIL TO RP,MED CTR N ENTRANCE PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800106157,2018-11-27,10:27,DRUG VIOLATION - VCSA,NA,University of Michigan-Ann Arbor,NA,NA
1800106063,2018-11-27,02:40,CRASH - HIT/RUN,NA,University of Michigan-Ann Arbor,NA,NA
1800106713,2018-11-28,21:58,ORDINANCE VIOLATION - SALES,CRISLER CENTER,University of Michigan-Ann Arbor,NA,NA
1800106710,2018-11-28,21:53,MINOR IN POSSESSION,CRISLER CENTER,University of Michigan-Ann Arbor,NA,NA
1800106709,2018-11-28,21:52,LARCENY,BRIGHTON CENTER FOR SPECIALTY CARE,University of Michigan-Ann Arbor,NA,NA
1800106706,2018-11-28,21:47,ORDINANCE VIOLATION - OTHER,CRISLER CENTER,University of Michigan-Ann Arbor,NA,NA
1800106699,2018-11-28,21:04,WEAPONS OFFENSE,CENTRAL CAMPUS REC BLD BELL MARGARET POOL,University of Michigan-Ann Arbor,NA,NA
1800106603,2018-11-28,15:37,ORDINANCE VIOLATION - OTHER,ELECTRICAL ENGINEERING AND COMPUTER SCIENCE BLD,University of Michigan-Ann Arbor,NA,NA
1800106575,2018-11-28,13:48,LARCENY,SHAPIRO HAROLD T AND VIVIAN B LIBRARY,University of Michigan-Ann Arbor,NA,NA
1800106565,2018-11-28,13:19,LARCENY,COUZENS HALL,University of Michigan-Ann Arbor,NA,NA
1800106399,2018-11-28,00:28,DRUG VIOLATION - VCSA,NA,University of Michigan-Ann Arbor,NA,NA
1800107070,2018-11-29,22:13,DRUG VIOLATION - VCSA,MARKLEY MARY,University of Michigan-Ann Arbor,NA,NA
1800107068,2018-11-29,22:04,FRAUDULENT ACTIVITY,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800107046,2018-11-29,20:52,DRUG VIOLATION - VCSA,NORTH QUADRANGLE RESIDENTIAL AND ACADEMIC COMPLEX,University of Michigan-Ann Arbor,NA,NA
1800107028,2018-11-29,19:06,SEX OFFENSE OTHER - IND EXPOSE,SOUTH HALL,University of Michigan-Ann Arbor,NA,NA
1800106965,2018-11-29,15:16,ORDINANCE VIOLATION - OTHER,MARKLEY MARY,University of Michigan-Ann Arbor,NA,NA
1800106961,2018-11-29,15:08,DRUG VIOLATION - VCSA,MOSHER ELIZA M HALL & JORDAN MYRA B HALL,University of Michigan-Ann Arbor,NA,NA
1800106890,2018-11-29,11:17,LARCENY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800106888,2018-11-29,11:11,DISORDERLY CONDUCT,NA,University of Michigan-Ann Arbor,NA,NA
1800106852,2018-11-29,09:27,WEAPONS OFFENSE,NA,University of Michigan-Ann Arbor,NA,NA
1800107416,2018-11-30,22:15,MINOR IN POSSESSION,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800107119,2018-11-30,02:47,MINOR IN POSSESSION,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800107093,2018-11-30,00:05,LARCENY,BAITS VERA,University of Michigan-Ann Arbor,NA,NA
1800107093,2018-11-30,00:05,LARCENY,BAITS VERA,University of Michigan-Ann Arbor,NA,NA
1800107092,2018-11-30,00:05,LARCENY,BAITS VERA,University of Michigan-Ann Arbor,NA,NA
1800107770,2018-12-01,23:59,DRUG VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1800107769,2018-12-01,23:58,MINOR IN POSSESSION,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800107768,2018-12-01,23:53,MINOR IN POSSESSION,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800107763,2018-12-01,23:34,DRUG VIOLATION - VCSA,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800107759,2018-12-01,23:12,MINOR IN POSSESSION,MOSHER,University of Michigan-Ann Arbor,NA,NA
1800107740,2018-12-01,22:23,MINOR IN POSSESSION,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800107716,2018-12-01,20:30,MINOR IN POSSESSION,YOST ICE ARENA,University of Michigan-Ann Arbor,NA,NA
1800107690,2018-12-01,18:19,LARCENY,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800107646,2018-12-01,15:48,PROPERTY DAMAGE - MDOP,NA,University of Michigan-Ann Arbor,NA,NA
1800107595,2018-12-01,12:23,DRUG VIOLATION - VCSA,NA,University of Michigan-Ann Arbor,NA,NA
1800107592,2018-12-01,12:08,DISORDERLY CONDUCT,NA,University of Michigan-Ann Arbor,NA,NA
1800107476,2018-12-01,03:13,MINOR IN POSSESSION,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800107473,2018-12-01,03:05,DRUG VIOLATION - VCSA,BAITS VERA,University of Michigan-Ann Arbor,NA,NA
1800107452,2018-12-01,01:01,MINOR IN POSSESSION,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800107447,2018-12-01,00:50,MINOR IN POSSESSION,MARKLEY MARY,University of Michigan-Ann Arbor,NA,NA
1800107444,2018-12-01,00:41,MINOR IN POSSESSION,MOSHER ELIZA,University of Michigan-Ann Arbor,NA,NA
1800107440,2018-12-01,00:34,MINOR IN POSSESSION,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800107981,2018-12-02,18:56,CRASH - FAIL TO RP,LOT M10,University of Michigan-Ann Arbor,NA,NA
1800107878,2018-12-02,10:08,FIRE,LOT NC53,University of Michigan-Ann Arbor,NA,NA
1800107814,2018-12-02,02:46,MINOR IN POSSESSION,NA,University of Michigan-Ann Arbor,NA,NA
1800107807,2018-12-02,02:25,MINOR IN POSSESSION,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800107805,2018-12-02,02:22,DRUG VIOLATION - VCSA,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800107802,2018-12-02,02:09,LARCENY,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800107790,2018-12-02,01:09,DISORDERLY CONDUCT,NA,University of Michigan-Ann Arbor,NA,NA
1800107790,2018-12-02,01:09,DISORDERLY CONDUCT,NA,University of Michigan-Ann Arbor,NA,NA
1800107789,2018-12-02,01:08,MINOR IN POSSESSION,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800107779,2018-12-02,00:20,MINOR IN POSSESSION,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800108324,2018-12-03,22:15,DRUG VIOLATION - VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800108313,2018-12-03,21:16,DRUG VIOLATION - VCSA,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800108257,2018-12-03,16:31,LARCENY,SHAPIRO,University of Michigan-Ann Arbor,NA,NA
1800108245,2018-12-03,15:57,ASSAULT OR BATTERY,NA,University of Michigan-Ann Arbor,NA,NA
1800108242,2018-12-03,15:43,LARCENY,NA,University of Michigan-Ann Arbor,NA,NA
1800108240,2018-12-03,15:42,LARCENY,FRANKEL SAMUEL AND JEAN CARDIOVASCULAR CENTER,University of Michigan-Ann Arbor,NA,NA
1800108188,2018-12-03,13:01,TRESPASS,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800108042,2018-12-03,00:31,DRUG VIOLATION - VCSA,NORTH QUADRANGLE RESIDENTIAL AND ACADEMIC COMPLEX,University of Michigan-Ann Arbor,NA,NA
1800108659,2018-12-04,23:33,ORDINANCE VIOLATION - OTHER,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800108655,2018-12-04,23:17,LARCENY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800108655,2018-12-04,23:17,LARCENY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800108618,2018-12-04,20:06,DRUG VIOLATION - VCSA,NA,University of Michigan-Ann Arbor,NA,NA
1800108603,2018-12-04,19:14,PROPERTY DAMAGE - MDOP,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800108602,2018-12-04,19:14,LARCENY,NA,University of Michigan-Ann Arbor,NA,NA
1800108565,2018-12-04,16:38,UNLAWFUL DRIVING AWAY,THAYER ST PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800108547,2018-12-04,15:24,LARCENY,PIERPONT WILBUR K COMMONS,University of Michigan-Ann Arbor,NA,NA
1800108528,2018-12-04,14:30,CRASH - FAIL TO RP,LOT M71,University of Michigan-Ann Arbor,NA,NA
1800108526,2018-12-04,14:19,FRAUDULENT ACTIVITY,NA,University of Michigan-Ann Arbor,NA,NA
1800108496,2018-12-04,12:20,LARCENY,NA,University of Michigan-Ann Arbor,NA,NA
1800108416,2018-12-04,08:17,CRASH - FAIL TO RP,NA,University of Michigan-Ann Arbor,NA,NA
1800108373,2018-12-04,03:55,DRUG VIOLATION - VCSA,NA,University of Michigan-Ann Arbor,NA,NA
1800109013,2018-12-05,22:42,DRUG VIOLATION - VCSA,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800108934,2018-12-05,17:02,ASSAULT OR BATTERY,NA,University of Michigan-Ann Arbor,NA,NA
1800108909,2018-12-05,16:01,FIRE,CAMPUS SAFETY SERVICES BUILDING,University of Michigan-Ann Arbor,NA,NA
