case_number,date_reported,time_reported,date_occurred,time_occurred,location,university,incident
"OCA
2018-1075",2018-10-23,13:02,2018-10-23,12:14,Flanagan Bldg.,East Carolina University,Harassing Phone Calls
"OCA
2018-1076",2018-10-23,14:57,2018-10-19,02:00,Fletcher Hall,East Carolina University,Injury to Personal Property
"OCA
2018-1084",2018-10-25,17:28,2018-10-25,14:58,"Legacy Hall
PVA",East Carolina University,Hit & Run
"OCA
2018-1086",2018-10-24,23:30,2018-10-24,23:30,5th St. & Cotanche St.,East Carolina University,"Possession of Marijuana <
1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-1087",2018-10-25,01:26,2018-10-05,16:30,Tyler Hall,East Carolina University,Larceny
"OCA
2018-1088",2018-10-25,12:41,2018-10-25,12:41,Greenville,East Carolina University,"Sell & Deliver of Schedule
IV
Maintaing a Dwelling for the Sale of a Controlled Substance"
"OCA
2018-1090",2018-10-26,00:45,2018-10-26,00:45,"4th St. & Evans
St.",East Carolina University,"Possession of Marijuana <
1/2 oz."
"OCA
2018-1096",2018-10-26,20:15,2018-10-26,20:15,"Curry Court
PVA",East Carolina University,"Possession of Marijuana <
1/2 oz."
"OCA
2018-1097",2018-10-26,22:21,2018-10-26,22:21,Garrett Hall,East Carolina University,Underage Drinking
"OCA
2018-1098",2018-10-26,23:32,2018-10-26,23:32,Garrett Hall,East Carolina University,Underage Drinking
"OCA
2018-1099",2018-10-27,00:07,2018-10-27,00:07,"West side of
Legacy Hall",East Carolina University,Underage Drinking
"OCA
2018-1102",2018-10-27,12:06,2018-10-22,08:00,Minges PVA,East Carolina University,Injury to Personal Property
"OCA
2018-1104",2018-10-27,19:14,2018-10-27,19:13,9th St. & Cotanche St.,East Carolina University,"Domestic Violence Protective
Order Violation"
"OCA
2018-1107",2018-10-27,22:17,2018-10-27,22:17,Overlook Dr. & Elm St.,East Carolina University,"Possession of Marijuana <
1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-1108",2018-10-27,23:00,2018-10-27,23:00,"Big Lot-College
Hill Dr.",East Carolina University,"Possession of Marijuana <
1/2 oz."
"OCA
2018-1109",2018-10-27,22:30,2018-10-27,22:30,Legacy Hall,East Carolina University,"Possession of Marijuana <
1/2 oz."
"OCA
2018-1110",2018-10-27,23:26,2018-10-27,23:26,4th St. & Student St.,East Carolina University,"Intoxicated & Disruptive
Resist, Delay, or Obstruct an
Officer
Underage Drinking"
"OCA
2018-1112",2018-10-28,01:05,2018-10-28,01:05,"14th St. Gravel
Lot",East Carolina University,"Possession of Marijuana <
1/2 oz."
"OCA
2018-1113",2018-10-28,01:27,2018-10-28,01:27,"1st St. & Jarvis
St.",East Carolina University,"Assault on a Government
Official
Underage Drinking
Intoxicated & Disruptive"
"OCA
2018-1114",2018-10-28,02:15,2018-10-28,02:15,5th St. Reade St.,East Carolina University,DWI
"OCA
2018-1115",2018-10-28,16:26,2018-10-19,20:07,"Reade St. Lot
(R2)",East Carolina University,Injury to Personal Property
"OCA
2018-1116",2018-10-28,23:29,2018-10-28,23:29,Stancil St. near the Greenway,East Carolina University,"Possession of Marijuana <
1/2 oz."
"OCA
2018-1117",2018-10-28,23:58,2018-10-28,23:58,Town Commons,East Carolina University,"Warrant Service for Other
Agency-Failure to Appear
Possession of Marijuana
Paraphernalia"
"OCA
2018-1118",2018-10-29,00:01,2018-10-29,00:01,Scott Hall,East Carolina University,"Possession of Marijuana <
1/2 oz."
"OCA
2018-1119",2018-10-29,12:49,2018-10-27,04:00,5th St. & Cotanche St.,East Carolina University,Larceny
"OCA
2018-1122",2018-10-29,16:10,2018-10-29,16:05,"Clark LeClair
PVA",East Carolina University,Hit & Run -Failure to Stop
"OCA
2018-1124",2018-10-29,18:02,2018-10-29,18:02,Legacy Hall,East Carolina University,"Possession of Marijuana <
1/2 oz.(x2)"
"OCA
2018-1126",2018-10-29,22:17,2018-10-29,22:17,The Greenway - College Hill Dr.,East Carolina University,"Resist, Delay, or Obstruct an
Officer (x2)
Possession of Marijuana <
1/2 oz."
"OCA
2018-1127",2018-10-30,00:16,2018-10-30,00:16,Curry Court,East Carolina University,"Possession of Marijuana <
1/2 oz."
"OCA
2018-1128",2018-10-30,09:38,2018-10-28,11:00,Legacy Hall,East Carolina University,Lerceny Larceny
"OCA
2018-1129",2018-10-30,12:59,2018-10-25,18:00,"Mendenhall
Student Center",East Carolina University,Lercany Larceny
"OCA
2018-1131",2018-10-31,13:42,2018-10-27,19:16,Innovation Design Lab- Jarvis St.,East Carolina University,Injury to Real Property
"OCA
2018-1132",2018-10-31,20:30,2018-10-31,20:30,Legacy Hall,East Carolina University,"Possession of Marijuana <
1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-1133",2018-10-31,23:15,2018-10-31,23:15,"Ashton Woods
PVA",East Carolina University,"Possession of Marijuana <
1/2 oz. (x2)
Possession of Marijuana
Paraphernalia"
"OCA
2018-1135",2018-11-01,01:30,2018-11-01,01:30,"5th St. & Meade
St.",East Carolina University,Possession of Marijuana
"OCA
2018-1136",2018-11-01,02:06,2018-11-01,02:06,Copper Beech,East Carolina University,"Injury to Personal Property
Communicating Threats
Intoxicated & Disruptive"
"OCA
2018-1138",2018-11-01,03:32,2018-11-01,03:32,Fletcher Hall,East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia (x2)"
"OCA
2018-1139",2018-11-01,17:39,2018-11-01,17:39,Greenville,East Carolina University,"Possession of Marijuana
Posession of Drug
Paraphernalia"
"OCA
2018-1141",2018-11-01,23:50,2018-11-01,23:50,The Boundary,East Carolina University,"Possession of Manufacture of a Fraudulent Identification
Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia (x2)"
"OCA
2018-1143",2018-11-03,12:33,2018-10-13,14:00,Legacy Hall,East Carolina University,Larceny
"OCA
2018-1144",2018-11-03,14:44,2018-11-03,14:35,"Dowdy Ficklen
Stadium",East Carolina University,Harassing Phone Calls
"OCA
2018-1145",2018-11-03,14:58,2018-11-03,14:58,"Dowdy Ficklen
Stadium PVA",East Carolina University,Assault on a Female
"OCA
2018-1146",2018-11-03,15:47,2018-11-03,15:13,Mendenhall PVA,East Carolina University,"Larceny
Injury to Personal Property"
"OCA
2018-1147",2018-11-03,22:23,2018-11-03,22:23,"Rocksprings Rd.
& Edgewood
Circle",East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-1148",2018-11-04,01:50,2018-11-04,01:50,5th St. & Cotanche St.,East Carolina University,Simple Affray (x2)
"OCA
2018-1149",2018-11-04,02:03,2018-11-04,02:03,Sup Dogs PVA,East Carolina University,Second Degree Trespassing
"OCA
2018-1150",2018-11-04,22:45,2018-11-04,22:38,Scott Hall,East Carolina University,Communicating Threats
"OCA
2018-1151",2018-11-04,21:59,2018-11-04,21:59,Legacy Hall,East Carolina University,"Possession of Marijuana
Paraphernalia"
"OCA
2018-1157",2018-11-05,16:34,2018-11-05,16:34,Greenville,East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-1163",2018-11-06,14:40,2018-11-06,14:00,Murphy Center,East Carolina University,Communicating Threats
"OCA
2018-1166",2018-11-07,18:04,2018-11-07,18:04,Jones Hall,East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-1167",2018-11-07,21:03,2018-11-07,21:00,Tyler Hall,East Carolina University,Extortion
"OCA
2018-1168",2018-11-08,12:56,2018-11-08,12:56,Greenville,East Carolina University,"Sell & Deliver Marijuana
Maintaining a Dwelling for the Sale of a Controlled Substance"
"OCA
2018-1171",2018-11-08,15:15,2018-11-08,15:15,5th St. & Moyewood Dr.,East Carolina University,Warrant for Service Other Agency: Driving While License Revoked
"OCA
2018-1172",2018-11-09,16:18,2018-11-09,12:00,Student Recreation Center,East Carolina University,Larceny
"OCA
2018-1177",2018-11-10,00:35,2018-11-10,00:35,"14th St. Paved
Lot",East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-1178",2018-11-10,00:33,2018-11-10,00:33,"4th St. & Evans
St.",East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-1179",2018-11-10,02:15,2018-11-10,02:15,"3rd St. & Reade
St.",East Carolina University,Simple Affray (x2)
"OCA
2018-1181",2018-11-10,17:22,2018-11-10,17:22,Jarvis Hall,East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia (x2)"
"OCA
2018-1183",2018-11-10,23:23,2018-11-10,23:23,905 Forbes St.,East Carolina University,Breaking & Entering
"OCA
2018-1184",2018-11-11,00:35,2018-11-11,00:35,"Wells Fargo PVA
-10th St.",East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-1185",2018-11-11,23:41,2018-11-11,23:41,Jones Hall PVA,East Carolina University,"Possession with Intent to Sell
& Deliver Marijuana
Possession of Marijuana
Paraphernalia (x2)
Possession of Marijuana < 1/2 oz."
"OCA
2018-1187",2018-11-12,15:59,2018-11-12,15:00,Tyler Hall,East Carolina University,"Breaking & Entering
Larceny After Breaking & Entering"
"OCA
2018-1188",2018-11-12,17:47,2018-11-12,17:00,"Subway-West
End Dining",East Carolina University,"Larceny
Obtaining Property by False
Pretense"
"OCA
2018-1190",2018-11-12,18:52,2018-11-12,18:52,Legacy Hall,East Carolina University,"Weapon on Campus
Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-1192",2018-11-13,10:01,2018-11-13,10:01,"Glenn Arthur St.
& 14th St.",East Carolina University,Warrant Service for Other Agency: Larceny of Chose in Action
"OCA
2018-1196",2018-11-13,16:27,2018-11-12,14:30,"Mendenhall
Student Center",East Carolina University,Larceny
"OCA
2018-1197",2018-11-13,19:44,2018-11-13,18:30,Scott Hall,East Carolina University,Larceny
"OCA
2018-1198",2018-11-14,08:44,2018-11-13,17:00,Brody Outpatient Center,East Carolina University,Larceny from Building
"OCA
2018-1200",2018-11-14,11:44,2018-11-14,10:24,"14th St. Gravel
Lot",East Carolina University,"Breaking & Entering a Motor
Vehicle
Larceny from a Motor Vehicle
Injury to Personal Property"
"OCA
2018-1202",2018-11-14,14:34,2018-11-13,18:00,"Mendenhall
Student Center",East Carolina University,Larceny from Building
"OCA
2018-1204",2018-11-14,15:23,2018-11-14,14:30,Ross Hall,East Carolina University,Larceny from Building
"OCA
2018-1206",2018-11-14,22:07,2018-11-14,22:07,Tyler Hall,East Carolina University,"Molesting a Fire Alarm
System"
"OCA
2018-1209",2018-11-15,19:33,2018-11-15,18:00,Sci & Tech Bldg.,East Carolina University,Larceny from Building
"OCA
2018-1211",2018-11-16,23:50,2018-11-16,23:50,"College Hill
Suites",East Carolina University,Consume Beer by Person < 21 (x4)
"OCA
2018-1212",2018-11-17,02:44,2018-11-17,02:44,Legacy Hall,East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-1213",2018-11-17,05:25,2018-11-17,05:15,Jones Hall,East Carolina University,"Assault on a Female
Assault Inflicting Serious
Injury"
"OCA
2018-1216",2018-11-18,00:20,2018-11-18,00:20,Jones Hall,East Carolina University,"Possession of Marijuana < 1/2 oz.(x5)
Possession of Marijuana
Paraphernalia (x5)"
"OCA
2018-1223",2018-11-21,10:27,2018-11-21,10:27,Joyner Library,East Carolina University,Injury to Personal Property
"OCA
2018-1224",2018-11-21,13:56,2018-11-21,13:56,Greenville,East Carolina University,"Sell & Deliver Schedule IV
Maintaining a Dwelling for the Sale of a Controlled Substance"
"OCA
2018-1227",2018-11-25,20:52,2018-11-25,20:52,White Hall,East Carolina University,"Possession of Marijuana
Paraphernalia"
"OCA
2018-1230",2018-11-26,17:15,2018-11-26,17:15,14th St. & Cotanche St.,East Carolina University,Warrant Service for Other Agency: Driving While License Revoked (x2)
"OCA
2018-1231",2018-11-27,15:48,2018-11-27,15:48,"5th St. & Jarvis
St.",East Carolina University,"Warrant Service for Other
Agency: Failure to Appear"
"OCA
2018-1232",2018-11-27,16:24,2018-11-25,21:00,Curry Court,East Carolina University,Hit & Run-Failure to Stop
"OCA
2018-1235",2018-11-27,21:55,2018-11-15,11:08,Scott Hall,East Carolina University,"Obtaining Property by False
Pretense"
"OCA
2018-1238",2018-11-28,14:18,2018-11-28,14:18,Ross Hall,East Carolina University,Simple Assault
"OCA
2018-1243",2018-11-29,14:17,2018-11-25,15:00,"Reade Street Lot
(R1)",East Carolina University,"Tampering with a Motor
Vehicle"
"OCA
2018-1245",2018-11-29,19:29,2018-11-29,19:29,Cotten Hall,East Carolina University,"Possession of Liquor Under
21"
"OCA
2018-1246",2018-11-29,22:11,2018-11-29,22:11,Tyler Hall,East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-1247",2018-11-30,02:19,2018-11-30,02:19,Fletcher Hall,East Carolina University,Simple Affray
"OCA
2018-1249",2018-11-30,08:37,2018-11-28,09:46,"Health Sciences
Student Center",East Carolina University,Larceny
"OCA
2018-1250",2018-11-30,08:06,2018-10-22,14:30,Brewster Bldg.,East Carolina University,Communicating Threats
"OCA
2018-1251",2018-11-30,11:09,2018-11-13,19:00,Minges PVA- Gold Lot,East Carolina University,Injury to Personal Property
"OCA
2018-1252",2018-11-30,10:42,2018-11-30,10:42,"Todd Dining
Hall",East Carolina University,"Warrant Serivce for Other
Agency: Larceny"
"OCA
2018-1253",2018-11-30,14:43,2018-10-06,08:00,"Financial
Services",East Carolina University,"Obtaining Property by False
Pretense
Identity Theft"
"OCA
2018-1255",2018-12-01,00:10,2018-12-01,00:10,Jones Hall,East Carolina University,"Injury to Personal Property
/Commitment Order"
"OCA
2018-1256",2018-12-01,13:05,2018-12-01,13:05,Greenville,East Carolina University,"Possession with Intent to Sell
& Deliver Marijuana
Manufacturing Marijuana"
"OCA
2018-1257",2018-12-02,00:18,2018-12-02,00:18,Legacy Hall,East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-1259",2018-12-02,01:12,2018-12-02,01:12,5th St. & Harding St.,East Carolina University,"Intoxicated & Disruptive
Underage Drinking
Resist, Delay, or Obstruct an
Officer"
"OCA
2018-1260",2018-12-02,13:11,2018-12-02,13:04,College Hill Suites-Exterior Breezeway,East Carolina University,Common Law Robbery
"OCA
2018-1261",2018-12-02,15:57,2018-11-28,17:00,Curry Court,East Carolina University,Hit & Run-Failure to Stop
"OCA
2018-1265",NA,15:47,2018-12-03,15:47,Clement Hall,East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-1266",2018-12-03,15:54,2018-12-03,15:54,"Reade St. Lot
(R3)",East Carolina University,"Possession of Marijuana
Paraphernalia"
"OCA
2018-1267",2018-12-03,19:47,2018-12-03,07:00,Joyner Library,East Carolina University,Larceny from Building
"OCA
2018-1268",2018-12-03,20:24,2018-12-03,20:24,"Reade St. Lot
(R3)",East Carolina University,"Possession of Marijuana < 1/2 oz. (x4)
Possession of Marijuana
Paraphernalia"
"OCA
2018-1269",2018-12-03,22:02,2018-12-03,22:02,"First St. Place
Apartments PVA",East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-1270",2018-12-04,00:36,2018-12-04,00:36,"First St. Place
Apartments PVA",East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-1271",2018-12-04,01:06,2018-12-04,01:06,Town Commons,East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-1275",2018-12-04,23:23,2018-12-04,21:53,Cupola Ct. & Faculty Way,East Carolina University,Hit & Run-Failure to Stop
"OCA
2018-1276",2018-12-04,23:34,2018-12-04,23:34,Gateway East,East Carolina University,"Possession of a Malt
Beverage by 19/20 year old"
"OCA
2018-1277",2018-12-05,13:54,2018-12-05,13:54,Ross Hall PVA,East Carolina University,"Tampering with a Motor
Vehicle
Breaking & Entering a Motor
Vehicle with no Larceny"
"OCA
2018-1278",2018-12-06,04:41,2018-12-06,04:41,"Eppes Garage
PVA",East Carolina University,"Breaking & Entering a Motor
Vehicle with no Larceny"
"OCA
2018-1279",2018-12-06,15:24,2018-12-06,11:00,Bate Bldg.,East Carolina University,Larceny
"OCA
2018-1280",2018-12-06,15:25,2018-12-02,21:00,Curry Ct.,East Carolina University,Injury to Personal Property
"OCA
2018-1282",2018-12-07,09:55,2018-12-07,09:55,"PVA of Rawl
Bldg.",East Carolina University,"Possession of Marijuana < 1/2 oz.
Warrant Service for Other Agency: Second Degree Trespassing"
"OCA
2018-1283",2018-12-07,13:16,2018-12-07,12:45,Legacy Hall,East Carolina University,Larceny
"OCA
2018-1286",2018-12-08,00:26,2018-12-08,00:26,"West End Dining
Loading Dock",East Carolina University,Underage Drinking
"OCA
2018-1287",2018-12-08,00:08,2018-12-08,00:08,"1st St. & Reade
St.",East Carolina University,DWI
"OCA
2018-1288",2018-12-08,13:44,2018-12-08,13:15,Gateway West,East Carolina University,Extortion
"OCA
2018-1289",2018-12-08,19:51,2018-12-08,19:51,West End Dining,East Carolina University,Underage Drinking
"OCA
2018-1290",2018-12-08,23:36,2018-12-08,23:36,10th St. & College Hill Dr.,East Carolina University,"Possession of Marijuana
Paraphernalia"
"OCA
2018-1293",2018-12-09,21:46,2018-12-09,21:46,Tyler Hall,East Carolina University,"Possession of Marijuana
Paraphernalia"
"OCA
2018-1294",2018-12-10,18:12,2018-12-10,18:12,Greenville,East Carolina University,"Trafficking Schedule I by
Possession
Trafficking Schedule I by
Transportation
Maintaining a Dwelling for the Sale of a Controlled Substance"
"OCA
2018-1295",2018-12-10,21:06,2018-12-10,21:06,Clement Hall,East Carolina University,"Possession of Drug
Paraphernalia"
"OCA
2018-1296",2018-12-11,10:29,2018-12-08,23:30,"Old Cafeteria
Bldg. Bike Rack",East Carolina University,Larceny
"OCA
2018-1299",2018-12-12,12:37,2018-12-12,09:10,Joyner Library,East Carolina University,Larceny
"OCA
2018-1303",2018-12-12,20:08,2018-12-12,20:08,Gateway East,East Carolina University,Extortion
"OCA
2018-1304",2018-12-13,00:28,2018-12-13,00:28,"Charles Blvd. &
14th St.",East Carolina University,"Driving While License
Revoked"
"OCA
2018-1307",2018-12-13,19:25,2018-12-13,17:30,"Health Science
Student Center",East Carolina University,Larceny from Bldg.
"OCA
2018-1312",2018-12-15,02:53,2018-12-15,02:53,"5th St. & Reade
St.",East Carolina University,Intoxicated & Disruptive
"OCA
2018-1318",2018-12-17,11:25,2018-12-17,11:25,Summit St.,East Carolina University,"Obtaining Property by False
Pretense"
"OCA
2018-1319",2018-12-17,10:32,2018-12-14,09:00,Joyner Library,East Carolina University,Injury to Personal Property
"OCA
2018-1320",2018-12-18,20:22,2018-12-18,18:15,Between Rawl Bldg.& Wright Bldg.,East Carolina University,"Breaking & Entering of a
Motor Vehicle
Larceny"
"OCA
2018-1321",2018-12-18,20:36,2018-12-18,18:52,Starbucks- Wright Bldg.,East Carolina University,"Breaking & Entering of a
Building
Larceny after Breaking & Entering"
"OCA
2018-1322",2018-12-19,22:31,2018-12-19,22:29,"Ashton Woods
Apartments PVA",East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-1324",2018-12-22,01:03,2018-12-22,01:03,"5th St. & Reade
St.",East Carolina University,"Underage Drinking
Intoxicated & Disruptive
Second Degree Trespassing"
"OCA
2018-1325",2018-12-22,01:43,2018-12-22,01:43,"5th St. & Reade
St.",East Carolina University,"Damage to Real Property
Assault"
