Classification,Incident Number,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Fire Alarm,18UV005859,09/24/2018,0419,09/24/2018,0419,Outing Club,Closed
Suspicious Event,18UV005862,09/24/2018,1213,09/24/2018,1213,Waterman,Closed
Agency Assist / Missing Person,18UV005863,09/24/2018,1656,09/24/2018,1656,UVM Police Services,Closed; affiliate located and referred to UVM Cares & assist to Burlington Police
Unsecured Premise,18UV005866,09/24/2018,2202,09/24/2018,2202,HSRF,Closed
Unsecured Premise,18UV005870,09/24/2018,2300,09/24/2018,2300,Johnson House,Closed
Citizen Assist,18UV005871,09/25/2018,0050,09/25/2018,0050,Slade Hall,Closed
Fire Alarm,18UV005876,09/25/2018,1241,09/25/2018,1241,Richardson Hall,Closed
Larceny - Bicycle,18UV005880,09/25/2018,1704,09/24/2018,2100 - 2300,Gutterson outside,Closed
Citizen Assist,18UV005882,09/25/2018,1849,09/25/2018,1849,Davis Center,Closed
Fire Alarm,18UV005884,09/25/2018,2301,09/25/2018,2301,Slade Hall,Closed
Citizen Assist,18UV005893,09/26/2018,1143,09/26/2018,1143,MAT outside,Closed
Citizen Assist,18UV005894,09/26/2018,1242,09/26/2018,1242,Williams Hall outside,Closed
Medical Assist,18UV005896,09/26/2018,1401,09/26/2018,1401,Given Building,Closed; affiliate evaluated on scene by UVM Rescue
Suspicious Event,18UV005897,09/26/2018,1445,09/22/2018,1200,Redstone Apartments,Open
Late Reported Simple  Assault / Threats,18UV005898,09/26/2018,1506,09/07/2018,0000,Simpson Hall,Open
Late Reported Simple Assault,18UV005899,09/26/2018,1512,09/08/2018,0145,Simpson Hall,Open
Motor Vehicle Complaint / Citizen Assist,18UV005902,09/26/2018,1821,09/26/2018,1821,Gutterson Garage,Closed
Late Reported Sexual Assault / Domestic Violence,18UV005903,09/26/2018,1823,Unk,Unk,Unknown Location,Open; report to Title IX
Accident - Injury,18UV005904,09/26/2018,1837,09/26/2018,1837,Davis Center outside,Closed; Affilate transported to UVM MC by UVM rescue
Citizen Assist,18UV005906,09/26/2018,1909,09/26/2018,1909,Englesby,Closed
Agency Assist,18UV005907,09/26/2018,2030,09/26/2018,2030,UVM Police Services,Closed; assist to Burlington Police.
Medical Assist,18UV005908,09/26/2018,2242,09/26/2018,2242,Hamilton Hall,Closed; affiliate transported to UVM MC by UVM Rescue
Suspicious Event / Domestic Disturbance,18UV005911,09/26/2018,2342,09/26/2018,2342,Beaumont Ave,Closed
Intrusion Alarm,18UV005912,09/27/2018,0916,09/27/2018,0916,Fleming Museum,Closed
Motorist Assist,18UV005913,09/27/2018,1002,09/27/2018,1002,"Carrigan Dr, Burlington",Closed
Accident - Property Damage,18UV005915,09/27/2018,1050,09/27/2018,1050,Tupper Lot,Closed
Fire Alarm,18UV005916,09/27/2018,1052,09/27/2018,1052,Outing Club,Closed
Stalking / Threats/ Harassment,18UV005917,09/27/2018,1120,09/27/2018,1120,Davis Center,Open; refer to Title IX; Duplicate Incident to 2018-5816
Fire Alarm,18UV005918,09/27/2018,1131,09/27/2018,1131,Nicholson House,Closed
Motor Vehicle Complaint,18UV005923,09/27/2018,1535,09/27/2018,1535,Converse Hall outside,Closed
Trespass / Safety Plan,18UV005924,09/27/2018,1553,09/27/2018,1553,Patrick Gym,Closed; affiliate cited into court for Trespassing; report to CSC
Fire Alarm,18UV005927,09/27/2018,2125,09/27/2018,2125,Trinity Cottage 258,Closed
Motorist Assist,18UV005929,09/27/2018,2244,09/27/2018,2244,"Spear St, S Burlington",Closed
Alcohol /  Disorderly Conduct,18UV005933,09/28/2018,0020,09/28/2018,0020,Redstone Campus / Mason Hall,Closed; report  to CSC
Agency Assist / Traffic Stop,18UV005934,09/28/2018,0036,09/28/2018,0036,"Main St / S Prospect St, Burlington",Closed; assist to South Burlington Police
Motorist Assist,18UV005936,09/28/2018,0222,09/28/2018,0222,Farrell Hall Lot,Closed
Suspicious Event,18UV005937,09/28/2018,0330,09/28/2018,0330,Living & Learning,Closed; unfounded
Vandalism,18UV005939,09/28/2018,0639,09/27-28/2018,Unk,Coolidge Hall,Open
Citizen Assist,18UV005941,09/28/2018,0650,09/28/2018,0650,Coolidge Hall Parking Lot,Closed
Welfare Check,18UV005942,09/28/2018,0842,09/28/2018,0842,Carrigan Dr Extension,Closed
Anonymous Late Reported Sexual Assault,18UV005944,09/28/2018,1243,09/22/2018,Unk,Unknown Off Campus Location,Closed; referred to Title IX Coordinator
Animal Problem,18UV005945,09/28/2018,1431,09/28/2018,1431,University Hgts North 3,Closed
Anonymous Late Reported Sexual Assault,18UV005946,09/28/2018,1558,Unk,Unk,Unknown Residential Hall,Closed; referred to Title IX Coordinator
Anonymous Late Reported Sexual Assault,18UV005947,09/28/2018,1600,Unk,Unk,Unknown Location,Closed; referred to Title IX Coordinator
Welfare Check / Simple Assault / Drugs,18UV005951,09/28/2018,1812,09/28/2018,1812,Living & Learning,Open; report to CSC
Medical Assist,18UV005952,09/28/2018,2056,09/28/2018,2056,Southwick,Closed; UVM Rescue Evaluated on Scene
Fire Alarm,18UV005953,09/28/2018,2156,09/28/2018,2156,University Hgts South 2,Closed
Medical Assist / Intoxication,18UV005954,09/28/2018,2340,09/28/2018,2340,Wright Hall,Closed; affiliate transported to UVM MC ER & report to CSC
Medical Assist / Intoxication,18UV005955,09/28/2018,2345,09/28/2018,2345,Redstone Lofts,Closed; affiliate transported to UVM MC ER; report to CSC
Fire Alarm,18UV005956,09/29/2018,0002,09/29/2018,0002,University Hgts North 1,Closed
Medical Assist / Intoxication,18UV005957,09/29/2018,0144,09/29/2018,0144,University Hgts South 1,Closed; affiliate transported to UVM MC ER & report to CSC
Citizen Assist,18UV005958,09/29/2018,0151,09/29/2018,0151,UVM Medical Center,Closed
Agency Assist / Burglary Alarm,18UV005960,09/29/2018,1104,09/29/2018,1104,"San Remo Dr, So. Burlington",Closed; assist to So. Burlington Police
Intrusion Alarm,18UV005962,09/29/2018,1313,09/29/2018,1313,Southwick,Closed
Fire/CO Alarm,18UV005963,09/29/2018,1319,09/29/2018,1319,Jeanne Mance,Closed
Property Damage,18UV005964,09/29/2018,1541,09/23-29/2018,Unk,MAT Parking Lot,Closed
Vandalism,18UV005966,09/29/2018,1617,09/29/2018,0200,Simpson Hall,Open
Suspicious Behavior,18UV005967,09/29/2018,1726,09/29/2018,1726,CCRH Outside,Closed
Noise,18UV005969,09/29/2018,2153,09/29/2018,2153,Alumni House,Closed; noise warning issued
Agency Assist / Noise,18UV005971,09/29/2018,2325,09/29/2018,2325,"East Terr., So. Burlington",Closed; assist to So. Burlington Police
Elevator Alarm,18UV005972,09/30/2018,0023,09/30/2018,0023,University Hgts North 2,Closed
 Medical Assist,18UV005973,09/30/2018,0135,09/30/2018,0135,CCRH,Closed; affiliate transported to UVM MC ER
Alcohol Offense,18UV005975,09/30/2018,0258,09/30/2018,0258,CCRH,Closed; report to CSC
Untimely Death,18UV005976,09/30/2018,0813,Unk,Unk,Virtue Field,Open
Trespassing,18UV005977,09/30/2018,1234,09/30/2018,1234,Slade Hall Outside,Closed; non affiliate trespassed from UVM Campus
Welfare Check,18UV005979,09/30/2018,2241,09/30/2018,2241,"N Winooski Ave, Burlington",Closed; affiliate located
Noise / Suspicious Activity,18UV005980,09/30/2018,2247,09/30/2018,2247,Harris Hall Outside,Closed; noise warning issued
Burglary,18UV005981,09/30/2018,2316,09/30/2018,Unk,Redstone Apts,Open incident
Trespass / Safety Planning / Stalking,18UV006263,10/18/2018,1632,10/17 - 10/18/2018,Unk,Patrick Gym,Closed; non affiliate issued trespass notice for all of UVM Campus; report to CARES.
Agency Assist/ Suspicious Event,18UV006264,10/18/2018,1702,10/18/2018,1723,"Dorset St, South Burlington",Closed; assist to South Burlington Police
Leaving the Scene of an Accident,18UV006267,10/18/2018,2118,10/18/2018,2118,Wing-Davis-Wilks Lot,Closed
Welfare Check,18UV006277,10/19/2018,1509,10/19/2018,1509,Billings Outside,Closed
Leaving the Scene of an Accident,18UV006278,10/19/2018,1542,10/19/2018,Unk,601 Main St lot,Open
Larceny - Building,18UV006280,10/19/2018,1755,10/18 - 10/19/2018,1900-1030,Mason Hall,Open
Unsecure Premise,18UV006281,10/19/2018,1814,10/19/2018,1814,CCRH,Closed
Citizen Assist,18UV006283,10/19/2018,1911,10/19/2018,1911,UVM Police Services,Closed
Fire Alarm,18UV006286,10/19/2018,2115,10/19/2018,2115,University Heights North,Closed
Medical Assist,18UV006287,10/19/2018,2221,10/19/2018,2221,Patrick Gym,Closed; affiliate evaluated on scene by UVM Rescue
Drugs,18UV006290,10/19/2018,2314,10/19/2018,2314,Wright Hall,Closed; report to CSC
Fire Alarm,18UV006293,10/20/2018,0016,10/20/2018,0016,University Heights South,Closed
Motorist Assist / Agency Assist,18UV006296,10/20/2018,1134,10/20/2018,1134,"Main St, Burlington",Closed; assist to Burlington Police
Vehicle Jumpstart,18UV006297,10/20/2018,1358,10/20/2018,1358,Admissions Visitors Center,Closed
Building/Room Lockout,18UV006299,10/20/2018,1625,10/20/2018,1625,Old Mill,Closed
Motorist Assist,18UV006301,10/20/2018,2050,10/20/2018,2050,University Heights,Closed
Vandalism,18UV006307,10/21/2018,0048,Unk,Unk,Simpson Hall,Open
Animal Problem,18UV006308,10/21/2018,0100,10/21/2018,0100,Redstone Lofts Outside,Closed
Vandalism,18UV006309,10/21/2018,0404,10/20 - 10/21/2018,Unk,Simpson Hall,Closed report to CSC
Vandalism,18UV006311,10/21/2018,0911,10/20 - 10/21/2018,Unk,Davis Hall,Closed
Fire Alarm,18UV006312,10/21/2018,1400,10/21/2018,1400,Blasberg Horticulture Farm   S Burlington,Closed
Noise,18UV006314,10/21/2018,1240,10/21/2018,1240,PFG,Closed
Vandalism,18UV006316,10/21/2018,1636,Unk,Unk,Simpson Hall,Closed
Building Lockout,18UV006319,10/22/2018,0559,10/22/2018,0559,Farrell Hall,Closed
Larceny,18UV006321,10/22/2018,1413,10/20-10/21/2018,Unk,Redstone Apartments,Open
Mental Health Issue,18UV006322,10/22/2018,1442,10/22/2018,1442,Discovery Construction Area,Closed
Mental Health Issue,18UV006325,10/22/2018,1810,10/22/2018,1810,Marsh Life Sciences,Closed non-affiliate transported to UVM MC by BFD
Mental Health Issue,18UV006331,10/22/2018,2147,10/22/2018,2147,Redstone Lofts,Closed affiliate transported to UVM MC by UVM rescue
Drugs,18UV006334,10/22/2018,2246,10/22/2018,2246,Hamilton,Closed;  report to CSC
Medical Assist /Drugs,18UV006335,10/22/2018,2309,10/22/2018,2309,Jeanne Mance,"Closed,affiliate transported to  UVM MC by UVM Rescue, report to CSC"
Vandalism,18UV006336,10/22/2018,2335,Unk,Unk,Mason Hall,Open
Safety Escort,18UV006337,10/23/2018,0247,10/23/2018,0247,Terrill,Closed
Noise,18UV006339,10/23/2018,0559,10/23/2018,0559,Mason Parking Lot,Closed
Motorist Assist,18UV006340,10/23/2018,0723,10/23/2018,0723,Waterman Lot,Closed
Suspicious Event,18UV006341,10/23/2018,0824,10/23/2018,0824,Harris Millis outside,Closed; not substantiated
Theft of Service,18UV006344,10/23/2018,0940,10/23/2018,0940,Votey Lot,Open
Theft of Service,18UV006345,10/23/2018,1041,10/23/2018,1041,Gutterson Lot,Open
Welfare Check / Citizen Assist,18UV006346,10/23/2018,1058,10/28/2018,1058,UVM Police Services,Closed
Suspicious Event,18UV006348,10/23/2018,1124,10/23/2018,1124,Living & Learning,Open
Citizen Assist / Agency Assist,18UV006349,10/23/2018,1200,10/23/2018,1200,UVM Police Services,Closed; assist to Shelburne Dispatch
Mental Health Issue / Safety Escort,18UV006350,10/23/2018,1200,10/23/2018,1200,Jacobs House,Closed; affiliate escorted to UVMMC.
Theft of Service,18UV006351,10/23/2018,1510,10/23/2018,1510,Jeffords Lot,Open
Trespass,18UV006352,10/23/2018,1516,10/23/2018,1516,"Dorset St, S Burlington",Closed; non affiliate issued trespass notice for all of UVM Campus
Motorist Assist,18UV006354,10/23/2018,1624,10/23/2018,1624,Gutterson Garage,Closed
Accident - Property Damage,18UV006355,10/23/2018,1633,10/23/2018,1633,Billings Lot,Closed
Trespass,18UV006356,10/23/2018,1957,10/23/2018,1957,Bailey Howe Library,Closed; non affiliate issued trespass notice for UVM Bailey Howe Library
Motorist Assist,18UV006359,10/23/2018,2059,10/23/2018,2059,Beaumont Ave / Carrigan Dr,Closed
Fraud,18UV006360,10/23/2018,2132,10/23/2018,2132,UVM Police Services,Open
Citizen Assist,18UV006363,10/23/2018,2305,10/23/2018,2305,Virtue Field,Closed
Safety Escort,18UV006364,10/23/2018,2314,10/23/2018,2314,HSRF,Closed
Agency Assist / Traffic Stop,18UV006366,10/24/2018,0131,10/24/2018,0131,"College Parkway, Colchester",Closed; assist to Winooski Police
Medical Assist,18UV006369,10/24/2018,0810,10/24/2018,0810,Hamilton Hall,Closed; affiliate evaluated on scene by UVM Rescue
Possession of Stolen Property,18UV006370,10/24/2018,1101,10/24/2018,1101,"College St, Burlington",Closed; non affiliate cited to appear in court for Possession of Stolen Property; issued trespass notice for all of UVM Campus; related incident 2018-5162
Larceny,18UV006372,10/24/2018,1123,10/24/2018,1123,Living & Learning Marche,Open
Information / Accident,18UV006374,10/24/2018,1311,10/23/2018,1630,23 Mansfield Ave,Closed
Agency Assist,18UV006377,10/24/2018,1634,10/24/2018,1634,University Health Center,Closed; assist to South Burlington and Burlington Fire Departments
Larceny - Bicycle,18UV006378,10/24/2018,1641,10/23 - 10/24/2018,1600 - 1530,Living & Learning outside,Closed
Fire Alarm,18UV006379,10/24/2018,2018,10/24/2018,2018,Wright Hall,Closed
Welfare Check,18UV006381,10/24/2018,2301,10/24/2018,2301,280 East Ave (IMF) / UVM Medical Center,Closed; affiliate located
Medical Assist / Safety Escort,18UV006382,10/24/2018,2321,10/24/2018,2321,Simpson Hall,Closed; affiliate transported by UVM Rescue to UVMMC for evaluation; referred to UVM CARES
Lewd & Lascivious Conduct / Fondling,18UV006384,10/24/2018,2343,10/24/2018,2300,Redstone Campus Residence Hall,Closed; referred to UVM Cares and Title IX Coordinator
Safety Escort,18UV006385,10/25/2018,0220,10/25/2018,0220,UVM Medical Center,Closed
Information / Fraud,18UV006392,10/25/2018,1531,9/1 - 10/25/2018,Unk,Waterman,Open
Information / Fraud,18UV006393,10/25/2018,1532,9/1 - 10/25/2018,Unk,Waterman,Open
Elevator Emergency / Agency Assist,18UV006394,10/25/2018,1722,10/25/2018,1722,Old Mill,Closed; assist to Burlington Fire Department
Agency Assist / Missing Person,18UV006395,10/25/2018,2135,10/25/2018,2135,Blasberg Horticultural Farm,Closed; assist to South Burlington Police
Agency Assist / Disturbance,18UV006397,10/26/2018,0158,10/26/2018,0158,"E Allen St, Winooski",Closed; assist to Winooski Police Department
Accident - Property Damage,18UV006399,10/26/2018,0925,10/26/2018,0925,Given Lot,Closed
Motorist Assist / Agency Assist,18UV006402,10/26/2018,1153,10/26/2018,1153,University Place,Closed; assist to Burlington Fire Department
Fire Alarm / Drugs,18UV006403,10/26/2018,1308,10/26/2018,1308,McAuley Hall,Closed; report to CSC
Larceny - Bicycle,18UV006404,10/26/2018,1414,10/24 - 10/26/2018,1040 - 1300,Davis Center outside,Open
Drugs / Alcohol,18UV006415,10/26/2018,2227,10/26/2018,2227,Wilks Hall,Closed; report to CSC
Traffic / Drugs,18UV006417,10/26/2018,2234,10/26/2018,2234,"Spear St, South Burlington",Closed; ticket issued to non-affiliate for marijuana
Intoxication / Medical Assist,18UV006419,10/26/2018,2259,10/26/2018,2259,Living & Learning bus stop,Closed; affiliate transported by UVM Rescue to UVMMC; evaluated at ACT 1 but returned to UVMMC
Drugs,18UV006422,10/26/2018,2358,10/26/2018,2358,Wing Hall,Closed; non substantiated
Blue Light Alarm,18UV006425,10/27/2018,0218,10/27/2018,0218,Southwick outside,Closed
Fire Alarm,18UV006426,10/27/2018,0251,10/27/2018,0251,Jeanne Mance Hall,Closed
Agency Assist / Motor Vehicle Accident,18UV006444,10/27/2018,2321,10/27/2018,2321,"Williston Rd, South Burlington",Closed; assist to South Burlington Police
Medical Assist / Alcohol,18UV006445,10/28/2018,0034,10/28/2018,0034,University Heights South outside,Closed; report to CSC; affiliate evaluated on scene by UVM Rescue
DUI / Motorist Assist,18UV006446,10/28/2018,0109,10/28/2018,0109,"Main St / University Heights, Burlington",Closed; non affiliate cited to appear in court for DUI
Fire Alarm / Agency Assist,18UV006447,10/28/2018,0126,10/28/2018,0126,Redstone Lofts,Closed; assist to Burlington Fire Department
Intoxication / Medical Assist,18UV006448,10/28/2018,0127,10/28/2018,0127,Marsh-Austin-Tupper,Closed; affiliate transported by UVM Rescue to UVM MC
Agency Assist / Intoxication,18UV006450,10/28/2018,0223,10/28/2018,0223,"Pearl St, Burlington",Closed; affiliate transported to ACT 1 by Burlington Police; report to CSC
Alcohol Offense,18UV006451,10/28/2018,0232,10/28/2018,0232,Simpson Hall,Closed; report to CSC
Noise / Alcohol Offense,18UV006452,10/28/2018,0356,10/28/2018,0356,Mason Hall,Closed; report to CSC
Citizen Assist / Safety Escort / Alcohol,18UV006453,10/28/2018,0356,10/28/2018,0356,Hunt Hall,Closed; non affiliate given courtesy transport to St Michaels College; ticket for possession of alcohol issued
Medical Assist,18UV006454,10/28/2018,0515,10/28/2018,0515,McAuley Hall,Open
Blue Light Alarm,18UV006457,10/28/2018,1352,10/28/2018,1352,Simpson Hall Outside,Closed
Medical Assist,18UV006458,10/28/2018,1402,10/28/2018,1402,Austin Hall,Closed; affiliate transported to UVM MC ER via UVM Rescue
Threats/Harassment,18UV006825,10/28/2018,1931,10/27/2018,Unk,CCRH,Closed; report to Title IX Coordinator
Welfare Check,18UV006460,10/28/2018,2124,10/28/2018,2124,PFG Parking Garage,Closed;
Medical Assist,18UV006464,10/28/2018,2218,10/28/2018,2218,Living & Learning,Closed; affiliate transported to UVM MC ER via UVM Rescue
Citizen Assist,18UV006465,10/28/2018,2225,10/28/2018,2225,Votey Hall,Closed
911 Hang Up,18UV006466,10/28/2018,2237,10/28/2018,2237,University Health Center,Closed
Suspicious Event,18UV006468,10/29/2018,0016,10/29/2018,0016,Williams Hall Parking Lot,Closed
Citizen Assist,18UV006473,10/29/2018,1117,10/29/2018,1117,Jeffords Hall Outside,Closed
Citizen Assist,18UV006475,10/29/2018,1456,Unk,Unk,"Pearl St, Burlington",Closed
Vandalism,18UV006477,10/29/2018,1658,Various,Various,UVM Campus,Open
Motorist Assist,18UV006479,10/29/2018,1808,10/29/2018,1808,Interfaith Center Parking Lot,Closed
Agency Assist / Burglary,18UV006480,10/29/2018,1852,10/29/2018,1852,"Williston Rd, So. Burlington",Closed; assist to So. Burlington Police
Larceny,18UV006481,10/29/2018,1928,10/24-25/2018,1620-0945,University Hgts North Bike Rack,Open
Medical Assist,18UV006485,10/30/2018,0112,10/30/2018,0112,University Hgts North 1,Closed; affiliate transported to UVM MC ER via UVM Rescue
Citizen Assist / Safety Escort,18UV006487,10/30/2018,0211,10/30/2018,0211,Davis Center,Closed
Suspicious Behavior,18UV006490,10/30/2018,0404,10/30/2018,0404,Living & Learning,Closed; referred to CSC.
Fire Alarm,18UV006491,10/30/2018,1059,10/30/2018,1059,Trinity Campus Cottage,Closed
Theft of Service,18UV006492,10/30/2018,1117,10/30/2018,1117,Jeffords Hall Parking Lot,Closed; referred to CSC
Blue Light Alarm / Citizen Assist,18UV006499,10/30/2018,1952,10/30/2018,1952,Nicholson House Outside,Closed
Citizen Assist,18UV006501,10/30/2018,2015,10/30/2018,2015,Davis Center,Closed
Medical Assist,18UV006504,10/30/2018,2100,10/30/2018,2100,Spear St,Closed: affiliate transported to UVM MC ER via UVM Rescue
Medical Assist,18UV006517,10/31/2018,1205,10/31/2018,1205,Davis Center,Closed; affiliate transported to UVMMC by UVM Rescue
