"Thursday, January 21, 2021"	0.569571759													
Master ID	Date/Time Reported	Day of Week	Date/Time Occurred	MPD Case #	Nature of Calls	Address/Location	Comments	Disposition	Clery Geography	Clery Offense	Clery Count	Clery	Not on Campus	Name Log
1599	11/11/18 @09:12	Sunday	Same	18-M10426	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1600	11/11/18 @10:19	Sunday	Same	18-M10429	Vehicle Prowl	1011 Deakin Ave; 2	$5 stolen from unlocked vehicle	CLO				NO		
1601	11/11/18 @11:03	Sunday	Same	18-M10430	Accident; Hit Run	720 Deakin Ave; Lambda Chi	"Hit and run accident, no suspects"	ACT				NO		
1602	11/11/18 @14:27	Sunday	Same	18-M10438	Gun Check	861 Perimeter Dr; UI Security	Gun check	ACT				NO		
1603	11/12/18 @11:52	Monday	Same	18-M10450	Traffic Offense	Perimeter Dr & W Pullman Rd	Report of subject brake-checking and flipping bird UTL	CLO				NO		
1604	11/12/18 @14:50	Monday	Same	18-M10455	Animal; Stray	1200 W Palouse River Dr;	UTL the dog	CLO				NO		
1605	11/12/18 @16:21	Monday	Same	18-M10459	Alarm; Elevator	1080 W 6th St; Wallace; Elevator	Accidental activation	CLO				NO		
1606	11/13/18 @12:47	Tuesday	Same	18-M10476	Civil	514 Sweet Ave; Kappa Delta	"This is a civil issue off campus, land lord - tenant"	CLO				NO	x	
1607	11/13/18 @13:49	Tuesday	Same	18-M10479	Threatening	UI	Facebook scam attempt	CLO				NO		
1608	11/13/18 @17:58	Tuesday	Same	18-M10482	Alarm; Elevator	921 Campus Dr; Education Bldg	Accidental activation	CLO				NO		
1609	11/13/18 @20:44	Tuesday	Same	18-M10484	Drugs	1001 Paradise Creek St; Theophilus Tower	"Odor of marijuana, nfounded"	CLO				NO		
1610	11/14/18 @00:14	Wednesday	Same	18-M10487	Suspicious	609 Elm ST; Delta Delta Delta	Male acting suspicious	CLO				NO		
1611	10/26/18 @23:20	Friday	Same	N/A	Alcohol Offense	"LLC, Syringa, Bldg 2"	5 referred by RA's for Acohol		OC OCH	Alcohol - Referral	5	YES		
1612	10/27/18 @11:30	Saturday	Same	N/A	Alcohol Offense	LLC - Gault - Bldg 6 - 307	2 residents referred for alcohol violations		OC OCH	Alcohol - Referral	2	YES		
1613	11/06/18 @11:11	Tuesday	Same	N/A	Alcohol Offense	Thoephilus Tower - 520	2 warned for making Alcohol		OC OCH	Alcohol - Referral	2	YES		
1614	11/01/18 @21:39	Thursday	Same	N/A	Alcohol Offense	Wallace; Gooding; 112	1 warned for alcohol		OC OCH	Alcohol - Referral	1	YES		
1615	11/14/18 @14:18	Wednesday	Same	18-M10499	Drugs	Moscow	Not on campus or related	ACT				NO	X	
1616	11/14/18 @18:34	Wednesday	Same	18-M10506	Drugs	Moscow	Not on campus or related	ACT				NO	X	
1617	11/15/18 @04:21	Thursday	Same	18-M10513	Suspicious	1006 Railroad St; Parking	"Report of DUI, UTL"	ACT				NO		
1618	11/15/18 @06:55	Thursday	Same	18-M10514	Trespassing	1080 W 6th St; Wallace Complex	"1 -  19 YOM, drunk and possibly high entered someone else's room thinking it was his own, cited for trespass"	ACT	OC OCH	Alcohol - Referral	1	YES		
1619	11/15/18 @08:03	Thursday	Same	18-M10516	Animal; Problem	1104 W 6th ST; Greenhouse	"Dog in care, vehicle RO contacted and counseled"	CLO				NO		
1620	11/15/18 @19:00	Thursday	Same	18-M10533	Traffic Hazard	W 3rd St; Quad City Nissan	"Gentleman ran out of gas and expected MPD to bring him some, ofc suggested he contact a friend"	ACT				NO		
1621	11/15/18 @19:28	Thursday	Same	18-M10534	Drugs	1080 W 6th ST; Wallace Complex	"Odor of marijuana, unfounded"	ACT	OC OCH			NO		
1622	11/16/18 @08:20	Friday	Same	18-M10542	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1623	11/16/18 @10:22	Friday	Same	18-M10544	Alarm; Elevator	921 Campus Dr; 133	Accidental activation	CLO				NO		
1624	11/16/18 @10:57	Friday	Same	18-M10546	Sickness	1080 W 6th ST; UI Wallace	Subject taken to GMC via ambulance	CLO				NO		
1625	11/16/18 @11:17	Friday	Same	18-M10547	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1626	11/16/18 @11:43	Friday	Same	18-M10548	Theft; Other	Moscow	Not on campus or related	ACT				NO	x	
1627	11/16/18 @12:06	Friday	Same	18-M10552	Threatening	871 Campus Dr; Albertson's	Student upset at another student for not providing notes NR	CLO				NO		
1628	11/16/18 @13;03	Friday	Same	18-M10557	Traffic Hazard	Sweet Ave & S Main ST	"Report of malfunctioning light, unfounded"	CLO				NO		
1629	11/16/18 @16:09	Friday	Same	18-M10566	Lost Property	966 University Ave; TLC Area	Subject lost a wallet	CLO				NO		
1630	11/16/18 @18:29	Friday	Same	18-M10567	Gun Check	861 Perimeter DR; UI Security	Gun check	CLO				NO		
1631	11/16/18 @19:40	Friday	Same	18-M10570	Child Abuse	Moscow	Not on campus or related	CLO				NO	x	
1632	11/18/18 @12:10	Sunday	Same	18-M10604	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
1633	11/18/18 @15:26	Sunday	Same	18-M10608	Fraud	Moscow	Not even in moscow	CLO				NO	x	
1634	11/19/18 @07:40	Monday	Same	18-M10616	Suspicious	875 Perimeter Dr; Facilities	"Unfounded, application letter with stuff written all over envelope"	ACT				NO		
1635	11/20/18 @10:38	Tuesday	Same	18-M10643	Domestic Dispute	Unknown Address	Not on campus or related	CLO				NO	x	
1636	11/21/18 @09:33	Wednesday	Same	18-M10659	Animal; Problem	W Palouse River Dr	Took dog to HSP	CLO				NO		
1637	11/23/18 @14:11	Friday	Same	18-M10695	Extra Patrol	1080 W 6th ST; Wallace Complex	Extra foot patrol	CLO				NO		
1638	11/23/18 @18:59	Friday	Same	18-M10702	Utility Problem	Blake Ave & Taylor AVE	A puddle of water in the road…….	CLO				NO		
1639	11/24/18 @11:18	Saturday	Same	18-M10719	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
1640	11/24/18 @15:37	Saturday	Same	18-M10722	Citizen Assist	600 University Ave; Block	Info about a street closure	CLO				NO		
1641	11/25/18 @12:24	Sunday	Same	18-M10741	Alarm; Elevator	1080 W 6th St; Wallace; Gooding	Accidental activation	CLO				NO		
1642	11/25/18 @15:23	Sunday	Same	18-M10743	Extra Patrol	1001 Paradise Creek; Theophilus	Extra foot patrol	CLO				NO		
1643	11/25/18 @15:51	Sunday	Same	18-M10744	Alarm; Fire	901 Paradise Creek; UI	False alarm	CLO				NO		
1644	11/25/18 @17:09	Sunday	Same	18-M10749	Alarm; Elevator	1001 Paradise Creek; El	Accidental activation	CLO				NO		
1645	11/26/18 @09:06	Monday	Same	18-M10762	Disabled Vehicle	W 6th St & Rayburn ST;		CLO				NO		
1646	11/26/18 @14:54	Monday	Same	18-M10773	Gun Check	861 Perimeter Dr; UI Security		CLO				NO		
1647	11/26/18 @15:35	Monday	Same	18-M10777	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1648	11/26/18 @16:26	Monday	Same	18-M10783	Civil	Moscow	Civil issue	CLO				NO		
1649	11/26/18 @18:15	Monday	Same	18-M10788	Alarm; Elevator	1001 Paradise Creek St; T-Tower	"3 students trapped in elevator, freed by MVFD"	CLO				NO		
1650	09/03/2018		08/31/2018	T00114-2018	Sex Offense	Farmhouse	Title IX Case #  T00114-2018		OC OCH	Fondling	1	YES		
1651	09/28/2018	Friday	09/24/2018	T00135-2018	Sex Offense	Theophilus Tower	Title IX Case # T00135-2018		OC OCH	Fondling	1	YES		
1652	11/27/18 @10:47	Tuesday	Same	18-M10807	Communications	701 S Line St; Archie Phin	Mis-dial	CLO				NO		
1653	11/27/18 @21:27	Tuesday	Same	18-M10824	Welfare Check	Moscow	Not on campus or related	CLO				NO	x	
1654	11/28/18 @10:35	Wednesday	Same	18-M10836	Suspicious	W Palouse River Dr; North	Not on campus or related	ACT				NO	x	
1655	11/28/18 @17:23	Wednesday	Same	18-M10846	Suspicious	121 Sweet Ave; UI WWAMI Bldg	"Report of unauthorized person in construction site, UTL"	CLO				NO		
1656	11/28/18 @18:21	Wednesday	Same	18-M10847	Agency Assist	Moscow	Not on campus or related	CLO				NO	x	
1657	11/29/18 @08:09	Thursday	Same	18-M10853	Unconsciousness	875 S Line St; 029	"Student passed out during a lecture, transported to GMC"					NO		
1658	04/10/2018	Monday	04/06/2018	 T00056-2018	Stalking	Red Lot across from Ag Sci; Lot by Pool	"Vic: K.H.
Sus: T.B. 
Title IX Case # T00056-2018"		OC	Stalking 	1	YES		
1659	11/29/18 @09:14	Thursday	Same	18-M10857	Fraud	Moscow	Not on campus or related	ACT				NO	x	
1660	11/29/18 @09:31	Thursday	Same	18-M10858	Fraud	690 Ash St; Engineering	"Attempted telephone scam, RP didn't fall for it"	CLO				NO		
1661	11/29/18 @10:14	Thursday	Same	18-M10861	Welfare Check	UI Campus	Welfare check on student who was fine	CLO				NO		
1662	11/29/18 @19:10	Thursday	Same	18-M10885	Sex Offense	Moscow	Not on campus or related	ACT				NO	x	
1663	11/29/18 @20:12	Thursday	Same	18-M10886	Accident; Non-Injury	Sweet Ave; bY Childrens Center	Non injury crash	CLO				NO		
1664	11/29/18 @23:25	Thursday	Same	18-M10889	Drugs	901 Paradise Creek ST; LLC	"Odor of marijuana, unfounded"	UNF				NO		
1665	11/30/18 @10:19	Friday	Same	18-M10898	Traffic Offense	Deakin Ave & W 6th St;	Unfounded	ACT				NO		
1666	11/30/18 @10:27	Friday	Same	18-M10899	Alarm; Elevator	921 Campus Dr; 133; Education	Accidental activation	ACT				NO		
1667	11/30/18 @15:08	Friday	Same	18-M10907	Theft; Other	UI Campus; Lot 25	"Stolen tail lights, no suspects"	ACT				NO		
1668	11/30/18 @22:58	Friday	Same	18-M10918	Sickness	1000 Paradise Creek St; AC	Female under influence of alcohol transported to GMC	CLO				NEED MORE		
1669	12/01/18 @00:10	Saturday	Same	18-M10921	Sickness	707 Railroad St; Apt 11	Female under influence of alcohol transported to GMC	CLO				NO		
1670	12/01/18 @00:31	Saturday	Same	18-M10923	Found Property	707 Railroad St; 11	Seized paraphernalia for desctruction -	CLO				NO		
1671	12/01/18 @01:11	Saturday	Same	18-M10924	Accident; Non-Injury	Blake Ave & Taylor Ave	One vehicle crash	CLO				NO		
1672	12/01/18 @01:21	Saturday	Same	18-M10926	Noise Complaint	509 Univeristy Ave; 1	1 - warned for noise	CLO				NO		
1673	12/01/18 @02:55	Saturday	Same	18-M10928	Drugs	727 Elm St; Beta's	"Report of students using Psilocybin mushroom , appears to be unfounded an they were all extremely intoxicate"	ACT	NC	Alcohol - Referral	2	YES		
1674	12/01/18 @18:28	Saturday	Same	18-M10948	Theft; Other	727 Elm St; Beta Theta Pi	Lost her cell phone	CLO				NO		
1675	12/02/18 @03:18	Sunday	Same	18-M10958	Alarm; Elevator	901 Paradise Creek St; Elev	Accidental activation	CLO				NO		
1676	12/02/18 @08:23	Sunday	Same	18-M10962	Welfare Check	1011 Deakin Ave; 3	"Report of female crying, UTL"	CLO				NO		
1677	12/02/18 @11:55	Sunday	Same	18-M10967	Malicious Mischief	851 Campus Dr; UI Admin	"1 female -  tore items off walls in ADMIN, self admit St. Joesphe RM"	ACT				NO		
1678	12/02/18 @17:46	Sunday	Same	18-M10973	Drugs	1080 W 6th St; Wallace	"Odor of marijuana, UTL"	CLO				NO		
1679	12/02/18 @19:55	Sunday	Same	18-M10977	Suicidal Person	Moscow	Not on campus or related	CLO				NO	X	
1680	12/02/18 @23:12	Sunday	Same	18-M10979	Alarm; Fire	745 Nez Perce DR; Alpha Gamma	False alarm	CLO				NO		
1681	12/02/18 @23:18	Sunday	Same	18-M10980	Alarm; Elevator	901 Paradise Creek St; Ele	Accidental activation	CLO				NO		
1682	12/03/18 @11:00	Monday	Same	18-M10989	Fraud	403 College Ave;	Student paid $300 dollars in IRS phone scam	ACT				NO		
1683	12/03/18 @15:43	Monday	Same	18-M11001	Harassment	Moscow	Not on campus or related	CLO				NO	x	
1684	12/03/18 @20:19	Monday	Same	18-M11009	Suspicious	Moscow	Not on campus or related	CLO				NO	x	
1685	12/04/18 @11:10	Tuesday	Same	18-M11026	Alarm; Elevator	751 Campus Dr; Niccolls Home	Accidental activation	ACT				NO		
1686	12/04/18 @17:55	Tuesday	Same	18-M11045	Alarm; Elevator	901 Paradise Creek St; Elev	Accidental activation	CLO				NO		
1687	12/04/18 @18:46	Tuesday	Same	18-M11048	Alarm; Elevator	1080 W 6th ST; Wallace; Gooding	Accidental activation	CLO				NO		
1688	12/05/18 @09:04	Wednesday	Same	18-M11054	Civil	1080 W 6th St; Gooding Wing	Served subpoenas	CLO				NO		
1689	12/06/18 @08:49	Wednesday	Same	18-M11084	Found Property	Sweet Ave; Path Near River	Found bicycle	CLO				NO		
1690	12/06/18 @18:44	Thursday	Same	18-M11102	Fraud	901 Paradise Creek St; 405	Student thought her Amazon account had been hacked	CLO				NO		
1691	12/07/18 @05:04	Thursday	Same	18-M11112	Sex Offense	1080 W 6th ST; Wallace; Willey	1 - 18 YOM accused of rape	ACT	OC OCH	Rape	1	YES		
1692	12/07/18 @08:35	Friday	Same	18-M11115	Alarm; Elevator	966 University Ave; Elevator	Accidental activation	CLO				NO		
1693	12/07/18 @12:30	Friday	Same	18-M11124	Communications	415 W 6th ST; UI HR	Accidental 911	CLO				NO		
1694	12/07/18 @13:29	Friday	Same	18-M11131	Alarm; Elevator	921 Campus Dr; College OF	Accidental activation	CLO				NO		
1695	12/07/18 @17:05	Friday	Same	18-M11139	Drugs	1080 W 6th ST; Wallace; gooding	1 - 18 YOM warned for marijuana	CLO	OC OCH	Drug - Referral	1	YES		
1696	12/07/18 @19:52	Friday	Same	18-M11145	Civil	901 Paradise Creek St; Sch	Parent/student issues 	CLO				NO		
1697	12/08/18 @08:25	Saturday	Same	18-M11157	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1698	12/08/18 @12:09	Saturday	Same	18-M11164	Communications	902 Railroad St; University	Unfounded	CLO				NO		
1699	12/08/18 @12:37	Saturday	Same	18-M11166	Found Property	Moscow; Main St	Not on campus or related	CLO				NO	x	
1700	12/08/18 @16:16	Saturday	Same	18-M11173	Found Property	Moscow	Found bracelet	CLO				NO		
1701	12/08/18 @20:58	Saturday	Same	18-M11178	Alcohol Offense	Ash St & W 6th ST	1 - 19 YOM and  1 - 19 YOM cited for alcohol	ACT	OC	Alcohol - Arrest	2	YES		
1702	12/09/18 @01:39	Sunday	Same	18-M11184	Alcohol Offense	1080 W 6th St; Wallace; Willey	This is a welfare check where aclohol was seized	CLO	OC OCH	Alcohol - Referral	1	YES		
1703	12/09/18 @12:09	Saturday	Same	18-M11191	Sex Offense	UI Campus	"Determined Duplicate of 18-M11112 / Female reporting a possible sex offense from Sept, Det unable to reach female for report at this time"	ACT				NO		
1704	12/09/18 @15:20	Sunday	Same	18-M11192	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
1705	12/09/18 @17:30	Sunday	Same	18-M11195	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1706	12/10/18 @01:31	Monday	Same	18-M11202	Overdose	1001 Paradise Creek St; Theophilus Tower	"Report of suicidal student, unfounded"	CLO				NO		
1707	12/10/18 @09:28	Monday	Same	18-M11208	No Contact	851 Campus Dr;	Paper service	CLO				NO		
1708	12/10/18 @10:44	Monday	Same	18-M11209	Communications	1024 Nez Perce Dr;	UTL	CLO				NO		
1709	12/10/18 @14;47	Monday	Same	18-M11221	Alarm; Elevator	1080 W 6th ST; Wallace; Gooding	Accidental activation	CLO				NO		
1710	12/10/18 @21:27	Monday	Same	18-M11233	Drugs	1080  W 6th ST; Wallace; Parking Lot	2 - cited for possession of marijuana	ACT	OC	Drug - Arrest	2	YES		
1711	12/10/18 @23:50	Monday	Same	18-M11237	Found Property	Rayburn St; Below Kibbie Dome	Found keys	CLO				NO		
1712	12/11/18 @03:09	Tuesday	Same	18-M11239	Alarm; Elevator	1080 W 6th ST; Elev North	Accidental activation	CLO				NO		
1713	12/11/18 @04:24	Tuesday	Same	18-M11240	Welfare Check	901 Paradise Creek St; LLC	"Concerned parent, student was studying for finals . . . NR"	CLO				NO		
1714	12/11/18 @17:18	Tuesday	Same	18-M11257	Alarm; Elevator	921 Campus Dr; College Of	Accidental activation	CLO				NO		
1715	12/11/18 @17:40	Tuesday	Same	18-M11263	Harassment	Moscow	Not on campus or related	CLO				NO	x	
1716	12/11/18 @18:52	Tuesday	Same	18-M11262	Threatening	804 Elm St; Phi Delta Theta	"Ex-member writing letters to members, he was told to stop"	CLO				NO		
1717	12/11/18 @23:38	Tuesday	Same	18-M11266	Drugs	1080 W 6th ST; Wallace;	"1 Cited for Marijuana - 3 others in the vehicle warned for smoking 

****************************************
1 -  cited for marijuana - T/S for expired registration at Sixth & Stadium. Drugs discovered during the T/S -- Occurred/Moved to West Parking "	ACT	OC	"Drug - Arrest, Drug - Referral"	4	YES		
1718	12/12/18 @01:35	Wednesday	Same	18-M11270	DUI	76 Parking Lot	"1 - arrested for DUI, 61 MPH in a 25"	ACT				NEED MORE		
1719	12/12/18 @06:51	Wednesday	Same	18-M11272	Alarm; Burglary	850 Rayburn St; Library Special	Employee error	CLO				NO		
1720	12/12/18 @08:46	Wednesday	Same	18-M11275	Accident; Non-Injury	1080 W 6th ST; Wallace;	Information exchange	CLO				NO		
1721	12/12/18 @12;59	Wednesday	Same	18-M11287	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1722	12/12/18 @14:54	Wednesday	Same	18-M11293	Accident; Non-Injury	401 W 6th St; Taco Time	Information exchange	CLO				NO		
1723	12/12/18 @15:34	Wednesday	Same	18-M11294	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1724	12/12/18 @18:23	Wednesday	Same	18-M11297	Suicidal Person	1080 W 6th ST; Wallace; Wiley	"RA reported resident made suicidal statements, student was code 4 and planned to meet with counselor"	CLO				NO		
1725	12/13/18 @00:32	Thursday	Same	18-M11305	Overdose	1080 W 6th St; Gooding; Wiley	Student went to GMC voluntarily and parents were en route	CLO	OC OCH	Alcohol - Referral	1	YES		
1726	12/13/18 @10:43	Thursday	Same	18-M11310	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1727	12/13/18 @15:10	Thursday	Same	18-M11325	Found Property	710 Deakin Ave; UI Vandal	Found wallet	CLO				NO		
1728	12/13/18 @20:11	Thursday	Same	18-M11333	Alarm; Elevator	901 Paradise Creek ST; Elev	Accidental activation	CLO				NO		
1729	12/14/18 @10:48	Friday	Same	18-M11350	Theft; Other	Stadium Dr; Orange Lot	2 -  cited for possession of stolen parking permit	ACT				NO		
1730	12/14/18 @11:23	Friday	Same	18-M11355	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1731	12/14/18 @12:34	Friday	Same	18-M11358	Theft; Other	1000 Paradise Creek St;	"Theft of blue tooth, Beats headphones from inside SRC"	ACT				NO		
1732	12/14/18 @15:23	Friday	Same	18-M11362	Animal; Problem	Moscow	UTL	CLO				NO		
1733	12/14/18 @15:43	Friday	Same	18-M11364	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1734	12/14/18 @17:04	Friday	Same	18-M11367	Citizen Assist	1006 Railroad St; Parking	Helped citizen get assistance from LCSO	CLO				NO		
1735	12/14/18 @18:37	Friday	Same	18-M11370	Suspicious	901 Paradise Creek St; LLC	"Report of explosives, was an inert/inoperable grenade"	CLO				NO		
1736	12/14/18 @19:21	Friday	Same	18-M11371	Found Property	901 Paradise Creek St; LLC	Unfounded	CLO				NO		
1737	12/14/18 @19:43	Friday	Same	18-M11372	Alarm; Elevator	1001 Paradise Creek St; Elev	Accidental activation	CLO				NO		
1738	12/14/18 @23:55	Friday	Same	18-M11375	Alarm; Elevator	901 Paradise Creek ST; LLC	Accidental activation	CLO				NO		
1739	12/15/18 @08:21	Saturday	Same	18-M11380	Gun Check	861 Perimeter DR; UI Security	Gun check	CLO				NO		
1740	12/15/18 @17:03	Saturday	Same	18-M11397	Suspicious	1016 Deakin Ave; Parking Lot	UTL suspicious car	CLO				NO		
1741	12/15/18 @19:06	Saturday	Same	18-M11399	Intoxication	861 Perimeter Dr; UI Facilities	"Unfounded, he was drinking root beer"	CLO				NO		
1742	12/16/18 @19:06	Sunday	Same	18-M11424	Welfare Check	514 Taylor Ave; 3	Subject was code 4 and contacted family before MPD mad contact	CLO				NO		
1743	12/16/18 @22:45	Sunday	Same	18-M11430	Intoxication	518 Taylor Ave; Pathway By	UTL	CLO				NO		
1744	12/17/18 @00:07	Monday	Same	18-M11431	Overdose	1012 Deakin Ave; 8	"She ate a marijuana brownie earlier and was now feeling effects, unfounded"	CLO				NO		
1745	12/17/18 @10:55	Monday	Same	18-M11438	Communications	691 Ash St; UI Engineering	Accidental 911	CLO				NO		
1746	12/18/18 @03:08	Tuesday	Same	18-M11459	Chest Pain	901 Paradise Creek St; LLC	Panic attack for unknown reason	CLO				NO		
1747	12/18/18 @12:06	Tuesday	Same	18-M11470	Welfare Check	850 Rayburn St; UI Library	Timothy Stoddard asked to leave library and complied	ACT				NO		
1748	12/18/18 @12:08	Tuesday	Same	18-M11471	Malicious Mischief	850 Rayburn St; UI Library	"Timothy Stoddard suspected of damaging items, no proof"	ACT				NO		
1749	12/18/18 @13:10	Tuesday	Same	18-M11474	Animal; Problem	526 Taylor Ave; 2	"Unfounded, dog was fine"	ACT				NO		
1750	12/18/18 @16:40	Tuesday	Same	18-M11480	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
1751	12/18/18 @17:55	Tuesday	Same	18-M11485	Theft; Other	1000 Paradise Creek St; UI	"Theft of boots from SRC, no suspects"	CLO				NO		
1752	12/19/18 @11:39	Wednesday	Same	18-M11498	Theft; Other	895 Perimeter Dr; Paint Shop	Theft of a sander	ACT				NO		
1753	12/19/18 @13:43	Wednesday	Same	18-M11508	Harassment	Moscow	Not on campus or related	CLO				NO	x	
1754	12/19/18 @14:16	Wednesday	Same	18-M11509	Found Property	Moscow	Not on campus or related	ACT				NO	x	
1755	12/19/18 @18:01	Wednesday	Same	18-M11514	Citizen Assist	709 Deakin Ave; SUB	Assisted pepole finding shelter	CLO				NO		
1756	12/19/18 @19:40	Wednesday	Same	18-M11517	Malicious Mischief	735 Nez Perce Dr; Sigma Chi	"Broken outer pane of large window to fraternity, no entry made"	ACT				NO		
1757	12/19/18 @23:53	Wednesday	Same	18-M11522	Alarm; Elevator	901 Paradise ST Creek; Elev	Accidental activation	CLO				NO		
1758	12/20/18 @06:15	Thursday	Same	18-M11529	Weapons Offense	S Line St & W 3rd St	"report of male walking with a long gun however, it was just an umbrella"	CLO				NO		
1759	12/20/18 @07:18	Wednesday	Same	18-M11530	Accident; Unk Injury	Periemter Dr & W Pullman RD	Male on bicycle was slightly injured after being hit by a car	ACT				NO		
